Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Billy Cundiff,K,6,BAL,HOU,5,5,100,48,2,2,0.00,2011
2,Robbie Gould,K,6,CHI,MIN,3,3,100,51,4,4,0.00,2011
3,Connor Barth,K,6,TB,NO,4,5,80,48,2,2,0.00,2011
4,David Akers,K,6,SF,DET,3,3,100,55,2,2,0.00,2011
5,Dan Bailey,K,6,DAL,NE,3,3,100,48,1,1,0.00,2011
6,Mike Nugent,K,6,CIN,IND,2,3,67,43,3,3,0.00,2011
7,Lawrence Tynes,K,6,NYG,BUF,2,3,67,26,3,3,0.00,2011
8,Alex Henery,K,6,PHI,WAS,2,2,100,28,2,2,0.00,2011
9,Stephen Gostkowski,K,6,NE,DAL,2,2,100,31,2,2,0.00,2011
10,John Kasay,K,6,NO,TB,2,2,100,33,2,2,0.00,2011
11,Matt Bryant,K,6,ATL,CAR,1,1,100,24,4,4,0.00,2011
12,Jason Hanson,K,6,DET,SF,2,3,67,25,1,1,0.00,2011
13,Josh Scobee,K,6,JAX,PIT,2,2,100,46,1,1,0.00,2011
14,Graham Gano,K,6,WAS,PHI,2,2,100,50,1,1,0.00,2011
15,Mason Crosby,K,6,GB,LAR,1,1,100,32,3,3,0.00,2011
16,Rian Lindell,K,6,BUF,NYG,1,1,100,49,3,3,0.00,2011
17,Sebastian Janikowski,K,6,OAK,CLE,1,1,100,48,3,3,0.00,2011
18,Dan Carpenter,K,6,MIA,NYJ,2,2,100,23,0,0,0.00,2011
19,Nick Folk,K,6,NYJ,MIA,1,1,100,28,3,3,0.00,2011
20,Olindo Mare,K,6,CAR,ATL,1,1,100,42,2,2,0.00,2011
21,Adam Vinatieri,K,6,IND,CIN,1,2,50,46,2,2,0.00,2011
22,Shaun Suisham,K,6,PIT,JAX,1,2,50,21,2,2,0.00,2011
23,Phil Dawson,K,6,CLE,OAK,1,1,100,47,2,2,0.00,2011
24,Thomas Howard,K,6,CIN,IND,0,0,0,0,0,0,0.00,2011
25,Ryan Longwell,K,6,MIN,CHI,1,2,50,37,1,1,0.00,2011
26,Josh Brown,K,6,LAR,GB,1,2,50,36,0,0,0.00,2011
27,Neil Rackers,K,6,HOU,BAL,0,0,0,0,2,2,0.00,2011
28,DJ Smith,K,6,GB,LAR,0,0,0,0,0,0,0.00,2011
