Player,Position,Team,Opponent,Points
Drew Brees,QB,NO,TB,21.42
Matthew Stafford,QB,DET,SF,20.62
Tony Romo,QB,DAL,NE,20.38
Tom Brady,QB,NE,DAL,19.26
Joe Flacco,QB,BAL,HOU,19.10
Mark Sanchez,QB,NYJ,MIA,18.54
Michael Vick,QB,PHI,WAS,17.88
Jay Cutler,QB,CHI,MIN,17.68
Cam Newton,QB,CAR,ATL,17.48
Matt Ryan,QB,ATL,CAR,17.22
Colt McCoy,QB,CLE,OAK,17.20
Ryan Fitzpatrick,QB,BUF,NYG,16.56
Sam Bradford,QB,LAR,GB,14.84
Andy Dalton,QB,CIN,IND,14.46
Matt Schaub,QB,HOU,BAL,13.10
Ben Roethlisberger,QB,PIT,JAX,12.90
John Beck,QB,WAS,PHI,12.08
Curtis Painter,QB,IND,CIN,11.92
Eli Manning,QB,NYG,BUF,11.58
Blaine Gabbert,QB,JAX,PIT,9.96
Alex Smith,QB,SF,DET,7.50
Donovan McNabb,QB,MIN,CHI,7.08
Matt Moore,QB,MIA,NYJ,6.16
Kyle Boller,QB,OAK,CLE,4.90
Christian Ponder,QB,MIN,CHI,4.76
Jason Campbell,QB,OAK,CLE,2.68
Rex Grossman,QB,WAS,PHI,1.72
Joe Webb,QB,MIN,CHI,0.10
Chase Daniel,QB,NO,TB,0.00
Caleb Hanie,QB,CHI,MIN,0.00
Mark Brunell,QB,NYJ,MIA,0.00
Vince Young,QB,PHI,WAS,-0.80
Anquan Boldin,WR,BAL,HOU,24.20
Jordy Nelson,WR,GB,LAR,21.40
Calvin Johnson,WR,DET,SF,21.30
Brandon Marshall,WR,MIA,NYJ,19.90
Jerome Simpson,WR,CIN,IND,19.10
Jeremy Maclin,WR,PHI,WAS,18.10
Jacoby Jones,WR,HOU,BAL,17.60
Arrelious Benn,WR,TB,NO,16.80
Michael Crabtree,WR,SF,DET,16.70
Wes Welker,WR,NE,DAL,16.50
AJ Green,WR,CIN,IND,16.10
Greg Salas,WR,LAR,GB,15.70
Mike Wallace,WR,PIT,JAX,15.60
Santonio Holmes,WR,NYJ,MIA,15.30
Percy Harvin,WR,MIN,CHI,15.30
Danario Alexander,WR,LAR,GB,15.10
Steve Johnson,WR,BUF,NYG,14.90
Miles Austin,WR,DAL,NE,14.40
Darrius Heyward-Bey,WR,OAK,CLE,14.20
Greg Jennings,WR,GB,LAR,14.20
Hakeem Nicks,WR,NYG,BUF,13.60
Nate Burleson,WR,DET,SF,13.40
Jacoby Ford,WR,OAK,CLE,13.30
Greg Little,WR,CLE,OAK,13.20
Naaman Roosevelt,WR,BUF,NYG,13.00
Pierre Garcon,WR,IND,CIN,12.20
Mohamed Massaquoi,WR,CLE,OAK,12.00
Mike Williams,WR,TB,NO,11.90
Dez Bryant,WR,DAL,NE,11.80
Steve Smith,WR,CAR,ATL,11.60
Donald Driver,WR,GB,LAR,11.50
Torrey Smith,WR,BAL,HOU,11.40
Kevin Walter,WR,HOU,BAL,11.20
Preston Parker,WR,TB,NO,10.90
Jason Hill,WR,JAX,PIT,10.90
Reggie Wayne,WR,IND,CIN,10.80
Mario Manningham,WR,NYG,BUF,10.60
James Jones,WR,GB,LAR,10.50
Bernard Berrian,WR,MIN,CHI,10.40
David Nelson,WR,BUF,NYG,10.20
Deion Branch,WR,NE,DAL,9.90
Brandon Gibson,WR,LAR,GB,8.80
Michael Jenkins,WR,MIN,CHI,8.50
Dane Sanzenbacher,WR,CHI,MIN,8.30
Roy Williams,WR,CHI,MIN,8.00
Harry Douglas,WR,ATL,CAR,7.70
Hines Ward,WR,PIT,JAX,7.70
DeSean Jackson,WR,PHI,WAS,7.60
Brandon Pettigrew,TE,DET,SF,18.20
Dallas Clark,TE,IND,CIN,16.30
Fred Davis,TE,WAS,PHI,15.50
Jason Witten,TE,DAL,NE,14.80
Rob Gronkowski,TE,NE,DAL,14.40
Brent Celek,TE,PHI,WAS,14.20
Jake Ballard,TE,NYG,BUF,13.10
Lance Kendricks,TE,LAR,GB,11.10
Kevin Boss,TE,OAK,CLE,10.50
Jeremy Shockey,TE,CAR,ATL,10.00
Visanthe Shiancoe,TE,MIN,CHI,9.50
