,Player,Position,Team,Opponent,Points,PlayerID
0,Drew Brees,QB,NO,TB,21.42,00-0020531
1,Matthew Stafford,QB,DET,SF,20.62,00-0026498
2,Tony Romo,QB,DAL,NE,20.38,00-0021678
3,Tom Brady,QB,NE,DAL,19.26,00-0019596
4,Joe Flacco,QB,BAL,HOU,19.1,00-0026158
5,Mark Sanchez,QB,NYJ,MIA,18.54,00-0026898
6,Michael Vick,QB,PHI,WAS,17.88,
7,Jay Cutler,QB,CHI,MIN,17.68,00-0024226
8,Cam Newton,QB,CAR,ATL,17.48,00-0027939
9,Matt Ryan,QB,ATL,CAR,17.22,00-0026143
10,Colt McCoy,QB,CLE,OAK,17.2,00-0027688
11,Ryan Fitzpatrick,QB,BUF,NYG,16.56,00-0023682
12,Sam Bradford,QB,LA,GB,14.84,00-0027854
13,Andy Dalton,QB,CIN,IND,14.46,00-0027973
14,Matt Schaub,QB,HOU,BAL,13.1,00-0022787
15,Ben Roethlisberger,QB,PIT,JAX,12.9,00-0022924
16,John Beck,QB,WAS,PHI,12.08,00-0025427
17,Curtis Painter,QB,IND,CIN,11.92,00-0027134
18,Eli Manning,QB,NYG,BUF,11.58,00-0022803
19,Blaine Gabbert,QB,JAX,PIT,9.96,00-0027948
20,Alex Smith,QB,SF,DET,7.5,00-0023436
21,Donovan McNabb,QB,MIN,CHI,7.08,00-0011022
22,Matt Moore,QB,MIA,NYJ,6.16,00-0025708
23,Kyle Boller,QB,OAK,CLE,4.9,00-0022164
24,Christian Ponder,QB,MIN,CHI,4.76,00-0027950
25,Jason Campbell,QB,OAK,CLE,2.68,00-0023460
26,Rex Grossman,QB,WAS,PHI,1.72,00-0022121
27,Joe Webb,QB,MIN,CHI,0.1,00-0027796
28,Chase Daniel,QB,NO,TB,0.0,00-0026544
29,Caleb Hanie,QB,CHI,MIN,0.0,00-0025970
30,Mark Brunell,QB,NYJ,MIA,0.0,00-0002110
31,Vince Young,QB,PHI,WAS,-0.8,00-0024218
32,Anquan Boldin,WR,BAL,HOU,24.2,00-0022084
33,Jordy Nelson,WR,GB,LAR,21.4,00-0026176
34,Calvin Johnson,WR,DET,SF,21.3,00-0025389
35,Brandon Marshall,WR,MIA,NYJ,19.9,00-0024334
36,Jerome Simpson,WR,CIN,IND,19.1,00-0026186
37,Jeremy Maclin,WR,PHI,WAS,18.1,00-0026995
38,Jacoby Jones,WR,HOU,BAL,17.6,00-0025460
39,Arrelious Benn,WR,TB,NO,16.8,00-0027654
40,Michael Crabtree,WR,SF,DET,16.7,00-0026986
41,Wes Welker,WR,NE,DAL,16.5,00-0022427
42,AJ Green,WR,CIN,IND,16.1,00-0027942
43,Greg Salas,WR,LA,GB,15.7,00-0028050
44,Mike Wallace,WR,PIT,JAX,15.6,00-0026901
45,Santonio Holmes,WR,NYJ,MIA,15.3,00-0024240
46,Percy Harvin,WR,MIN,CHI,15.3,00-0026998
47,Danario Alexander,WR,LA,GB,15.1,00-0027912
48,Steve Johnson,WR,BUF,NYG,14.9,00-0026364
49,Miles Austin,WR,DAL,NE,14.4,00-0023921
50,Darrius Heyward-Bey,WR,OAK,CLE,14.2,00-0026983
51,Greg Jennings,WR,GB,LAR,14.2,00-0024267
52,Hakeem Nicks,WR,NYG,BUF,13.6,00-0027005
53,Nate Burleson,WR,DET,SF,13.4,00-0021999
54,Jacoby Ford,WR,OAK,CLE,13.3,00-0027709
55,Greg Little,WR,CLE,OAK,13.2,00-0027997
56,Naaman Roosevelt,WR,BUF,NYG,13.0,00-0027220
57,Pierre Garcon,WR,IND,CIN,12.2,00-0026345
58,Mohamed Massaquoi,WR,CLE,OAK,12.0,00-0027026
59,Mike Williams,WR,TB,NO,11.9,00-0033536
60,Dez Bryant,WR,DAL,NE,11.8,00-0027902
61,Steve Smith,WR,CAR,ATL,11.6,
62,Donald Driver,WR,GB,LAR,11.5,00-0004541
63,Torrey Smith,WR,BAL,HOU,11.4,00-0027996
64,Kevin Walter,WR,HOU,BAL,11.2,00-0021931
65,Preston Parker,WR,TB,NO,10.9,00-0027450
66,Jason Hill,WR,JAX,PIT,10.9,00-0025463
67,Reggie Wayne,WR,IND,CIN,10.8,00-0020498
68,Mario Manningham,WR,NYG,BUF,10.6,00-0026235
69,James Jones,WR,GB,LAR,10.5,00-0025465
70,Bernard Berrian,WR,MIN,CHI,10.4,00-0022807
71,David Nelson,WR,BUF,NYG,10.2,00-0027322
72,Deion Branch,WR,NE,DAL,9.9,00-0021192
73,Brandon Gibson,WR,LA,GB,8.8,00-0026937
74,Michael Jenkins,WR,MIN,CHI,8.5,00-0022781
75,Dane Sanzenbacher,WR,CHI,MIN,8.3,00-0028352
76,Roy Williams,WR,CHI,MIN,8.0,
77,Harry Douglas,WR,ATL,CAR,7.7,00-0026224
78,Hines Ward,WR,PIT,JAX,7.7,00-0017162
79,DeSean Jackson,WR,PHI,WAS,7.6,00-0026189
80,Brandon Pettigrew,TE,DET,SF,18.2,00-0026996
81,Dallas Clark,TE,IND,CIN,16.3,00-0022165
82,Fred Davis,TE,WAS,PHI,15.5,00-0026188
83,Jason Witten,TE,DAL,NE,14.8,00-0022127
84,Rob Gronkowski,TE,NE,DAL,14.4,00-0027656
85,Brent Celek,TE,PHI,WAS,14.2,00-0025549
86,Jake Ballard,TE,NYG,BUF,13.1,00-0027259
87,Lance Kendricks,TE,LA,GB,11.1,00-0027985
88,Kevin Boss,TE,OAK,CLE,10.5,00-0025540
89,Jeremy Shockey,TE,CAR,ATL,10.0,00-0021148
90,Visanthe Shiancoe,TE,MIN,CHI,9.5,00-0022054
91,Alex Smith,TE,CLE,OAK,9.4,
92,Greg Olsen,TE,CAR,ATL,9.2,00-0025418
93,Delanie Walker,TE,SF,DET,9.1,00-0024389
94,Kellen Winslow,TE,TB,NO,9.0,00-0022922
95,Dustin Keller,TE,NYJ,MIA,7.1,00-0026170
96,Heath Miller,TE,PIT,JAX,6.7,00-0023465
97,Benjamin Watson,TE,CLE,OAK,6.5,00-0022943
98,Jermaine Gresham,TE,CIN,IND,6.3,00-0027873
99,Tony Gonzalez,TE,ATL,CAR,5.9,00-0006101
100,Marcedes Lewis,TE,JAX,PIT,4.9,00-0024243
101,Kellen Davis,TE,CHI,MIN,4.7,00-0026298
102,Ed Dickson,TE,BAL,HOU,4.0,00-0027675
103,Kyle Rudolph,TE,MIN,CHI,4.0,00-0027981
104,Bear Pascoe,TE,NYG,BUF,3.7,00-0026931
105,Martellus Bennett,TE,DAL,NE,3.3,00-0026201
106,Owen Daniels,TE,HOU,BAL,3.3,00-0024313
107,Evan Moore,TE,CLE,OAK,3.2,00-0026123
108,Jermichael Finley,TE,GB,LAR,3.0,00-0026231
109,Dennis Pitta,TE,BAL,HOU,2.9,00-0027714
110,Vernon Davis,TE,SF,DET,2.8,00-0024221
111,Anthony Fasano,TE,MIA,NYJ,2.3,00-0024268
112,Will Heller,TE,DET,SF,1.9,00-0021756
113,Zack Pianalto,TE,TB,NO,1.9,00-0028509
114,Michael Palmer,TE,ATL,CAR,1.8,00-0027202
115,Reggie Kelly,TE,ATL,CAR,1.7,00-0009119
116,John Phillips,TE,DAL,NE,1.7,00-0027139
