Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,New York Jets,DST,6,NYJ,MIA,3,4,11,2,1,0,1,0,6,23.00,2011
2,Chicago Bears,DST,6,CHI,MIN,8,5,8,0,0,1,0,1,10,17.00,2011
3,Cincinnati Bengals,DST,6,CIN,IND,3,1,3,1,2,0,1,0,17,16.00,2011
4,Philadelphia Eagles,DST,6,PHI,WAS,4,2,9,4,0,0,0,0,13,14.00,2011
5,Dallas Cowboys,DST,6,DAL,NE,7,3,8,2,2,0,0,0,20,12.00,2011
6,Green Bay Packers,DST,6,GB,LAR,4,3,5,1,0,0,0,0,3,12.00,2011
7,Oakland Raiders,DST,6,OAK,CLE,4,2,6,0,1,0,0,1,17,11.00,2011
8,Atlanta Falcons,DST,6,ATL,CAR,2,2,8,3,0,0,0,0,17,9.00,2011
9,Pittsburgh Steelers,DST,6,PIT,JAX,9,5,6,0,0,0,0,0,13,9.00,2011
10,Tampa Bay Buccaneers,DST,6,TB,NO,2,0,1,3,1,0,0,0,20,9.00,2011
11,San Francisco 49ers,DST,6,SF,DET,8,5,10,0,0,1,0,0,19,8.00,2011
12,New England Patriots,DST,6,NE,DAL,7,2,4,1,1,0,0,0,16,7.00,2011
13,New York Giants,DST,6,NYG,BUF,5,3,4,2,0,0,0,0,24,7.00,2011
14,Washington Redskins,DST,6,WAS,PHI,4,2,6,2,0,0,0,0,20,7.00,2011
15,Detroit Lions,DST,6,DET,SF,4,2,6,1,1,0,0,0,25,6.00,2011
16,Baltimore Ravens,DST,6,BAL,HOU,4,4,5,0,0,0,0,0,14,5.00,2011
17,Houston Texans,DST,6,HOU,BAL,4,2,7,1,1,0,0,0,29,5.00,2011
18,Miami Dolphins,DST,6,MIA,NYJ,5,2,2,0,1,0,0,0,24,5.00,2011
19,Cleveland Browns,DST,6,CLE,OAK,6,2,1,0,1,0,0,0,24,4.00,2011
20,Jacksonville Jaguars,DST,6,JAX,PIT,6,3,3,0,0,0,0,0,17,4.00,2011
21,Los Angeles Rams,DST,6,LAR,GB,2,1,1,1,0,0,0,0,24,3.00,2011
22,Buffalo Bills,DST,6,BUF,NYG,2,0,1,0,0,0,0,0,27,2.00,2011
23,Carolina Panthers,DST,6,CAR,ATL,4,1,5,0,0,0,0,0,31,0.00,2011
24,Indianapolis Colts,DST,6,IND,CIN,1,0,1,0,0,0,0,0,27,0.00,2011
25,New Orleans Saints,DST,6,NO,TB,4,0,2,0,0,0,0,0,26,0.00,2011
26,Minnesota Vikings,DST,6,MIN,CHI,5,1,5,0,1,0,0,0,39,-1.00,2011
