Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Aaron Rodgers,QB,6,GB,LAR,17,28,61,310,11,3,1,120,7,15,2,0,27.90,2011
2,Josh Freeman,QB,6,TB,NO,23,41,56,303,7,2,0,96,4,3,1,0,23.42,2011
3,Drew Brees,QB,6,NO,TB,29,45,64,383,9,1,3,71,3,21,7,0,21.42,2011
4,Matthew Stafford,QB,6,DET,SF,28,50,56,293,6,2,0,87,1,9,9,0,20.62,2011
5,Tony Romo,QB,6,DAL,NE,27,41,66,317,8,1,1,87,1,17,17,0,20.38,2011
6,Tom Brady,QB,6,NE,DAL,27,41,66,289,7,2,2,82,4,17,4,0,19.26,2011
7,Joe Flacco,QB,6,BAL,HOU,20,33,61,305,9,0,1,78,3,-1,0,1,19.10,2011
8,Mark Sanchez,QB,6,NYJ,MIA,14,25,56,201,8,1,0,96,1,5,5,1,18.54,2011
9,Michael Vick,QB,6,PHI,WAS,18,31,58,237,8,1,1,80,7,54,8,0,17.88,2011
10,Jay Cutler,QB,6,CHI,MIN,21,31,68,267,9,2,0,116,0,0,0,0,17.68,2011
11,Cam Newton,QB,6,CAR,ATL,21,35,60,237,7,0,3,45,6,50,8,1,17.48,2011
12,Matt Ryan,QB,6,ATL,CAR,14,22,64,163,7,1,0,101,3,7,2,1,17.22,2011
13,Colt McCoy,QB,6,CLE,OAK,21,45,47,215,5,2,0,76,4,16,4,0,17.20,2011
14,Ryan Fitzpatrick,QB,6,BUF,NYG,21,30,70,244,8,2,2,89,3,8,3,0,16.56,2011
15,Sam Bradford,QB,6,LAR,GB,28,44,64,321,7,0,1,76,2,0,0,0,14.84,2011
16,Andy Dalton,QB,6,CIN,IND,25,32,78,264,8,1,0,111,2,-1,-1,0,14.46,2011
17,Matt Schaub,QB,6,HOU,BAL,21,37,57,220,6,1,0,83,1,3,3,0,13.10,2011
18,Ben Roethlisberger,QB,6,PIT,JAX,12,23,52,200,9,1,0,96,3,9,3,0,12.90,2011
19,John Beck,QB,6,WAS,PHI,8,15,53,117,8,0,0,79,2,14,7,1,12.08,2011
20,Curtis Painter,QB,6,IND,CIN,23,34,68,188,6,1,1,79,4,14,4,0,11.92,2011
21,Eli Manning,QB,6,NYG,BUF,21,32,66,292,9,0,0,95,2,-1,-1,0,11.58,2011
22,Blaine Gabbert,QB,6,JAX,PIT,12,26,46,109,4,1,0,71,3,16,5,0,9.96,2011
23,Alex Smith,QB,6,SF,DET,17,32,53,125,4,1,1,60,2,5,3,0,7.50,2011
24,Donovan McNabb,QB,6,MIN,CHI,19,24,79,177,7,0,0,97,0,0,0,0,7.08,2011
25,Matt Moore,QB,6,MIA,NYJ,16,34,47,204,6,0,2,42,0,0,0,0,6.16,2011
26,Kyle Boller,QB,6,OAK,CLE,8,14,57,100,7,0,0,79,5,9,2,0,4.90,2011
27,Christian Ponder,QB,6,MIN,CHI,9,17,53,99,6,0,0,70,1,8,8,0,4.76,2011
28,Jason Campbell,QB,6,OAK,CLE,6,9,67,52,6,0,0,82,2,16,8,0,2.68,2011
29,Rex Grossman,QB,6,WAS,PHI,9,22,41,143,7,0,4,24,0,0,0,0,1.72,2011
30,Joe Webb,QB,6,MIN,CHI,0,1,0,0,0,0,0,40,1,1,1,0,0.10,2011
31,Chase Daniel,QB,6,NO,TB,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
32,Caleb Hanie,QB,6,CHI,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
33,Mark Brunell,QB,6,NYJ,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2011
34,Vince Young,QB,6,PHI,WAS,0,1,0,0,0,0,1,0,1,2,2,0,-0.80,2011
