Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Dan Bailey,K,12,DAL,WAS,3,3,100,51,2,2,0.00,2012
2,Rob Bironas,K,12,TEN,JAX,4,5,80,40,1,1,0.00,2012
3,Mike Nugent,K,12,CIN,OAK,2,3,67,55,4,4,0.00,2012
4,Connor Barth,K,12,TB,ATL,3,4,75,48,2,2,0.00,2012
5,Shayne Graham,K,12,HOU,DET,2,3,67,45,4,4,0.00,2012
6,Justin Tucker,K,12,BAL,LAC,3,3,100,43,1,1,0.00,2012
7,Alex Henery,K,12,PHI,CAR,3,3,100,45,1,1,0.00,2012
8,Ryan Succop,K,12,KC,DEN,3,3,100,49,0,0,0.00,2012
9,Kai Forbath,K,12,WAS,DAL,1,1,100,48,5,5,0.00,2012
10,Robbie Gould,K,12,CHI,MIN,2,3,67,47,2,2,0.00,2012
11,Phil Dawson,K,12,CLE,PIT,2,2,100,32,2,2,0.00,2012
12,Adam Vinatieri,K,12,IND,BUF,2,2,100,25,2,2,0.00,2012
13,Lawrence Tynes,K,12,NYG,GB,1,1,100,43,5,5,0.00,2012
14,Jason Hanson,K,12,DET,HOU,1,2,50,46,4,4,0.00,2012
15,Stephen Gostkowski,K,12,NE,NYJ,0,1,0,0,7,7,0.00,2012
16,Rian Lindell,K,12,BUF,IND,2,2,100,33,1,1,0.00,2012
17,Nick Novak,K,12,LAC,BAL,2,2,100,47,1,1,0.00,2012
18,Greg Zuerlein,K,12,LAR,ARI,1,2,50,19,4,4,0.00,2012
19,David Akers,K,12,SF,NO,1,3,33,27,4,4,0.00,2012
20,Sebastian Janikowski,K,12,OAK,CIN,1,1,100,55,1,1,0.00,2012
21,Josh Scobee,K,12,JAX,TEN,1,1,100,41,3,3,0.00,2012
22,Dan Carpenter,K,12,MIA,SEA,1,1,100,43,3,3,0.00,2012
23,Matt Bryant,K,12,ATL,TB,1,3,33,31,3,3,0.00,2012
24,Graham Gano,K,12,CAR,PHI,1,1,100,23,3,3,0.00,2012
25,Nick Folk,K,12,NYJ,NE,1,1,100,32,2,2,0.00,2012
26,Matt Prater,K,12,DEN,KC,1,3,33,34,2,2,0.00,2012
27,Jay Feely,K,12,ARI,LAR,1,1,100,32,2,2,0.00,2012
28,Blair Walsh,K,12,MIN,CHI,1,2,50,40,1,1,0.00,2012
29,Mason Crosby,K,12,GB,NYG,1,2,50,28,1,1,0.00,2012
30,Steven Hauschka,K,12,SEA,MIA,0,0,0,0,3,3,0.00,2012
31,Garrett Hartley,K,12,NO,SF,0,0,0,0,3,3,0.00,2012
32,Shaun Suisham,K,12,PIT,CLE,0,0,0,0,2,2,0.00,2012
