Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Dez Bryant,WR,12,DAL,WAS,11,8,73,145,2,85,13,18,1,6,0,1,1,37.10,2012
2,Calvin Johnson,WR,12,DET,HOU,17,8,47,140,1,35,8,18,0,0,0,0,0,31.00,2012
3,Andre Johnson,WR,12,HOU,DET,15,9,60,188,0,43,13,21,0,0,0,0,0,30.80,2012
4,Julio Jones,WR,12,ATL,TB,9,6,67,147,1,80,16,25,0,0,0,0,0,29.70,2012
5,Chris Givens,WR,12,LAR,ARI,6,5,83,115,1,37,19,23,1,1,0,0,0,25.60,2012
6,Torrey Smith,WR,12,BAL,LAC,13,7,54,144,0,54,11,21,0,0,0,0,0,24.40,2012
7,Cecil Shorts,WR,12,JAX,TEN,7,4,57,105,1,59,15,26,0,0,0,0,0,23.50,2012
8,Davone Bess,WR,12,MIA,SEA,9,7,78,129,0,39,14,18,0,0,0,0,0,22.90,2012
9,Ryan Broyles,WR,12,DET,HOU,12,6,50,126,0,40,11,21,0,0,0,0,0,21.60,2012
10,Reggie Wayne,WR,12,IND,BUF,14,8,57,102,0,25,7,13,0,0,0,0,0,21.20,2012
11,Brandon Marshall,WR,12,CHI,MIN,17,12,71,92,0,17,5,8,0,0,0,0,0,21.20,2012
12,Mohamed Sanu,WR,12,CIN,OAK,9,5,56,29,2,11,3,6,1,5,0,0,0,20.40,2012
13,Wes Welker,WR,12,NE,NYJ,10,7,70,71,1,28,7,10,0,0,0,0,0,20.10,2012
14,Steve Johnson,WR,12,BUF,IND,15,6,40,106,0,63,7,18,0,0,0,0,0,19.60,2012
15,Andre Roberts,WR,12,ARI,LAR,13,9,69,92,0,21,7,10,1,13,0,0,0,19.50,2012
16,Pierre Garcon,WR,12,WAS,DAL,6,4,67,86,1,59,14,22,1,7,0,0,0,19.30,2012
17,AJ Green,WR,12,CIN,OAK,9,3,33,111,0,48,12,37,2,21,0,0,0,19.20,2012
18,Hakeem Nicks,WR,12,NYG,GB,13,5,39,77,1,30,6,15,0,0,0,0,0,18.70,2012
19,Justin Blackmon,WR,12,JAX,TEN,6,5,83,62,1,23,10,12,1,12,0,0,0,18.40,2012
20,TY Hilton,WR,12,IND,BUF,3,3,100,33,1,18,11,11,0,0,0,0,0,18.30,2012
21,Demaryius Thomas,WR,12,DEN,KC,8,4,50,82,1,30,10,21,0,0,0,0,0,18.20,2012
22,Brandon LaFell,WR,12,CAR,PHI,7,3,43,74,1,43,11,25,1,6,0,0,0,17.00,2012
