Player,Position,Team,Opponent,Points
Kendall Wright,WR,TEN,JAX,10.20
Steve Smith,WR,CAR,PHI,10.00
Josh Gordon,WR,CLE,PIT,10.00
Jacoby Jones,WR,BAL,LAC,10.00
Josh Morgan,WR,WAS,DAL,9.80
Kyle Rudolph,TE,MIN,CHI,16.50
Jason Witten,TE,DAL,WAS,16.40
Dennis Pitta,TE,BAL,LAC,16.20
Rob Housler,TE,ARI,LAR,16.20
Jacob Tamme,TE,DEN,KC,14.80
Brandon Pettigrew,TE,DET,HOU,14.40
Jermaine Gresham,TE,CIN,OAK,14.10
David Thomas,TE,NO,SF,12.40
Heath Miller,TE,PIT,CLE,12.30
Owen Daniels,TE,HOU,DET,12.00
Tony Gonzalez,TE,ATL,TB,11.20
Delanie Walker,TE,SF,NO,11.10
Lance Kendricks,TE,LAR,ARI,10.70
Tony Scheffler,TE,DET,HOU,10.70
Jared Cook,TE,TEN,JAX,10.70
Dallas Clark,TE,TB,ATL,10.50
Anthony McCoy,TE,SEA,MIA,10.30
Niles Paul,TE,WAS,DAL,9.90
Jeff Cumberland,TE,NYJ,NE,9.80
Marcedes Lewis,TE,JAX,TEN,9.60
Gary Barnidge,TE,CAR,PHI,9.40
Jordan Cameron,TE,CLE,PIT,9.20
Greg Olsen,TE,CAR,PHI,9.00
Brandon Myers,TE,OAK,CIN,8.70
Matt Spaeth,TE,CHI,MIN,8.30
Jermichael Finley,TE,GB,NYG,8.10
James Casey,TE,HOU,DET,7.80
Martellus Bennett,TE,NYG,GB,7.40
Jimmy Graham,TE,NO,SF,7.30
Lee Smith,TE,BUF,IND,7.10
Dwayne Allen,TE,IND,BUF,6.60
Tony Moeaki,TE,KC,DEN,6.00
Aaron Hernandez,TE,NE,NYJ,5.60
Benjamin Watson,TE,CLE,PIT,5.60
Garrett Graham,TE,HOU,DET,4.70
Scott Chandler,TE,BUF,IND,4.60
Zach Miller,TE,SEA,MIA,4.60
Brent Celek,TE,PHI,CAR,3.90
Daniel Fells,TE,NE,NYJ,3.40
Orson Charles,TE,CIN,OAK,3.40
Antonio Gates,TE,LAC,BAL,3.30
Randy McMichael,TE,LAC,BAL,3.10
Logan Paulsen,TE,WAS,DAL,3.10
Matthew Mulligan,TE,LAR,ARI,2.50
Kellen Davis,TE,CHI,MIN,2.50
Joel Dreessen,TE,DEN,KC,2.30
Craig Stevens,TE,TEN,JAX,2.20
Evan Rodriguez,TE,CHI,MIN,2.10
Ray Rice,RB,BAL,LAC,24.40
BenJarvus Green-Ellis,RB,CIN,OAK,23.80
Adrian Peterson,RB,MIN,CHI,21.80
Shane Vereen,RB,NE,NYJ,21.30
Trent Richardson,RB,CLE,PIT,21.20
Doug Martin,RB,TB,ATL,20.30
Alfred Morris,RB,WAS,DAL,20.30
Ahmad Bradshaw,RB,NYG,GB,19.90
Michael Bush,RB,CHI,MIN,18.90
Frank Gore,RB,SF,NO,18.10
Steven Jackson,RB,LAR,ARI,16.90
Chris Wells,RB,ARI,LAR,16.80
Jacquizz Rodgers,RB,ATL,TB,15.90
Stevan Ridley,RB,NE,NYJ,15.70
Reggie Bush,RB,MIA,SEA,15.20
Felix Jones,RB,DAL,WAS,15.10
Knowshon Moreno,RB,DEN,KC,15.10
Daniel Thomas,RB,MIA,SEA,14.80
Justin Forsett,RB,HOU,DET,14.70
Marcel Reece,FB,OAK,CIN,14.30
CJ Spiller,RB,BUF,IND,14.30
Mikel Leshoure,RB,DET,HOU,13.90
Jamaal Charles,RB,KC,DEN,13.70
Darren Sproles,RB,NO,SF,13.50
William Powell,RB,ARI,LAR,13.40
Bilal Powell,RB,NYJ,NE,13.30
Chris Johnson,RB,TEN,JAX,12.90
Andre Brown,RB,NYG,GB,12.40
Jeremy Stewart,RB,OAK,CIN,12.30
Chris Rainey,RB,PIT,CLE,12.20
Michael Turner,RB,ATL,TB,12.00
Ryan Mathews,RB,LAC,BAL,11.80
Rashad Jennings,RB,JAX,TEN,11.50
Joique Bell,RB,DET,HOU,10.70
John Kuhn,FB,GB,NYG,9.60
Jed Collins,FB,NO,SF,8.90
Robert Turbin,RB,SEA,MIA,8.60
Dexter McCluster,RB,KC,DEN,8.40
Shonn Greene,RB,NYJ,NE,8.00
Alex Green,RB,GB,NYG,8.00
Ronnie Brown,RB,LAC,BAL,7.90
Michael Robinson,RB,SEA,MIA,7.40
Marshawn Lynch,RB,SEA,MIA,6.70
Bruce Miller,FB,SF,NO,6.70
Jason Snelling,RB,ATL,TB,6.30
Jalen Parmele,RB,JAX,TEN,6.20
Cedric Peerman,RB,CIN,OAK,6.10
Leon Washington,RB,SEA,MIA,6.00
Mike Nugent,K,CIN,OAK,0.00
Connor Barth,K,TB,ATL,0.00
Shayne Graham,K,HOU,DET,0.00
Justin Tucker,K,BAL,LAC,0.00
Alex Henery,K,PHI,CAR,0.00
Ryan Succop,K,KC,DEN,0.00
Kai Forbath,K,WAS,DAL,0.00
Lawrence Tynes,K,NYG,GB,0.00
Phil Dawson,K,CLE,PIT,0.00
Adam Vinatieri,K,IND,BUF,0.00
Robbie Gould,K,CHI,MIN,0.00
Jason Hanson,K,DET,HOU,0.00
Greg Zuerlein,K,LAR,ARI,0.00
David Akers,K,SF,NO,0.00
Stephen Gostkowski,K,NE,NYJ,0.00
Rian Lindell,K,BUF,IND,0.00
Nick Novak,K,LAC,BAL,0.00
Sebastian Janikowski,K,OAK,CIN,0.00
Graham Gano,K,CAR,PHI,0.00
Dan Carpenter,K,MIA,SEA,0.00
Josh Scobee,K,JAX,TEN,0.00
Matt Bryant,K,ATL,TB,0.00
Nick Folk,K,NYJ,NE,0.00
Matt Prater,K,DEN,KC,0.00
Jay Feely,K,ARI,LAR,0.00
Mason Crosby,K,GB,NYG,0.00
Blair Walsh,K,MIN,CHI,0.00
Steven Hauschka,K,SEA,MIA,0.00
Garrett Hartley,K,NO,SF,0.00
Shaun Suisham,K,PIT,CLE,0.00
Cleveland Browns,DST,CLE,PIT,21.00
San Francisco 49ers,DST,SF,NO,21.00
Indianapolis Colts,DST,IND,BUF,14.00
Chicago Bears,DST,CHI,MIN,14.00
Pittsburgh Steelers,DST,PIT,CLE,13.00
New York Giants,DST,NYG,GB,13.00
Cincinnati Bengals,DST,CIN,OAK,12.00
Baltimore Ravens,DST,BAL,LAC,10.00
Seattle Seahawks,DST,SEA,MIA,9.00
Tennessee Titans,DST,TEN,JAX,9.00
Buffalo Bills,DST,BUF,IND,9.00
Denver Broncos,DST,DEN,KC,8.00
Carolina Panthers,DST,CAR,PHI,7.00
Washington Redskins,DST,WAS,DAL,7.00
New Orleans Saints,DST,NO,SF,7.00
Jacksonville Jaguars,DST,JAX,TEN,6.00
Los Angeles Chargers,DST,LAC,BAL,6.00
Minnesota Vikings,DST,MIN,CHI,6.00
Tampa Bay Buccaneers,DST,TB,ATL,5.00
Kansas City Chiefs,DST,KC,DEN,5.00
Arizona Cardinals,DST,ARI,LAR,5.00
Houston Texans,DST,HOU,DET,4.00
Detroit Lions,DST,DET,HOU,3.00
Miami Dolphins,DST,MIA,SEA,2.00
Atlanta Falcons,DST,ATL,TB,2.00
Dallas Cowboys,DST,DAL,WAS,1.00
Oakland Raiders,DST,OAK,CIN,1.00
Philadelphia Eagles,DST,PHI,CAR,1.00
New York Jets,DST,NYJ,NE,0.00
Green Bay Packers,DST,GB,NYG,-3.00
