,Player,Position,Team,Opponent,Points,PlayerID
0,Tony Romo,QB,DAL,WAS,33.34,00-0021678
1,Robert Griffin III,QB,WAS,DAL,33.06,00-0029532
2,Matthew Stafford,QB,DET,HOU,29.34,00-0026498
3,Eli Manning,QB,NYG,GB,23.16,00-0022803
4,Colin Kaepernick,QB,SF,NO,20.94,00-0027974
5,Andy Dalton,QB,CIN,OAK,20.9,00-0027973
6,Joe Flacco,QB,BAL,LAC,20.8,00-0026158
7,Russell Wilson,QB,SEA,MIA,20.76,00-0029263
8,Drew Brees,QB,NO,SF,20.48,00-0020531
9,Matt Ryan,QB,ATL,TB,20.42,00-0026143
10,Peyton Manning,QB,DEN,KC,18.5,00-0010346
11,Matt Schaub,QB,HOU,DET,18.5,00-0022787
12,Chad Henne,QB,JAX,TEN,17.44,00-0026197
13,Mark Sanchez,QB,NYJ,NE,17.24,00-0026898
14,Ryan Tannehill,QB,MIA,SEA,16.42,00-0029701
15,Sam Bradford,QB,LA,ARI,15.3,00-0027854
16,Andrew Luck,QB,IND,BUF,14.6,00-0029668
17,Jake Locker,QB,TEN,JAX,14.54,00-0027946
18,Philip Rivers,QB,LAC,BAL,13.12,00-0022942
19,Aaron Rodgers,QB,GB,NYG,12.96,00-0023459
20,Ryan Lindley,QB,ARI,LAR,11.58,00-0029531
21,Jay Cutler,QB,CHI,MIN,11.42,00-0024226
22,Ryan Fitzpatrick,QB,BUF,IND,11.4,00-0023682
23,Josh Freeman,QB,TB,ATL,10.24,00-0026993
24,Brandon Weeden,QB,CLE,PIT,10.12,00-0029677
25,Christian Ponder,QB,MIN,CHI,8.96,00-0027950
26,Carson Palmer,QB,OAK,CIN,7.84,00-0021429
27,Charlie Batch,QB,PIT,CLE,4.96,00-0000865
28,Nick Foles,QB,PHI,CAR,4.76,00-0029567
29,Brady Quinn,QB,KC,DEN,3.94,00-0025409
30,Graham Harrell,QB,GB,NYG,0.44,00-0027602
31,Colt McCoy,QB,CLE,PIT,0.0,00-0027688
32,Alex Smith,QB,SF,NO,0.0,00-0023436
33,Kellen Clemens,QB,LA,ARI,0.0,00-0024264
34,Chase Daniel,QB,NO,SF,0.0,00-0026544
35,Ryan Mallett,QB,NE,NYJ,-0.3,00-0028012
36,Andre Johnson,WR,HOU,DET,30.8,00-0022044
37,Julio Jones,WR,ATL,TB,29.7,00-0027944
38,Chris Givens,WR,LA,ARI,25.6,
39,Torrey Smith,WR,BAL,LAC,24.4,00-0027996
40,Cecil Shorts,WR,JAX,TEN,23.5,00-0028052
41,Davone Bess,WR,MIA,SEA,22.9,00-0026000
42,Ryan Broyles,WR,DET,HOU,21.6,00-0029209
43,Reggie Wayne,WR,IND,BUF,21.2,00-0020498
44,Brandon Marshall,WR,CHI,MIN,21.2,00-0024334
45,Mohamed Sanu,WR,CIN,OAK,20.4,00-0029632
46,Wes Welker,WR,NE,NYJ,20.1,00-0022427
47,Steve Johnson,WR,BUF,IND,19.6,00-0026364
48,Andre Roberts,WR,ARI,LAR,19.5,00-0027691
49,Pierre Garcon,WR,WAS,DAL,19.3,00-0026345
50,AJ Green,WR,CIN,OAK,19.2,00-0027942
51,Hakeem Nicks,WR,NYG,GB,18.7,00-0027005
52,Justin Blackmon,WR,JAX,TEN,18.4,00-0029707
53,TY Hilton,WR,IND,BUF,18.3,00-0029608
54,Demaryius Thomas,WR,DEN,KC,18.2,00-0027874
55,Brandon LaFell,WR,CAR,PHI,17.0,00-0027681
56,Malcom Floyd,WR,LAC,BAL,16.5,00-0022414
57,Jeremy Kerley,WR,NYJ,NE,15.6,00-0028091
58,Jordy Nelson,WR,GB,NYG,15.1,00-0026176
59,Vincent Jackson,WR,TB,ATL,14.6,00-0023496
60,Santana Moss,WR,WAS,DAL,14.2,00-0020494
61,Aldrick Robinson,WR,WAS,DAL,13.8,00-0028116
62,Cole Beasley,WR,DAL,WAS,13.8,00-0029000
63,Julian Edelman,WR,NE,NYJ,13.7,00-0027150
64,Marques Colston,WR,NO,SF,13.6,00-0024466
65,Tiquan Underwood,WR,TB,ATL,12.7,00-0027156
66,Victor Cruz,WR,NYG,GB,12.6,00-0027265
67,Danario Alexander,WR,LAC,BAL,12.4,00-0027912
68,Mario Manningham,WR,SF,NO,11.9,00-0026235
69,Jarius Wright,WR,MIN,CHI,11.9,00-0029572
70,Kenny Britt,WR,TEN,JAX,11.5,00-0027006
71,Emmanuel Sanders,WR,PIT,CLE,11.5,00-0027685
72,Mike Thomas,WR,DET,HOU,11.1,00-0033114
73,Dwayne Harris,WR,DAL,WAS,11.1,00-0028114
74,Roddy White,WR,ATL,TB,10.7,00-0023462
75,Rueben Randle,WR,NYG,GB,10.6,00-0029262
76,Jeremy Maclin,WR,PHI,CAR,10.5,00-0026995
77,Eric Decker,WR,DEN,KC,10.4,00-0027690
78,Brandon Stokley,WR,DEN,KC,10.2,00-0015754
79,Kendall Wright,WR,TEN,JAX,10.2,00-0029708
80,Steve Smith,WR,CAR,PHI,10.0,
81,Josh Gordon,WR,CLE,PIT,10.0,00-0029664
82,Jacoby Jones,WR,BAL,LAC,10.0,00-0025460
83,Josh Morgan,WR,WAS,DAL,9.8,00-0026314
84,Kyle Rudolph,TE,MIN,CHI,16.5,00-0027981
