Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Olindo Mare,K,9,SEA,DET,4,4,100,37,2,2,0.00,2009
2,Stephen Gostkowski,K,9,NE,MIA,4,4,100,40,1,1,0.00,2009
3,John Carney,K,9,NO,CAR,3,3,100,40,3,3,0.00,2009
4,David Akers,K,9,PHI,DAL,3,3,100,52,1,1,0.00,2009
5,Neil Rackers,K,9,ARI,CHI,2,2,100,43,5,5,0.00,2009
6,Rob Bironas,K,9,TEN,SF,2,2,100,28,4,4,0.00,2009
7,Joe Nedney,K,9,SF,TEN,2,2,100,40,3,3,0.00,2009
8,Matt Stover,K,9,IND,HOU,2,2,100,37,2,2,0.00,2009
9,John Kasay,K,9,CAR,NO,2,2,100,32,2,2,0.00,2009
10,Jason Hanson,K,9,DET,SEA,2,3,67,50,2,2,0.00,2009
11,Lawrence Tynes,K,9,NYG,LAC,2,2,100,38,2,2,0.00,2009
12,Nick Folk,K,9,DAL,PHI,2,2,100,33,2,2,0.00,2009
13,Jason Elam,K,9,ATL,WAS,1,1,100,33,4,4,0.00,2009
14,Kris Brown,K,9,HOU,IND,1,2,50,56,2,2,0.00,2009
15,Ryan Succop,K,9,KC,JAX,2,3,67,45,1,1,0.00,2009
16,Dan Carpenter,K,9,MIA,NE,1,1,100,52,2,2,0.00,2009
17,Josh Scobee,K,9,JAX,KC,1,2,50,27,3,3,0.00,2009
18,Connor Barth,K,9,TB,GB,1,2,50,38,3,3,0.00,2009
19,Shaun Suisham,K,9,WAS,ATL,1,1,100,48,2,2,0.00,2009
20,Shayne Graham,K,9,CIN,BAL,1,1,100,23,2,2,0.00,2009
21,Mason Crosby,K,9,GB,TB,0,0,0,0,4,4,0.00,2009
22,Matt Prater,K,9,DEN,PIT,1,1,100,40,1,1,0.00,2009
23,Jeff Reed,K,9,PIT,DEN,0,0,0,0,4,4,0.00,2009
24,Robbie Gould,K,9,CHI,ARI,0,1,0,0,3,3,0.00,2009
25,Nate Kaeding,K,9,LAC,NYG,0,0,0,0,3,3,0.00,2009
26,Steven Hauschka,K,9,BAL,CIN,0,1,0,0,1,1,0.00,2009
27,Rhys Lloyd,K,9,CAR,NO,0,0,0,0,0,0,0.00,2009
28,David Buehler,K,9,DAL,PHI,0,0,0,0,0,0,0.00,2009
