Player,Position,Team,Opponent,Points
Ladell Betts,RB,WAS,ATL,16.30
Ryan Grant,RB,GB,TB,15.60
Derrick Ward,RB,TB,GB,14.90
Laurence Maroney,RB,NE,MIA,14.20
Ryan Moats,RB,HOU,IND,13.30
Ronnie Brown,RB,MIA,NE,12.44
Reggie Bush,RB,NO,CAR,12.30
Steve Slaton,RB,HOU,IND,11.90
Justin Forsett,RB,SEA,DET,10.90
Rashad Jennings,RB,JAX,KC,10.80
Ricky Williams,RB,MIA,NE,10.60
Jamaal Charles,RB,KC,JAX,10.50
Marion Barber,RB,DAL,PHI,10.00
Tim Hightower,RB,ARI,CHI,9.80
Kevin Smith,RB,DET,SEA,9.60
Ahmad Bradshaw,RB,NYG,LAC,9.60
Tashard Choice,RB,DAL,PHI,9.10
Kevin Faulk,RB,NE,MIA,9.00
Brandon Jacobs,RB,NYG,LAC,7.80
Darren Sproles,RB,LAC,NYG,7.30
Justin Griffith,RB,SEA,DET,7.30
Chris Wells,RB,ARI,CHI,7.20
Ahman Green,RB,GB,TB,6.50
Brian Leonard,RB,CIN,BAL,6.00
Aaron Stecker,RB,ATL,WAS,5.80
Maurice Morris,RB,DET,SEA,5.70
Cadillac Williams,RB,TB,GB,5.60
LaDainian Tomlinson,RB,LAC,NYG,5.00
Correll Buckhalter,RB,DEN,PIT,4.80
LeRon McClain,RB,BAL,CIN,4.60
Jonathan Stewart,RB,CAR,NO,3.80
Tyrell Sutton,RB,CAR,NO,3.60
Leonard Weaver,FB,PHI,DAL,3.30
Kolby Smith,RB,KC,JAX,3.10
Aaron Brown,RB,DET,SEA,2.70
Rock Cartwright,RB,WAS,ATL,2.50
Adrian Peterson,RB,CHI,ARI,2.30
David Akers,K,PHI,DAL,0.00
John Carney,K,NO,CAR,0.00
Neil Rackers,K,ARI,CHI,0.00
Rob Bironas,K,TEN,SF,0.00
Joe Nedney,K,SF,TEN,0.00
Nick Folk,K,DAL,PHI,0.00
Matt Stover,K,IND,HOU,0.00
Lawrence Tynes,K,NYG,LAC,0.00
Jason Hanson,K,DET,SEA,0.00
John Kasay,K,CAR,NO,0.00
Kris Brown,K,HOU,IND,0.00
Dan Carpenter,K,MIA,NE,0.00
Ryan Succop,K,KC,JAX,0.00
Jason Elam,K,ATL,WAS,0.00
Josh Scobee,K,JAX,KC,0.00
Connor Barth,K,TB,GB,0.00
Shayne Graham,K,CIN,BAL,0.00
Shaun Suisham,K,WAS,ATL,0.00
Mason Crosby,K,GB,TB,0.00
Jeff Reed,K,PIT,DEN,0.00
Matt Prater,K,DEN,PIT,0.00
Nate Kaeding,K,LAC,NYG,0.00
Robbie Gould,K,CHI,ARI,0.00
Steven Hauschka,K,BAL,CIN,0.00
Rhys Lloyd,K,CAR,NO,0.00
David Buehler,K,DAL,PHI,0.00
Seattle Seahawks,DST,SEA,DET,19.00
Tennessee Titans,DST,TEN,SF,18.00
New Orleans Saints,DST,NO,CAR,15.00
Atlanta Falcons,DST,ATL,WAS,14.00
Denver Broncos,DST,DEN,PIT,13.00
Cincinnati Bengals,DST,CIN,BAL,12.00
Dallas Cowboys,DST,DAL,PHI,8.00
Los Angeles Chargers,DST,LAC,NYG,8.00
Arizona Cardinals,DST,ARI,CHI,8.00
Houston Texans,DST,HOU,IND,7.00
Indianapolis Colts,DST,IND,HOU,7.00
Philadelphia Eagles,DST,PHI,DAL,7.00
New York Giants,DST,NYG,LAC,6.00
Carolina Panthers,DST,CAR,NO,5.00
Washington Redskins,DST,WAS,ATL,5.00
Detroit Lions,DST,DET,SEA,5.00
Miami Dolphins,DST,MIA,NE,4.00
Baltimore Ravens,DST,BAL,CIN,4.00
Jacksonville Jaguars,DST,JAX,KC,3.00
Kansas City Chiefs,DST,KC,JAX,3.00
New England Patriots,DST,NE,MIA,3.00
Green Bay Packers,DST,GB,TB,2.00
San Francisco 49ers,DST,SF,TEN,0.00
Chicago Bears,DST,CHI,ARI,-1.00
