Player,Position,Team,Opponent,Points
Cam Newton,QB,CAR,NO,30.98
Tom Brady,QB,NE,CIN,30.24
Eli Manning,QB,NYG,BAL,29.12
Marcus Mariota,QB,TEN,CLE,28.76
Matthew Stafford,QB,DET,LAR,28.20
Matt Ryan,QB,ATL,SEA,26.60
Cody Kessler,QB,CLE,TEN,24.74
Andrew Luck,QB,IND,HOU,24.38
Andy Dalton,QB,CIN,NE,21.86
Tyrod Taylor,QB,BUF,SF,20.96
Dak Prescott,QB,DAL,GB,20.48
Kirk Cousins,QB,WAS,PHI,18.32
Colin Kaepernick,QB,SF,BUF,18.08
Brock Osweiler,QB,HOU,IND,17.36
Joe Flacco,QB,BAL,NYG,15.28
Brian Hoyer,QB,CHI,JAX,15.08
Aaron Rodgers,QB,GB,DAL,14.46
Trevor Siemian,QB,DEN,LAC,13.30
Blake Bortles,QB,JAX,CHI,12.94
Carson Palmer,QB,ARI,NYJ,12.42
Derek Carr,QB,OAK,KC,11.80
Ben Roethlisberger,QB,PIT,MIA,11.56
Russell Wilson,QB,SEA,ATL,11.50
Philip Rivers,QB,LAC,DEN,11.12
Ryan Tannehill,QB,MIA,PIT,10.38
Alex Smith,QB,KC,OAK,8.86
Carson Wentz,QB,PHI,WAS,7.36
Ryan Fitzpatrick,QB,NYJ,ARI,6.16
EJ Manuel,QB,BUF,SF,1.10
Geno Smith,QB,NYJ,ARI,0.44
Drew Stanton,QB,ARI,NYJ,0.38
Joe Webb,QB,CAR,NO,0.00
Kellen Clemens,QB,LAC,DEN,0.00
AJ McCarron,QB,CIN,NE,0.00
Landry Jones,QB,PIT,MIA,-0.10
Golden Tate,WR,DET,LAR,33.80
Brandin Cooks,WR,NO,CAR,33.50
Kendall Wright,WR,TEN,CLE,30.30
Julio Jones,WR,ATL,SEA,29.90
Terrelle Pryor,WR,CLE,TEN,28.84
Amari Cooper,WR,OAK,KC,25.90
Cameron Meredith,WR,CHI,JAX,25.30
Cole Beasley,WR,DAL,GB,23.80
Anquan Boldin,WR,DET,LAR,20.00
Michael Thomas,WR,NO,CAR,18.80
Randall Cobb,WR,GB,DAL,18.30
Torrey Smith,WR,SF,BUF,16.60
Kelvin Benjamin,WR,CAR,NO,16.60
Alshon Jeffery,WR,CHI,JAX,16.30
Jarvis Landry,WR,MIA,PIT,16.10
DeAndre Hopkins,WR,HOU,IND,16.10
Rishard Matthews,WR,TEN,CLE,16.00
Robert Woods,WR,BUF,SF,16.00
Mohamed Sanu,WR,ATL,SEA,15.70
AJ Green,WR,CIN,NE,14.80
Mike Wallace,WR,BAL,NYG,13.70
Pierre Garcon,WR,WAS,PHI,13.70
Jamison Crowder,WR,WAS,PHI,13.30
Devin Funchess,WR,CAR,NO,12.80
Allen Hurns,WR,JAX,CHI,12.40
Arrelious Benn,WR,JAX,CHI,12.10
Marqise Lee,WR,JAX,CHI,12.10
Darrius Heyward-Bey,WR,PIT,MIA,12.00
Tyler Boyd,WR,CIN,NE,11.90
Cobi Hamilton,WR,PIT,MIA,11.60
Terrance Williams,WR,DAL,GB,11.50
Ricardo Louis,WR,CLE,TEN,11.50
Bennie Fowler,WR,DEN,LAC,11.20
Brian Quick,WR,LAR,DET,11.10
Ted Ginn,WR,CAR,NO,11.00
Larry Fitzgerald,WR,ARI,NYJ,10.90
Jordy Nelson,WR,GB,DAL,10.80
