Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Josh Lambo,K,6,LAC,DEN,4,4,100,37,1,1,0.00,2016
2,Wil Lutz,K,6,NO,CAR,2,3,67,52,5,5,0.00,2016
3,Andrew Franks,K,6,MIA,PIT,3,5,60,30,3,3,0.00,2016
4,Dan Bailey,K,6,DAL,GB,3,3,100,44,3,3,0.00,2016
5,Dustin Hopkins,K,6,WAS,PHI,2,2,100,50,3,3,0.00,2016
6,Justin Tucker,K,6,BAL,NYG,3,3,100,39,2,2,0.00,2016
7,Adam Vinatieri,K,6,IND,HOU,3,3,100,41,2,2,0.00,2016
8,Phil Dawson,K,6,SF,BUF,3,3,100,48,1,1,0.00,2016
9,Connor Barth,K,6,CHI,JAX,3,3,100,36,1,1,0.00,2016
10,Mason Crosby,K,6,GB,DAL,3,3,100,43,1,1,0.00,2016
11,Dan Carpenter,K,6,BUF,SF,1,1,100,40,6,6,0.00,2016
12,Josh Brown,K,6,NYG,BAL,2,2,100,31,3,3,0.00,2016
13,Stephen Gostkowski,K,6,NE,CIN,2,2,100,46,3,4,0.00,2016
14,Caleb Sturgis,K,6,PHI,WAS,2,2,100,38,2,2,0.00,2016
15,Cody Parkey,K,6,CLE,TEN,2,2,100,45,2,2,0.00,2016
16,Cairo Santos,K,6,KC,OAK,2,3,67,44,2,3,0.00,2016
17,Steven Hauschka,K,6,SEA,ATL,2,3,67,44,2,3,0.00,2016
18,Nick Novak,K,6,HOU,IND,2,2,100,33,2,3,0.00,2016
19,Brandon McManus,K,6,DEN,LAC,2,3,67,46,1,1,0.00,2016
20,Matt Prater,K,6,DET,LAR,1,1,100,34,4,4,0.00,2016
21,Graham Gano,K,6,CAR,NO,1,1,100,42,3,4,0.00,2016
22,Matt Bryant,K,6,ATL,SEA,1,1,100,33,3,3,0.00,2016
23,Jason Myers,K,6,JAX,CHI,1,1,100,30,2,2,0.00,2016
24,Mike Nugent,K,6,CIN,NE,1,1,100,25,2,2,0.00,2016
25,Ryan Succop,K,6,TEN,CLE,0,1,0,0,4,4,0.00,2016
26,Greg Zuerlein,K,6,LAR,DET,0,0,0,0,4,4,0.00,2016
27,Sebastian Janikowski,K,6,OAK,KC,1,2,50,46,1,1,0.00,2016
28,Chandler Catanzaro,K,6,ARI,NYJ,0,0,0,0,4,4,0.00,2016
29,Nick Folk,K,6,NYJ,ARI,1,1,100,39,0,0,0.00,2016
30,Chris Boswell,K,6,PIT,MIA,0,0,0,0,1,1,0.00,2016
