Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Philadelphia Eagles,DST,6,PHI,WAS,0,0,0,1,0,0,1,1,27,14.00,2016
2,Los Angeles Chargers,DST,6,LAC,DEN,3,2,7,0,2,1,0,0,13,12.00,2016
3,Arizona Cardinals,DST,6,ARI,NYJ,3,1,6,2,0,0,0,0,3,12.00,2016
4,Kansas City Chiefs,DST,6,KC,OAK,5,2,2,1,1,0,0,0,10,10.00,2016
5,Dallas Cowboys,DST,6,DAL,GB,0,1,0,1,3,0,0,0,16,10.00,2016
6,Seattle Seahawks,DST,6,SEA,ATL,0,4,0,1,1,0,0,0,24,8.00,2016
7,Denver Broncos,DST,6,DEN,LAC,6,2,6,0,2,0,0,0,21,7.00,2016
8,Baltimore Ravens,DST,6,BAL,NYG,3,1,2,2,1,0,0,0,27,7.00,2016
9,Chicago Bears,DST,6,CHI,JAX,2,2,3,1,1,0,0,0,17,7.00,2016
10,Miami Dolphins,DST,6,MIA,PIT,0,2,6,2,0,0,0,0,15,7.00,2016
11,Buffalo Bills,DST,6,BUF,SF,6,3,5,0,1,0,0,0,16,6.00,2016
12,Washington Redskins,DST,6,WAS,PHI,0,5,0,0,0,0,0,0,20,6.00,2016
13,Tennessee Titans,DST,6,TEN,CLE,6,6,13,0,0,0,0,0,26,6.00,2016
14,New England Patriots,DST,6,NE,CIN,3,2,4,0,0,1,0,0,17,5.00,2016
15,Green Bay Packers,DST,6,GB,DAL,0,2,0,1,1,0,0,0,30,5.00,2016
16,Houston Texans,DST,6,HOU,IND,5,3,6,1,0,0,0,0,23,5.00,2016
17,San Francisco 49ers,DST,6,SF,BUF,3,3,4,0,2,0,0,0,45,3.00,2016
18,Cleveland Browns,DST,6,CLE,TEN,4,2,3,1,0,0,0,0,28,3.00,2016
19,Indianapolis Colts,DST,6,IND,HOU,2,1,5,1,0,0,0,0,26,3.00,2016
20,New York Giants,DST,6,NYG,BAL,7,2,6,0,0,0,0,0,23,2.00,2016
21,New Orleans Saints,DST,6,NO,CAR,2,2,13,1,1,0,0,0,38,2.00,2016
22,Jacksonville Jaguars,DST,6,JAX,CHI,6,1,3,0,0,0,0,0,16,2.00,2016
23,Detroit Lions,DST,6,DET,LAR,5,1,3,1,0,0,0,0,28,2.00,2016
24,Cincinnati Bengals,DST,6,CIN,NE,6,3,6,0,0,0,0,0,35,2.00,2016
25,Oakland Raiders,DST,6,OAK,KC,4,1,1,0,0,0,0,0,26,1.00,2016
26,Atlanta Falcons,DST,6,ATL,SEA,0,1,0,0,0,0,0,0,26,1.00,2016
27,Pittsburgh Steelers,DST,6,PIT,MIA,3,0,2,0,0,0,0,0,30,1.00,2016
28,Los Angeles Rams,DST,6,LAR,DET,6,1,4,0,0,0,0,0,31,0.00,2016
29,Carolina Panthers,DST,6,CAR,NO,1,1,6,1,0,0,0,0,41,-1.00,2016
30,New York Jets,DST,6,NYJ,ARI,4,0,8,0,0,0,0,0,28,-1.00,2016
