,Player,Position,Team,Opponent,Points,PlayerID
109,Clive Walford,TE,OAK,KC,4.5,00-0032256
110,Phillip Supernaw,TE,TEN,CLE,4.5,00-0028987
111,Vance McDonald,TE,SF,BUF,4.5,00-0030470
112,Tyler Kroft,TE,CIN,NE,3.9,00-0032214
113,Jacob Tamme,TE,ATL,SEA,3.6,00-0026267
114,Antonio Gates,TE,LAC,DEN,3.6,00-0021547
115,Will Tye,TE,NYG,BAL,3.5,00-0032004
116,Richard Rodgers,TE,GB,DAL,3.5,00-0031384
117,Jesse James,TE,PIT,MIA,3.3,00-0032135
118,Zach Ertz,TE,PHI,WAS,3.2,00-0030061
119,Delanie Walker,TE,TEN,CLE,3.1,00-0024389
120,Mychal Rivera,TE,OAK,KC,2.6,00-0030514
121,Jermaine Gresham,TE,ARI,NYJ,2.4,00-0027873
122,Dion Sims,TE,MIA,PIT,2.2,00-0030422
123,Demetrius Harris,TE,KC,OAK,2.1,00-0030155
124,Xavier Grimble,TE,PIT,MIA,2.1,00-0031035
125,Luke Willson,TE,SEA,ATL,1.9,00-0030089
126,Dwayne Allen,TE,IND,HOU,1.9,00-0029689
127,Dominique Jones,TE,MIA,PIT,1.8,00-0028994
128,Darren Fells,TE,ARI,NYJ,1.8,00-0029738
129,Trey Burton,TE,PHI,WAS,1.7,00-0030710
130,CJ Uzomah,TE,CIN,NE,1.6,00-0032134
131,Jay Ajayi,RB,MIA,PIT,36.7,00-0031590
132,Lamar Miller,RB,HOU,IND,35.8,00-0029615
133,Terrance West,RB,BAL,NYG,28.3,00-0031375
134,Spencer Ware,RB,KC,OAK,27.3,00-0030414
135,James White,RB,NE,CIN,26.6,00-0031062
136,Christine Michael,RB,SEA,ATL,23.3,00-0030432
137,Matt Jones,RB,WAS,PHI,22.5,00-0031939
138,Ezekiel Elliott,RB,DAL,GB,22.4,00-0033045
139,Jonathan Stewart,RB,CAR,NO,20.5,00-0026153
140,Ty Montgomery,RB,GB,DAL,19.4,00-0032200
141,Le'Veon Bell,RB,PIT,MIA,18.8,00-0030496
142,Duke Johnson,RB,CLE,TEN,17.4,00-0032257
143,LeGarrette Blount,RB,NE,CIN,15.0,00-0027325
144,Frank Gore,RB,IND,HOU,14.8,00-0023500
145,Todd Gurley,RB,LA,DET,13.7,00-0032241
146,Giovani Bernard,RB,CIN,NE,13.4,00-0030456
147,Jamaal Charles,RB,KC,OAK,12.7,00-0026213
148,DeMarco Murray,RB,TEN,CLE,12.5,00-0028009
149,Mike Gillislee,RB,BUF,SF,12.0,00-0030433
150,Jordan Howard,RB,CHI,JAX,12.0,00-0032780
151,Chris Ivory,RB,JAX,CHI,11.5,00-0027531
152,CJ Anderson,RB,DEN,LAC,11.1,00-0029854
153,Damien Williams,RB,MIA,PIT,9.7,00-0030874
154,Zach Zenner,RB,DET,LAR,9.7,00-0031665
155,Chris Thompson,RB,WAS,PHI,9.6,00-0030404
156,Melvin Gordon,RB,LAC,DEN,9.4,00-0032144
157,Wendell Smallwood,RB,PHI,WAS,9.0,00-0032782
158,Eddie Lacy,RB,GB,DAL,8.1,00-0030485
159,Alex Collins,RB,SEA,ATL,8.1,00-0032426
160,Mark Ingram,RB,NO,CAR,8.0,00-0027966
161,Devonta Freeman,RB,ATL,SEA,8.0,00-0031285
162,Rashad Jennings,RB,NYG,BAL,7.5,00-0027155
163,Devontae Booker,RB,DEN,LAC,7.3,00-0032972
164,Travaris Cadet,RB,NO,CAR,7.0,00-0029205
165,CJ Spiller,RB,SEA,ATL,6.5,
166,Kyle Juszczyk,FB,BAL,NYG,6.5,00-0029892
167,Robert Turbin,RB,IND,HOU,6.4,00-0029273
168,Ryan Mathews,RB,PHI,WAS,6.0,00-0027864
169,Rob Kelley,RB,WAS,PHI,5.9,00-0032371
170,Isaiah Crowell,RB,CLE,TEN,5.6,00-0030656
171,Carlos Hyde,RB,SF,BUF,5.2,00-0031045
172,Bilal Powell,RB,NYJ,ARI,5.2,00-0028064
173,Jeremy Hill,RB,CIN,NE,5.1,00-0031301
174,Ka'Deem Carey,RB,CHI,JAX,5.0,00-0031057
175,Deandre Washington,RB,OAK,KC,4.9,00-0032940
176,Bobby Rainey,RB,NYG,BAL,4.9,00-0029384
177,Derrick Henry,RB,TEN,CLE,4.7,00-0032764
178,Paul Perkins,RB,NYG,BAL,4.6,00-0032417
179,Dan Bailey,K,DAL,GB,0.0,00-0028660
180,Andrew Franks,K,MIA,PIT,0.0,00-0031718
181,Justin Tucker,K,BAL,NYG,0.0,00-0029597
182,Dustin Hopkins,K,WAS,PHI,0.0,00-0030098
183,Adam Vinatieri,K,IND,HOU,0.0,00-0016919
184,Mason Crosby,K,GB,DAL,0.0,00-0025580
185,Connor Barth,K,CHI,JAX,0.0,00-0026138
186,Phil Dawson,K,SF,BUF,0.0,00-0004091
187,Stephen Gostkowski,K,NE,CIN,0.0,00-0024333
188,Dan Carpenter,K,BUF,SF,0.0,00-0026003
189,Josh Brown,K,NYG,BAL,0.0,00-0021940
190,Cairo Santos,K,KC,OAK,0.0,00-0031203
191,Steven Hauschka,K,SEA,ATL,0.0,
192,Nick Novak,K,HOU,IND,0.0,00-0023096
193,Caleb Sturgis,K,PHI,WAS,0.0,00-0030390
194,Cody Parkey,K,CLE,TEN,0.0,00-0030850
195,Brandon McManus,K,DEN,LAC,0.0,00-0029822
196,Matt Prater,K,DET,LAR,0.0,00-0023853
197,Graham Gano,K,CAR,NO,0.0,00-0026858
198,Matt Bryant,K,ATL,SEA,0.0,00-0020578
199,Jason Myers,K,JAX,CHI,0.0,00-0031492
200,Mike Nugent,K,CIN,NE,0.0,00-0023482
201,Greg Zuerlein,K,LA,DET,0.0,00-0029621
202,Sebastian Janikowski,K,OAK,KC,0.0,00-0019646
203,Ryan Succop,K,TEN,CLE,0.0,00-0026968
204,Chandler Catanzaro,K,ARI,NYJ,0.0,00-0030896
205,Nick Folk,K,NYJ,ARI,0.0,00-0025565
206,Chris Boswell,K,PIT,MIA,0.0,00-0031136
207,Los Angeles Chargers,DST,LAC,DEN,12.0,
208,Dallas Cowboys,DST,DAL,GB,10.0,
209,Kansas City Chiefs,DST,KC,OAK,10.0,
210,Seattle Seahawks,DST,SEA,ATL,8.0,
211,Miami Dolphins,DST,MIA,PIT,7.0,
212,Denver Broncos,DST,DEN,LAC,7.0,
213,Chicago Bears,DST,CHI,JAX,7.0,
214,Baltimore Ravens,DST,BAL,NYG,7.0,
215,Washington Redskins,DST,WAS,PHI,6.0,
216,Buffalo Bills,DST,BUF,SF,6.0,
217,Tennessee Titans,DST,TEN,CLE,6.0,
218,New England Patriots,DST,NE,CIN,5.0,
219,Green Bay Packers,DST,GB,DAL,5.0,
220,Houston Texans,DST,HOU,IND,5.0,
221,Cleveland Browns,DST,CLE,TEN,3.0,
222,San Francisco 49ers,DST,SF,BUF,3.0,
223,Indianapolis Colts,DST,IND,HOU,3.0,
224,New York Giants,DST,NYG,BAL,2.0,
225,Detroit Lions,DST,DET,LAR,2.0,
226,Jacksonville Jaguars,DST,JAX,CHI,2.0,
227,New Orleans Saints,DST,NO,CAR,2.0,
228,Cincinnati Bengals,DST,CIN,NE,2.0,
229,Oakland Raiders,DST,OAK,KC,1.0,
230,Atlanta Falcons,DST,ATL,SEA,1.0,
231,Pittsburgh Steelers,DST,PIT,MIA,1.0,
232,Los Angeles Rams,DST,LA,DET,0.0,
233,Carolina Panthers,DST,CAR,NO,-1.0,
234,New York Jets,DST,NYJ,ARI,-1.0,
