Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Stephen Gostkowski,K,3,NE,ATL,4,4,100,33,2,2,0.00,2009
2,Olindo Mare,K,3,SEA,CHI,4,6,67,46,1,1,0.00,2009
3,Mason Crosby,K,3,GB,LAR,3,3,100,48,3,3,0.00,2009
4,Matt Prater,K,3,DEN,OAK,3,3,100,48,2,2,0.00,2009
5,Nate Kaeding,K,3,LAC,MIA,3,4,75,26,2,2,0.00,2009
6,Ryan Longwell,K,3,MIN,SF,2,3,67,52,3,3,0.00,2009
7,Steven Hauschka,K,3,BAL,CLE,2,2,100,36,4,4,0.00,2009
8,David Akers,K,3,PHI,KC,2,2,100,38,4,4,0.00,2009
9,Josh Scobee,K,3,JAX,HOU,1,1,100,52,4,4,0.00,2009
10,John Carney,K,3,NO,BUF,2,2,100,35,3,3,0.00,2009
11,Jeff Reed,K,3,PIT,CIN,2,3,67,24,2,2,0.00,2009
12,Thomas Howard,K,3,OAK,DEN,0,0,0,0,0,0,0.00,2009
13,Dan Carpenter,K,3,MIA,LAC,2,2,100,24,1,1,0.00,2009
14,Adam Vinatieri,K,3,IND,ARI,1,2,50,26,4,4,0.00,2009
15,Nick Folk,K,3,DAL,CAR,2,3,67,24,1,1,0.00,2009
16,Jason Hanson,K,3,DET,WAS,2,2,100,39,1,1,0.00,2009
17,Josh Brown,K,3,LAR,GB,1,2,50,53,2,2,0.00,2009
18,Jay Feely,K,3,NYJ,TEN,1,1,100,30,3,3,0.00,2009
19,Kris Brown,K,3,HOU,JAX,1,1,100,27,3,3,0.00,2009
20,Joe Nedney,K,3,SF,MIN,1,1,100,37,3,3,0.00,2009
21,Lawrence Tynes,K,3,NYG,TB,1,2,50,26,3,3,0.00,2009
22,Rob Bironas,K,3,TEN,NYJ,1,1,100,38,2,2,0.00,2009
23,Robbie Gould,K,3,CHI,SEA,1,2,50,37,2,2,0.00,2009
24,Neil Rackers,K,3,ARI,IND,1,1,100,38,1,1,0.00,2009
25,Jason Elam,K,3,ATL,NE,1,1,100,26,1,1,0.00,2009
26,Sebastian Janikowski,K,3,OAK,DEN,1,1,100,48,0,0,0.00,2009
27,Billy Cundiff,K,3,CLE,BAL,1,1,100,29,0,0,0.00,2009
28,Shayne Graham,K,3,CIN,PIT,1,2,50,34,0,0,0.00,2009
29,Shaun Suisham,K,3,WAS,DET,0,0,0,0,2,2,0.00,2009
30,Ryan Succop,K,3,KC,PHI,0,0,0,0,2,2,0.00,2009
31,John Kasay,K,3,CAR,DAL,0,0,0,0,1,1,0.00,2009
32,Rian Lindell,K,3,BUF,NO,0,0,0,0,1,1,0.00,2009
33,Rhys Lloyd,K,3,CAR,DAL,0,0,0,0,0,0,0.00,2009
34,David Buehler,K,3,DAL,CAR,0,0,0,0,0,0,0.00,2009
35,Mike Nugent,K,3,TB,NYG,0,0,0,0,0,0,0.00,2009
