Player,Position,Team,Opponent,Points
Aaron Rodgers,QB,GB,LAR,28.56
Matt Schaub,QB,HOU,JAX,26.50
Jason Campbell,QB,WAS,DET,25.70
Brett Favre,QB,MIN,SF,22.14
Jay Cutler,QB,CHI,SEA,21.78
Joe Flacco,QB,BAL,CLE,21.18
Philip Rivers,QB,LAC,MIA,20.62
Ben Roethlisberger,QB,PIT,CIN,20.34
Mark Sanchez,QB,NYJ,TEN,19.84
Kurt Warner,QB,ARI,IND,18.28
David Garrard,QB,JAX,HOU,17.46
Kyle Boller,QB,LAR,GB,16.66
Matthew Stafford,QB,DET,WAS,15.94
Eli Manning,QB,NYG,TB,15.34
Tom Brady,QB,NE,ATL,15.08
Shaun Hill,QB,SF,MIN,14.80
Seneca Wallace,QB,SEA,CHI,13.44
Carson Palmer,QB,CIN,PIT,13.42
Tony Romo,QB,DAL,CAR,12.40
Matt Cassel,QB,KC,PHI,11.50
Jake Delhomme,QB,CAR,DAL,10.80
Kyle Orton,QB,DEN,OAK,10.18
Kerry Collins,QB,TEN,NYJ,9.10
Matt Ryan,QB,ATL,NE,7.86
Drew Brees,QB,NO,BUF,6.68
Trent Edwards,QB,BUF,NO,6.54
Josh Johnson,QB,TB,NYG,2.94
Chad Henne,QB,MIA,LAC,2.88
JaMarcus Russell,QB,OAK,DEN,2.64
Chad Pennington,QB,MIA,LAC,1.46
Brady Quinn,QB,CLE,BAL,1.26
Michael Vick,QB,PHI,KC,0.70
Derek Anderson,QB,CLE,BAL,0.68
Matt Leinart,QB,ARI,IND,0.28
David Carr,QB,NYG,TB,0.20
Byron Leftwich,QB,TB,NYG,0.18
Troy Smith,QB,BAL,CLE,0.16
Matt Flynn,QB,GB,LAR,0.00
Mark Brunell,QB,NO,BUF,0.00
Marc Bulger,QB,LAR,GB,-0.08
Jeff Garcia,QB,PHI,KC,-1.20
Reggie Wayne,WR,IND,ARI,28.60
Jerricho Cotchery,WR,NYJ,TEN,27.80
Derrick Mason,WR,BAL,CLE,25.80
Randy Moss,WR,NE,ATL,24.60
Kevin Walter,WR,HOU,JAX,23.70
Nate Burleson,WR,SEA,CHI,23.10
Donald Driver,WR,GB,LAR,20.80
Anquan Boldin,WR,ARI,IND,20.30
Mike Wallace,WR,PIT,CIN,20.20
Vincent Jackson,WR,LAC,MIA,20.00
Steve Smith,WR,NYG,TB,19.30
Devin Hester,WR,CHI,SEA,18.60
Brandon Marshall,WR,DEN,OAK,18.20
Bryant Johnson,WR,DET,WAS,17.30
Andre Caldwell,WR,CIN,PIT,17.20
Pierre Garcon,WR,IND,ARI,17.10
Steve Breaston,WR,ARI,IND,16.40
Mark Bradley,WR,KC,PHI,16.04
Sidney Rice,WR,MIN,SF,15.60
Greg Jennings,WR,GB,LAR,15.30
Larry Fitzgerald,WR,ARI,IND,14.60
Percy Harvin,WR,MIN,SF,14.30
Earl Bennett,WR,CHI,SEA,14.00
Davone Bess,WR,MIA,LAC,13.50
Mike Sims-Walker,WR,JAX,HOU,13.10
Michael Jenkins,WR,ATL,NE,12.80
Andre Johnson,WR,HOU,JAX,12.60
Hines Ward,WR,PIT,CIN,12.20
Josh Reed,WR,BUF,NO,12.00
Kelley Washington,WR,BAL,CLE,11.60
Roy Williams,WR,DAL,CAR,11.50
Muhsin Muhammad,WR,CAR,DAL,11.10
Calvin Johnson,WR,DET,WAS,10.80
Marques Colston,WR,NO,BUF,10.70
Nate Washington,WR,TEN,NYJ,10.50
Chad Johnson,WR,CIN,PIT,10.40
Jacoby Jones,WR,HOU,JAX,10.30
Greg Lewis,WR,MIN,SF,10.20
Kenny Britt,WR,TEN,NYJ,9.90
Bernard Berrian,WR,MIN,SF,9.60
Mario Manningham,WR,NYG,TB,9.50
Bobby Wade,WR,KC,PHI,9.30
Sinorice Moss,WR,NYG,TB,8.80
Patrick Crayton,WR,DAL,CAR,8.80
Torry Holt,WR,JAX,HOU,8.70
Josh Morgan,WR,SF,MIN,8.70
Malcom Floyd,WR,LAC,MIA,8.50
Laveranues Coles,WR,CIN,PIT,8.40
Dallas Clark,TE,IND,ARI,19.90
Daniel Fells,TE,LAR,GB,17.50
Jason Witten,TE,DAL,CAR,16.70
Greg Olsen,TE,CHI,SEA,15.40
Dante Rosario,TE,CAR,DAL,14.80
Owen Daniels,TE,HOU,JAX,14.80
