Player,Position,Team,Opponent,Points
Chris Baker,TE,NE,ATL,12.20
Antonio Gates,TE,LAC,MIA,11.40
Jeremy Shockey,TE,NO,BUF,10.80
Derek Fine,TE,BUF,NO,8.40
Alge Crumpler,TE,TEN,NYJ,8.10
Todd Heap,TE,BAL,CLE,8.10
Ben Hartsock,TE,NYJ,TEN,7.20
Heath Miller,TE,PIT,CIN,7.00
Chris Cooley,TE,WAS,DET,6.80
Sean Ryan,TE,KC,PHI,6.20
John Carlson,TE,SEA,CHI,5.80
Daniel Graham,TE,DEN,OAK,5.30
Will Heller,TE,DET,WAS,5.00
Brandon Pettigrew,TE,DET,WAS,4.70
Kevin Boss,TE,NYG,TB,4.70
Dustin Keller,TE,NYJ,TEN,4.40
Randy McMichael,TE,LAR,GB,4.40
Kellen Winslow,TE,TB,NYG,4.40
Visanthe Shiancoe,TE,MIN,SF,4.20
Jeff King,TE,CAR,DAL,3.70
Zach Miller,TE,OAK,DEN,3.70
LJ Smith,TE,BAL,CLE,3.60
Benjamin Watson,TE,NE,ATL,3.30
Donald Lee,TE,GB,LAR,3.00
Stephen Spach,TE,ARI,IND,2.90
Marcedes Lewis,TE,JAX,HOU,2.80
Travis Beckum,TE,NYG,TB,2.80
Tony Gonzalez,TE,ATL,NE,2.60
Tony Scheffler,TE,DEN,OAK,2.40
Fred Davis,TE,WAS,DET,2.30
Ernest Wilford,TE,JAX,HOU,2.30
Anthony Becht,TE,ARI,IND,2.10
Brad Cottam,TE,KC,PHI,2.10
Daniel Coats,TE,CIN,PIT,1.80
Deon Butler,TE,SEA,CHI,1.80
Robert Royal,TE,CLE,BAL,1.70
Matt Spaeth,TE,PIT,CIN,1.70
Jerramy Stevens,TE,TB,NYG,1.60
John Owens,TE,SEA,CHI,1.60
Mike Sellers,TE,WAS,DET,1.40
Martellus Bennett,TE,DAL,CAR,1.30
Cameron Morrah,TE,SEA,CHI,1.30
Tashard Choice,RB,DAL,CAR,23.80
Steven Jackson,RB,LAR,GB,23.30
Julius Jones,RB,SEA,CHI,22.60
Willie Parker,RB,PIT,CIN,20.90
Fred Taylor,RB,NE,ATL,20.90
Ricky Williams,RB,MIA,LAC,18.40
Kevin Smith,RB,DET,WAS,17.90
Willis McGahee,RB,BAL,CLE,17.70
Ray Rice,RB,BAL,CLE,17.50
Matt Forte,RB,CHI,SEA,16.60
LeSean McCoy,RB,PHI,KC,16.30
Joseph Addai,RB,IND,ARI,16.10
Chester Taylor,RB,MIN,SF,15.60
Brandon Jacobs,RB,NYG,TB,15.20
Cedric Benson,RB,CIN,PIT,15.10
Knowshon Moreno,RB,DEN,OAK,15.00
Ronnie Brown,RB,MIA,LAC,14.50
Steve Slaton,RB,HOU,JAX,14.30
John Kuhn,FB,GB,LAR,14.10
Fred Jackson,RB,BUF,NO,13.70
Jerome Harrison,RB,CLE,BAL,13.50
Ahmad Bradshaw,RB,NYG,TB,13.40
Correll Buckhalter,RB,DEN,OAK,12.80
Felix Jones,RB,DAL,CAR,12.40
Donald Brown,RB,IND,ARI,12.20
Adrian Peterson,RB,MIN,SF,11.90
Chris Johnson,RB,TEN,NYJ,11.50
Ryan Grant,RB,GB,LAR,11.40
Reggie Bush,RB,NO,BUF,11.10
Michael Turner,RB,ATL,NE,10.60
Rock Cartwright,RB,WAS,DET,10.20
Tim Hightower,RB,ARI,IND,10.10
Jamaal Charles,RB,KC,PHI,10.00
DeAngelo Williams,RB,CAR,DAL,9.40
Maurice Morris,RB,DET,WAS,9.20
Sammy Morris,RB,NE,ATL,9.20
LenDale White,RB,TEN,NYJ,8.70
Ladell Betts,RB,WAS,DET,8.50
Lynell Hamilton,RB,NO,BUF,8.40
Michael Bush,RB,OAK,DEN,8.00
Darren Sproles,RB,LAC,MIA,7.50
Jason Snelling,RB,ATL,NE,7.40
Kevin Faulk,RB,NE,ATL,6.70
LeRon McClain,RB,BAL,CLE,6.60
Leon Washington,RB,NYJ,TEN,6.20
Clinton Portis,RB,WAS,DET,5.80
Darren McFadden,RB,OAK,DEN,5.80
Glen Coffee,RB,SF,MIN,5.40
Mason Crosby,K,GB,LAR,0.00
Ryan Longwell,K,MIN,SF,0.00
Nate Kaeding,K,LAC,MIA,0.00
Matt Prater,K,DEN,OAK,0.00
David Akers,K,PHI,KC,0.00
Steven Hauschka,K,BAL,CLE,0.00
John Carney,K,NO,BUF,0.00
Josh Scobee,K,JAX,HOU,0.00
Jeff Reed,K,PIT,CIN,0.00
Thomas Howard,K,OAK,DEN,0.00
Nick Folk,K,DAL,CAR,0.00
Adam Vinatieri,K,IND,ARI,0.00
Josh Brown,K,LAR,GB,0.00
Jason Hanson,K,DET,WAS,0.00
Dan Carpenter,K,MIA,LAC,0.00
Kris Brown,K,HOU,JAX,0.00
Jay Feely,K,NYJ,TEN,0.00
Joe Nedney,K,SF,MIN,0.00
Lawrence Tynes,K,NYG,TB,0.00
Rob Bironas,K,TEN,NYJ,0.00
Robbie Gould,K,CHI,SEA,0.00
Jason Elam,K,ATL,NE,0.00
Neil Rackers,K,ARI,IND,0.00
Sebastian Janikowski,K,OAK,DEN,0.00
Shayne Graham,K,CIN,PIT,0.00
Billy Cundiff,K,CLE,BAL,0.00
Shaun Suisham,K,WAS,DET,0.00
Ryan Succop,K,KC,PHI,0.00
John Kasay,K,CAR,DAL,0.00
Rian Lindell,K,BUF,NO,0.00
David Buehler,K,DAL,CAR,0.00
Mike Nugent,K,TB,NYG,0.00
Rhys Lloyd,K,CAR,DAL,0.00
Denver Broncos,DST,DEN,OAK,16.00
Indianapolis Colts,DST,IND,ARI,14.00
Los Angeles Chargers,DST,LAC,MIA,13.00
New Orleans Saints,DST,NO,BUF,12.00
New York Giants,DST,NYG,TB,12.00
San Francisco 49ers,DST,SF,MIN,12.00
New York Jets,DST,NYJ,TEN,11.00
Cincinnati Bengals,DST,CIN,PIT,10.00
Green Bay Packers,DST,GB,LAR,10.00
Minnesota Vikings,DST,MIN,SF,9.00
Chicago Bears,DST,CHI,SEA,8.00
Tennessee Titans,DST,TEN,NYJ,7.00
Jacksonville Jaguars,DST,JAX,HOU,6.00
Seattle Seahawks,DST,SEA,CHI,6.00
New England Patriots,DST,NE,ATL,6.00
Philadelphia Eagles,DST,PHI,KC,6.00
Miami Dolphins,DST,MIA,LAC,5.00
Detroit Lions,DST,DET,WAS,5.00
Buffalo Bills,DST,BUF,NO,4.00
Washington Redskins,DST,WAS,DET,3.00
Pittsburgh Steelers,DST,PIT,CIN,3.00
Carolina Panthers,DST,CAR,DAL,3.00
Cleveland Browns,DST,CLE,BAL,2.00
Oakland Raiders,DST,OAK,DEN,2.00
Arizona Cardinals,DST,ARI,IND,1.00
Houston Texans,DST,HOU,JAX,1.00
Kansas City Chiefs,DST,KC,PHI,1.00
Atlanta Falcons,DST,ATL,NE,0.00
Tampa Bay Buccaneers,DST,TB,NYG,0.00
Los Angeles Rams,DST,LAR,GB,-2.00
