Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Zach Miller,TE,10,CHI,LAR,5,5,100,107,2,87,21,21,0,0,0,0,0,30.70,2015
2,Rob Gronkowski,TE,10,NE,NYG,7,5,71,113,1,76,16,23,0,0,0,0,0,25.30,2015
3,Brent Celek,TE,10,PHI,MIA,4,4,100,134,0,60,34,34,0,0,0,0,0,20.40,2015
4,Gary Barnidge,TE,10,CLE,PIT,8,6,75,65,1,18,8,11,0,0,0,0,0,18.50,2015
5,Jordan Reed,TE,10,WAS,NO,4,3,75,29,2,16,7,10,0,0,0,0,0,17.90,2015
6,Justin Perillo,TE,10,GB,DET,6,5,83,58,1,24,10,12,0,0,0,0,0,16.80,2015
7,Greg Olsen,TE,10,CAR,TEN,8,8,100,80,0,20,10,10,0,0,0,0,0,16.00,2015
8,Crockett Gillmore,TE,10,BAL,JAX,4,4,100,42,1,25,11,11,0,0,0,0,0,14.20,2015
9,Richard Rodgers,TE,10,GB,DET,5,5,100,32,1,21,6,6,0,0,0,0,0,14.20,2015
10,Maxx Williams,TE,10,BAL,JAX,4,4,100,40,1,21,10,10,0,0,0,0,0,14.00,2015
11,Zach Ertz,TE,10,PHI,MIA,10,7,70,68,0,27,7,10,0,0,0,0,0,13.80,2015
12,Ed Dickson,TE,10,CAR,TEN,3,3,100,21,1,17,7,7,0,0,0,0,0,11.10,2015
13,Jermaine Gresham,TE,10,ARI,SEA,3,2,67,26,1,14,9,13,0,0,0,0,0,10.60,2015
14,Will Tye,TE,10,NYG,NE,7,5,71,56,0,31,8,11,0,0,0,0,0,10.60,2015
15,Mychal Rivera,TE,10,OAK,MIN,7,6,86,46,0,17,7,8,0,0,0,1,0,10.60,2015
16,Charles Clay,TE,10,BUF,NYJ,6,5,83,52,0,25,9,10,0,0,0,0,0,10.20,2015
17,Rhett Ellison,TE,10,MIN,OAK,2,2,100,18,1,11,9,9,0,0,0,0,0,9.80,2015
18,Clive Walford,TE,10,OAK,MIN,3,2,67,18,1,10,6,9,0,0,0,0,0,9.80,2015
19,Jason Witten,TE,10,DAL,TB,5,5,100,42,0,24,8,8,0,0,0,0,0,9.20,2015
20,Travis Kelce,TE,10,KC,DEN,9,5,56,36,0,9,4,7,0,0,0,0,0,8.60,2015
21,Delanie Walker,TE,10,TEN,CAR,4,3,75,52,0,21,13,17,0,0,0,0,0,8.20,2015
22,Heath Miller,TE,10,PIT,CLE,7,4,57,40,0,27,6,10,0,0,0,0,0,8.00,2015
