Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Kansas City Chiefs,DST,10,KC,DEN,5,5,10,5,1,0,0,0,13,21.00,2015
2,Pittsburgh Steelers,DST,10,PIT,CLE,9,6,8,1,3,0,0,0,9,18.00,2015
3,Buffalo Bills,DST,10,BUF,NYJ,5,1,2,2,2,0,1,0,17,16.00,2015
4,Washington Redskins,DST,10,WAS,NO,2,2,4,2,1,0,1,0,14,15.00,2015
5,Minnesota Vikings,DST,10,MIN,OAK,3,2,4,2,1,0,0,1,14,15.00,2015
6,Houston Texans,DST,10,HOU,CIN,7,4,5,1,1,0,0,0,6,15.00,2015
7,Dallas Cowboys,DST,10,DAL,TB,5,2,8,2,2,0,0,0,10,14.00,2015
8,Tampa Bay Buccaneers,DST,10,TB,DAL,5,3,4,1,0,0,0,0,6,12.00,2015
9,Philadelphia Eagles,DST,10,PHI,MIA,5,4,8,0,2,1,0,0,20,11.00,2015
10,New England Patriots,DST,10,NE,NYG,3,3,4,0,4,0,0,0,26,11.00,2015
11,Seattle Seahawks,DST,10,SEA,ARI,3,3,13,1,2,0,1,0,39,11.00,2015
12,Jacksonville Jaguars,DST,10,JAX,BAL,2,1,1,2,2,0,0,0,20,10.00,2015
13,Chicago Bears,DST,10,CHI,LAR,1,1,10,1,1,0,0,0,13,9.00,2015
14,Carolina Panthers,DST,10,CAR,TEN,7,1,4,1,1,0,0,0,10,9.00,2015
15,Cincinnati Bengals,DST,10,CIN,HOU,4,3,5,1,0,0,0,0,10,9.00,2015
16,Miami Dolphins,DST,10,MIA,PHI,8,4,4,1,0,0,0,0,19,9.00,2015
17,New York Giants,DST,10,NYG,NE,1,3,5,1,1,0,0,0,27,7.00,2015
18,Baltimore Ravens,DST,10,BAL,JAX,8,3,7,1,0,0,0,0,22,7.00,2015
19,Detroit Lions,DST,10,DET,GB,3,3,7,0,1,0,0,0,16,6.00,2015
20,Arizona Cardinals,DST,10,ARI,SEA,2,2,9,1,0,1,0,0,32,6.00,2015
21,New York Jets,DST,10,NYJ,BUF,3,4,9,0,0,0,0,0,22,5.00,2015
22,Green Bay Packers,DST,10,GB,DET,6,0,3,1,1,0,0,0,18,5.00,2015
23,Tennessee Titans,DST,10,TEN,CAR,8,5,7,0,0,0,0,0,27,5.00,2015
24,Oakland Raiders,DST,10,OAK,MIN,5,4,7,0,0,0,0,0,30,5.00,2015
25,Cleveland Browns,DST,10,CLE,PIT,5,1,3,1,1,0,0,0,30,4.00,2015
26,Los Angeles Rams,DST,10,LAR,CHI,6,2,7,0,2,0,0,0,37,2.00,2015
27,Denver Broncos,DST,10,DEN,KC,2,2,6,0,0,0,0,0,29,1.00,2015
28,New Orleans Saints,DST,10,NO,WAS,2,3,8,0,0,0,0,0,47,-1.00,2015
