Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Cairo Santos,K,10,KC,DEN,5,6,83,50,2,2,0.00,2015
2,Dustin Hopkins,K,10,WAS,NO,4,4,100,40,5,5,0.00,2015
3,Josh Brown,K,10,NYG,NE,4,4,100,53,2,2,0.00,2015
4,Robbie Gould,K,10,CHI,LAR,3,3,100,37,4,4,0.00,2015
5,Chandler Catanzaro,K,10,ARI,SEA,3,3,100,43,4,4,0.00,2015
6,Jason Myers,K,10,JAX,BAL,3,4,75,53,1,1,0.00,2015
7,Blair Walsh,K,10,MIN,OAK,3,5,60,38,3,3,0.00,2015
8,Stephen Gostkowski,K,10,NE,NYG,2,2,100,54,3,3,0.00,2015
9,Dan Carpenter,K,10,BUF,NYJ,3,3,100,47,1,2,0.00,2015
10,Chris Boswell,K,10,PIT,CLE,3,3,100,34,1,2,0.00,2015
11,Graham Gano,K,10,CAR,TEN,2,2,100,48,3,3,0.00,2015
12,Andrew Franks,K,10,MIA,PHI,2,2,100,42,2,2,0.00,2015
13,Dan Bailey,K,10,DAL,TB,2,3,67,53,0,0,0.00,2015
14,Matt Prater,K,10,DET,GB,2,2,100,51,0,2,0.00,2015
15,Steven Hauschka,K,10,SEA,ARI,2,2,100,46,2,2,0.00,2015
16,Greg Zuerlein,K,10,LAR,CHI,2,2,100,38,1,1,0.00,2015
17,Connor Barth,K,10,TB,DAL,1,2,50,52,1,1,0.00,2015
18,Mike Nugent,K,10,CIN,HOU,2,2,100,42,0,0,0.00,2015
19,Randy Bullock,K,10,NYJ,BUF,1,1,100,29,2,2,0.00,2015
20,Caleb Sturgis,K,10,PHI,MIA,1,2,50,37,2,2,0.00,2015
21,Mason Crosby,K,10,GB,DET,1,2,50,44,1,1,0.00,2015
22,Ryan Succop,K,10,TEN,CAR,1,1,100,45,1,1,0.00,2015
23,Nick Novak,K,10,HOU,CIN,1,1,100,22,1,1,0.00,2015
24,Travis Coons,K,10,CLE,PIT,1,1,100,23,0,1,0.00,2015
25,Kai Forbath,K,10,NO,WAS,0,0,0,0,2,2,0.00,2015
26,Justin Tucker,K,10,BAL,JAX,0,1,0,0,2,2,0.00,2015
27,Sebastian Janikowski,K,10,OAK,MIN,0,0,0,0,2,2,0.00,2015
28,Brandon McManus,K,10,DEN,KC,0,0,0,0,1,1,0.00,2015
29,Jordan Gay,K,10,BUF,NYJ,0,0,0,0,0,0,0.00,2015
