Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Matt Jones,RB,2,WAS,LAR,19,123,7,2,3,3,23,0,1,1,31.60,2015
2,DeAngelo Williams,RB,2,PIT,SF,20,77,4,3,5,4,15,0,0,0,31.20,2015
3,Dion Lewis,RB,2,NE,BUF,7,40,6,1,9,6,98,0,1,1,24.80,2015
4,Jamaal Charles,RB,2,KC,DEN,21,125,6,1,5,4,2,0,2,2,23.70,2015
5,Adrian Peterson,RB,2,MIN,DET,29,134,5,0,2,2,58,0,2,1,23.20,2015
6,Giovani Bernard,RB,2,CIN,LAC,20,123,6,0,3,3,16,0,0,0,19.90,2015
7,Latavius Murray,RB,2,OAK,BAL,15,65,4,1,3,3,22,0,0,0,17.70,2015
8,David Johnson,RB,2,ARI,CHI,5,42,8,1,2,1,3,0,0,0,17.50,2015
9,Shane Vereen,RB,2,NYG,ATL,6,19,3,0,8,8,76,0,0,0,17.50,2015
10,Dexter McCluster,RB,2,TEN,CLE,10,98,10,0,4,4,26,0,0,0,16.40,2015
11,Danny Woodhead,RB,2,LAC,CIN,7,36,5,0,6,6,68,0,0,0,16.40,2015
12,Devonta Freeman,RB,2,ATL,NYG,12,25,2,1,8,4,34,0,0,0,15.90,2015
13,LeSean McCoy,RB,2,BUF,NE,15,89,6,0,4,3,27,0,0,0,14.60,2015
14,Matt Forte,RB,2,CHI,ARI,15,61,4,0,5,4,44,0,0,0,14.50,2015
15,Mark Ingram,RB,2,NO,TB,16,53,3,1,3,3,5,0,1,1,13.80,2015
16,Lorenzo Taliaferro,RB,2,BAL,OAK,7,34,5,1,3,3,12,0,0,0,13.60,2015
17,James Starks,RB,2,GB,SEA,20,95,5,0,4,4,11,0,1,1,13.60,2015
18,Isaiah Crowell,RB,2,CLE,TEN,15,72,5,1,0,0,0,0,0,0,13.20,2015
19,Justin Forsett,RB,2,BAL,OAK,15,68,5,0,4,4,12,0,0,0,12.00,2015
20,Karlos Williams,RB,2,BUF,NE,6,21,4,1,3,2,16,0,0,0,11.70,2015
21,TJ Yeldon,RB,2,JAX,MIA,25,70,3,0,4,3,13,0,0,0,11.30,2015
22,Damien Williams,RB,2,MIA,JAX,2,5,3,0,4,3,15,1,0,0,11.00,2015
23,Melvin Gordon,RB,2,LAC,CIN,16,88,6,0,1,1,10,0,0,0,10.80,2015
24,Doug Martin,RB,2,TB,NO,21,78,4,0,2,2,20,0,1,1,10.80,2015
25,Jonathan Grimes,RB,2,HOU,CAR,2,7,4,0,7,6,40,0,0,0,10.70,2015
26,DeMarco Murray,RB,2,PHI,DAL,13,2,0,0,5,5,53,0,0,0,10.50,2015
27,Carlos Hyde,RB,2,SF,PIT,13,43,3,0,4,4,18,0,0,0,10.10,2015
28,Bilal Powell,RB,2,NYJ,IND,12,38,3,0,5,4,16,0,1,0,9.40,2015
29,Tevin Coleman,RB,2,ATL,NYG,9,32,4,1,1,0,0,0,0,0,9.20,2015
30,Alfred Morris,RB,2,WAS,LAR,18,59,3,0,2,2,13,0,0,0,9.20,2015
31,Marshawn Lynch,RB,2,SEA,GB,15,41,3,0,6,3,21,0,0,0,9.20,2015
32,Lamar Miller,RB,2,MIA,JAX,10,14,1,0,6,5,28,0,0,0,9.20,2015
33,Josh Robinson,RB,2,IND,NYJ,5,12,2,0,5,5,27,0,0,0,8.90,2015
34,Fred Jackson,RB,2,SEA,GB,0,0,0,0,2,2,16,1,1,1,8.60,2015
35,Theo Riddick,RB,2,DET,MIN,1,5,5,0,6,5,41,0,1,1,8.60,2015
36,Lance Dunbar,RB,2,DAL,PHI,1,8,8,0,5,3,45,0,0,0,8.30,2015
37,Charles Sims,RB,2,TB,NO,8,38,5,0,3,3,14,0,0,0,8.20,2015
38,Jeremy Langford,RB,2,CHI,ARI,6,21,4,1,0,0,0,0,0,0,8.10,2015
39,Chris Ivory,RB,2,NYJ,IND,14,57,4,0,2,2,3,0,0,0,8.00,2015
40,Ty Montgomery,RB,2,GB,SEA,0,0,0,0,4,4,37,0,0,0,7.70,2015
41,Joseph Randle,RB,2,DAL,PHI,18,51,3,0,1,1,14,0,0,0,7.50,2015
42,Chris Johnson,RB,2,ARI,CHI,20,72,4,0,1,0,0,0,0,0,7.20,2015
43,Darren McFadden,RB,2,DAL,PHI,10,31,3,0,2,2,21,0,0,0,7.20,2015
44,Knile Davis,RB,2,KC,DEN,3,9,3,1,1,0,0,0,0,0,6.90,2015
45,Jonathan Stewart,RB,2,CAR,HOU,17,62,4,0,1,1,-3,0,0,0,6.90,2015
46,Khiry Robinson,RB,2,NO,TB,5,48,10,0,1,1,9,0,0,0,6.70,2015
47,Chris Polk,RB,2,HOU,CAR,14,38,3,0,8,2,9,0,0,0,6.70,2015
48,Benjamin Cunningham,RB,2,LAR,WAS,1,0,0,0,6,4,27,0,0,0,6.70,2015
49,Austin Johnson,FB,2,NO,TB,1,1,1,1,1,0,0,0,0,0,6.10,2015
50,Zach Line,FB,2,MIN,DET,1,1,1,1,0,0,0,0,0,0,6.10,2015
