Player,Position,Team,Opponent,Points
Colin Kaepernick,QB,SF,PIT,30.50
Derek Carr,QB,OAK,BAL,30.34
Tyrod Taylor,QB,BUF,NE,28.98
Cam Newton,QB,CAR,HOU,28.40
Ryan Tannehill,QB,MIA,JAX,27.06
Joe Flacco,QB,BAL,OAK,25.56
Russell Wilson,QB,SEA,GB,23.04
Aaron Rodgers,QB,GB,SEA,22.26
Carson Palmer,QB,ARI,CHI,22.20
Blake Bortles,QB,JAX,MIA,21.62
Andy Dalton,QB,CIN,LAC,21.56
Matt Ryan,QB,ATL,NYG,21.42
Peyton Manning,QB,DEN,KC,21.24
Eli Manning,QB,NYG,ATL,20.98
Matthew Stafford,QB,DET,MIN,20.44
Jameis Winston,QB,TB,NO,19.58
Ryan Mallett,QB,HOU,CAR,19.36
Teddy Bridgewater,QB,MIN,DET,18.22
Marcus Mariota,QB,TEN,CLE,18.18
Ryan Fitzpatrick,QB,NYJ,IND,17.36
Philip Rivers,QB,LAC,CIN,16.14
Johnny Manziel,QB,CLE,TEN,14.98
Drew Brees,QB,NO,TB,13.10
Andrew Luck,QB,IND,NYJ,12.40
Kirk Cousins,QB,WAS,LAR,12.12
Sam Bradford,QB,PHI,DAL,10.86
Jay Cutler,QB,CHI,ARI,10.20
Nick Foles,QB,LAR,WAS,10.10
Tony Romo,QB,DAL,PHI,8.00
Brandon Weeden,QB,DAL,PHI,7.62
Alex Smith,QB,KC,DEN,7.14
Jimmy Clausen,QB,CHI,ARI,3.34
Joe Webb,QB,CAR,HOU,0.00
Luke McCown,QB,NO,TB,0.00
Dan Orlovsky,QB,DET,MIN,0.00
Michael Vick,QB,PIT,SF,-0.30
Allen Robinson,WR,JAX,MIA,36.50
Travis Benjamin,WR,CLE,TEN,35.50
Julian Edelman,WR,NE,BUF,33.90
Odell Beckham Jr,WR,NYG,ATL,30.60
Julio Jones,WR,ATL,NYG,29.50
Michael Crabtree,WR,OAK,BAL,29.10
Torrey Smith,WR,SF,PIT,29.00
Emmanuel Sanders,WR,DEN,KC,28.70
Donte Moncrief,WR,IND,NYJ,28.20
Steve Smith,WR,BAL,OAK,28.00
Amari Cooper,WR,OAK,BAL,26.90
Brandon Marshall,WR,NYJ,IND,26.10
Calvin Johnson,WR,DET,MIN,24.30
Eric Decker,WR,NYJ,IND,23.70
Demaryius Thomas,WR,DEN,KC,22.60
Randall Cobb,WR,GB,SEA,22.60
Jarvis Landry,WR,MIA,JAX,22.60
Doug Baldwin,WR,SEA,GB,22.20
Rishard Matthews,WR,MIA,JAX,20.50
Jordan Matthews,WR,PHI,DAL,20.00
Leonard Hankerson,WR,ATL,NYG,19.70
Terrance Williams,WR,DAL,PHI,18.40
Sammy Watkins,WR,BUF,NE,18.00
Anquan Boldin,WR,SF,PIT,18.00
Darrius Heyward-Bey,WR,PIT,SF,17.70
Aaron Dobson,WR,NE,BUF,15.70
Steve Johnson,WR,LAC,CIN,15.50
Robert Woods,WR,BUF,NE,15.00
Corey Brown,WR,CAR,HOU,14.70
Vincent Jackson,WR,TB,NO,14.40
Pierre Garcon,WR,WAS,LAR,14.30
Ted Ginn,WR,CAR,HOU,14.10
Golden Tate,WR,DET,MIN,14.00
Malcom Floyd,WR,LAC,CIN,13.50
AJ Green,WR,CIN,LAC,13.50
Willie Snead,WR,NO,TB,13.40
Marvin Jones,WR,CIN,LAC,13.10
Kamar Aiken,WR,BAL,OAK,12.90
Kenny Britt,WR,LAR,WAS,12.40
Josh Bellamy,WR,CHI,ARI,11.80
Louis Murphy,WR,TB,NO,11.20
Eddie Royal,WR,CHI,ARI,11.10
Marques Colston,WR,NO,TB,10.90
Allen Hurns,WR,JAX,MIA,10.80
Brandin Cooks,WR,NO,TB,10.80
DeAndre Hopkins,WR,HOU,CAR,10.30
Jaron Brown,WR,ARI,CHI,10.00
James Jones,WR,GB,SEA,9.90
Anthony Fasano,TE,TEN,CLE,19.40
Eric Ebron,TE,DET,MIN,15.30
