Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Rob Gronkowski,TE,2,NE,BUF,13,7,54,113,1,36,9,16,0,0,0,0,0,27.30,2015
2,Crockett Gillmore,TE,2,BAL,OAK,6,5,83,88,2,38,15,18,0,0,0,0,0,25.80,2015
3,Anthony Fasano,TE,2,TEN,CLE,7,5,71,84,1,33,12,17,0,0,0,0,0,19.40,2015
4,Eric Ebron,TE,2,DET,MIN,10,5,50,43,1,16,4,9,0,0,0,0,0,15.30,2015
5,Tyler Eifert,TE,2,CIN,LAC,5,4,80,49,1,15,10,12,0,0,0,0,0,14.90,2015
6,Jordan Reed,TE,2,WAS,LAR,6,6,100,82,0,29,14,14,0,0,0,0,0,14.20,2015
7,Kyle Rudolph,TE,2,MIN,DET,7,5,71,30,1,11,4,6,0,0,0,0,0,14.00,2015
8,Richard Rodgers,TE,2,GB,SEA,4,3,75,23,1,9,6,8,0,0,0,0,0,13.30,2015
9,Greg Olsen,TE,2,CAR,HOU,14,6,43,70,0,27,5,12,0,0,0,0,0,13.00,2015
10,Larry Donnell,TE,2,NYG,ATL,6,4,67,28,1,10,5,7,0,0,0,0,0,12.80,2015
11,Jason Witten,TE,2,DAL,PHI,8,7,88,56,0,11,7,8,0,0,0,0,0,12.60,2015
12,Jacob Tamme,TE,2,ATL,NYG,6,4,67,77,0,41,13,19,0,0,0,0,0,11.70,2015
13,Heath Miller,TE,2,PIT,SF,2,2,100,15,1,13,8,8,0,0,0,0,0,11.50,2015
14,Vernon Davis,TE,2,SF,PIT,7,5,71,62,0,43,9,12,0,0,0,0,0,11.20,2015
15,Charles Clay,TE,2,BUF,NE,5,3,60,19,1,9,4,6,0,0,0,0,0,10.90,2015
16,Jake Stoneburner,TE,2,MIA,JAX,2,2,100,18,1,13,9,9,0,0,0,0,0,9.80,2015
17,Travis Kelce,TE,2,KC,DEN,5,4,80,58,0,29,12,15,0,0,0,0,0,9.80,2015
18,Jared Cook,TE,2,LAR,WAS,7,5,71,47,0,14,7,9,0,0,0,0,0,9.70,2015
19,Ladarius Green,TE,2,LAC,CIN,6,5,83,47,0,12,8,9,0,0,0,0,0,9.70,2015
20,Virgil Green,TE,2,DEN,KC,3,2,67,12,1,11,4,6,0,0,0,0,0,9.20,2015
21,Jordan Cameron,TE,2,MIA,JAX,4,3,75,62,0,26,16,21,0,0,0,0,0,9.20,2015
22,Martellus Bennett,TE,2,CHI,ARI,6,4,67,48,0,21,8,12,0,0,0,0,0,8.80,2015
23,Chase Coffman,TE,2,TEN,CLE,6,4,67,42,0,16,7,11,0,0,0,0,0,8.20,2015
24,Garrett Graham,TE,2,HOU,CAR,5,1,20,7,1,7,1,7,0,0,0,0,0,7.70,2015
25,James O'Shaughnessy,TE,2,KC,DEN,2,2,100,54,0,30,27,27,0,0,0,0,0,7.40,2015
26,Luke Willson,TE,2,SEA,GB,4,2,50,36,0,24,9,18,0,0,0,0,0,5.60,2015
27,Scott Chandler,TE,2,NE,BUF,5,3,60,23,0,9,5,8,0,0,0,0,0,5.30,2015
28,Austin Seferian-Jenkins,TE,2,TB,NO,3,2,67,29,0,21,10,15,0,0,0,0,0,4.90,2015
29,Owen Daniels,TE,2,DEN,KC,5,3,60,19,0,8,4,6,0,0,0,0,0,4.90,2015
30,Zach Ertz,TE,2,PHI,DAL,7,3,43,17,0,9,2,6,0,0,0,0,0,4.70,2015
31,Mychal Rivera,TE,2,OAK,BAL,5,3,60,15,0,7,3,5,0,0,0,0,0,4.50,2015
32,Zach Miller,TE,2,CHI,ARI,2,2,100,14,0,9,7,7,0,0,0,0,0,3.40,2015
33,Benjamin Watson,TE,2,NO,TB,4,2,50,12,0,8,3,6,0,0,0,0,0,3.20,2015
34,Garrett Celek,TE,2,SF,PIT,2,2,100,10,0,7,5,5,0,0,0,0,0,3.00,2015
35,CJ Fiedorowicz,TE,2,HOU,CAR,1,1,100,19,0,19,19,19,0,0,0,0,0,2.90,2015
36,Gary Barnidge,TE,2,CLE,TEN,1,1,100,17,0,17,17,17,0,0,0,0,0,2.70,2015
37,Gavin Escobar,TE,2,DAL,PHI,3,2,67,16,0,13,5,8,0,0,0,1,1,2.60,2015
38,Lance Kendricks,TE,2,LAR,WAS,2,1,50,15,0,15,8,15,0,0,0,0,0,2.50,2015
39,Michael Williams,TE,2,NE,BUF,1,1,100,15,0,15,15,15,0,0,0,0,0,2.50,2015
40,Craig Stevens,TE,2,TEN,CLE,1,1,100,13,0,13,13,13,0,0,0,0,0,2.30,2015
41,Blake Bell,TE,2,SF,PIT,3,1,33,11,0,11,4,11,0,0,0,0,0,2.10,2015
42,Jimmy Graham,TE,2,SEA,GB,2,1,50,11,0,11,6,11,0,0,0,0,0,2.10,2015
43,Maxx Williams,TE,2,BAL,OAK,1,1,100,8,0,8,8,8,0,0,0,0,0,1.80,2015
44,Lee Smith,TE,2,OAK,BAL,1,1,100,6,0,6,6,6,0,0,0,0,0,1.60,2015
45,Jermaine Gresham,TE,2,ARI,CHI,1,1,100,5,0,5,5,5,0,0,0,0,0,1.50,2015
46,Clive Walford,TE,2,OAK,BAL,2,1,50,4,0,4,2,4,0,0,0,0,0,1.40,2015
47,Jerome Cunningham,TE,2,NYG,ATL,3,1,33,3,0,3,1,3,0,0,0,0,0,1.30,2015
48,Matthew Mulligan,TE,2,BUF,NE,1,1,100,2,0,2,2,2,0,0,0,0,0,1.20,2015
49,Josh Hill,TE,2,NO,TB,4,1,25,2,0,2,1,2,0,0,0,0,0,1.20,2015
50,Geoff Swaim,TE,2,DAL,PHI,1,1,100,0,0,0,0,0,0,0,0,0,0,1.00,2015
