Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Stephen Gostkowski,K,2,NE,BUF,4,4,100,50,4,4,0.00,2015
2,Kyle Brindza,K,2,TB,NO,4,5,80,55,2,2,0.00,2015
3,Justin Tucker,K,2,BAL,OAK,4,4,100,37,3,3,0.00,2015
4,Mason Crosby,K,2,GB,SEA,4,4,100,54,1,1,0.00,2015
5,Robbie Gould,K,2,CHI,ARI,3,3,100,51,2,2,0.00,2015
6,Sebastian Janikowski,K,2,OAK,BAL,3,3,100,48,4,4,0.00,2015
7,Jason Myers,K,2,JAX,MIA,3,3,100,58,2,2,0.00,2015
8,Brandon McManus,K,2,DEN,KC,1,1,100,54,4,4,0.00,2015
9,Blair Walsh,K,2,MIN,DET,2,2,100,28,2,3,0.00,2015
10,Josh Brown,K,2,NYG,ATL,2,2,100,44,2,2,0.00,2015
11,Andrew Franks,K,2,MIA,JAX,2,3,67,48,2,2,0.00,2015
12,Dan Bailey,K,2,DAL,PHI,2,2,100,28,2,2,0.00,2015
13,Nick Folk,K,2,NYJ,IND,2,3,67,46,2,2,0.00,2015
14,Josh Lambo,K,2,LAC,CIN,2,3,67,40,1,1,0.00,2015
15,Steven Hauschka,K,2,SEA,GB,1,1,100,54,2,2,0.00,2015
16,Cairo Santos,K,2,KC,DEN,1,1,100,35,3,3,0.00,2015
17,Chandler Catanzaro,K,2,ARI,CHI,0,0,0,0,6,7,0.00,2015
18,Mike Nugent,K,2,CIN,LAC,1,2,50,21,3,3,0.00,2015
19,Dustin Hopkins,K,2,WAS,LAR,1,1,100,46,3,3,0.00,2015
20,Matt Bryant,K,2,ATL,NYG,1,1,100,42,3,3,0.00,2015
21,Graham Gano,K,2,CAR,HOU,1,2,50,28,3,3,0.00,2015
22,Greg Zuerlein,K,2,LAR,WAS,1,1,100,52,1,1,0.00,2015
23,Randy Bullock,K,2,HOU,CAR,1,1,100,43,2,2,0.00,2015
24,Travis Coons,K,2,CLE,TEN,0,0,0,0,4,4,0.00,2015
25,Phil Dawson,K,2,SF,PIT,1,1,100,47,1,1,0.00,2015
26,Matt Prater,K,2,DET,MIN,1,1,100,26,1,1,0.00,2015
27,Cody Parkey,K,2,PHI,DAL,1,1,100,46,1,1,0.00,2015
28,Josh Scobee,K,2,PIT,SF,0,0,0,0,3,4,0.00,2015
29,Dan Carpenter,K,2,BUF,NE,0,0,0,0,2,3,0.00,2015
30,Ryan Succop,K,2,TEN,CLE,0,0,0,0,2,2,0.00,2015
31,Zach Hocker,K,2,NO,TB,0,1,0,0,1,2,0.00,2015
32,Adam Vinatieri,K,2,IND,NYJ,0,1,0,0,1,1,0.00,2015
33,Jordan Gay,K,2,BUF,NE,0,0,0,0,0,0,0.00,2015
