Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Larry Fitzgerald,WR,2,ARI,CHI,9,8,89,112,3,28,12,14,0,0,0,0,0,40.20,2015
2,Antonio Brown,WR,2,PIT,SF,11,9,82,195,1,59,18,22,0,0,0,0,0,39.50,2015
3,Allen Robinson,WR,2,JAX,MIA,12,6,50,155,2,52,13,26,0,0,0,0,0,36.50,2015
4,Travis Benjamin,WR,2,CLE,TEN,4,3,75,115,2,60,29,38,0,0,0,0,0,35.50,2015
5,Julian Edelman,WR,2,NE,BUF,19,11,58,97,2,22,5,9,1,12,0,0,0,33.90,2015
6,Odell Beckham Jr,WR,2,NYG,ATL,12,7,58,146,1,67,12,21,0,0,0,0,0,30.60,2015
7,Julio Jones,WR,2,ATL,NYG,15,13,87,135,0,37,9,10,0,0,0,0,0,29.50,2015
8,Michael Crabtree,WR,2,OAK,BAL,16,9,56,111,1,37,7,12,0,0,0,0,0,29.10,2015
9,Torrey Smith,WR,2,SF,PIT,7,6,86,120,1,75,17,20,0,0,0,0,0,29.00,2015
10,Emmanuel Sanders,WR,2,DEN,KC,14,8,57,87,2,19,6,11,1,0,0,0,0,28.70,2015
11,Donte Moncrief,WR,2,IND,NYJ,8,7,88,122,1,30,15,17,0,0,0,0,0,28.20,2015
12,Steve Smith,WR,2,BAL,OAK,16,10,63,150,0,37,9,15,0,0,0,0,0,28.00,2015
13,Amari Cooper,WR,2,OAK,BAL,11,7,64,109,1,68,10,16,0,0,0,0,0,26.90,2015
14,Brandon Marshall,WR,2,NYJ,IND,10,7,70,101,1,42,10,14,0,0,0,0,0,26.10,2015
15,Calvin Johnson,WR,2,DET,MIN,17,10,59,83,1,18,5,8,0,0,0,0,0,24.30,2015
16,Eric Decker,WR,2,NYJ,IND,11,8,73,97,1,20,9,12,0,0,0,0,0,23.70,2015
17,Demaryius Thomas,WR,2,DEN,KC,14,8,57,116,0,22,8,15,0,0,0,0,0,22.60,2015
18,Jarvis Landry,WR,2,MIA,JAX,10,8,80,110,0,36,11,14,1,6,0,0,0,22.60,2015
19,Randall Cobb,WR,2,GB,SEA,11,8,73,116,0,25,11,15,0,0,0,0,0,22.60,2015
20,Doug Baldwin,WR,2,SEA,GB,8,7,88,92,1,32,12,13,0,0,0,0,0,22.20,2015
21,Rishard Matthews,WR,2,MIA,JAX,7,6,86,115,0,48,16,19,0,0,0,0,0,20.50,2015
22,Jordan Matthews,WR,2,PHI,DAL,9,6,67,80,1,32,9,13,0,0,0,0,0,20.00,2015
23,Leonard Hankerson,WR,2,ATL,NYG,11,6,55,77,1,20,7,13,0,0,0,0,0,19.70,2015
24,Terrance Williams,WR,2,DAL,PHI,7,4,57,84,1,42,12,21,0,0,0,0,0,18.40,2015
25,Sammy Watkins,WR,2,BUF,NE,8,6,75,60,1,24,8,10,0,0,0,0,0,18.00,2015
26,Anquan Boldin,WR,2,SF,PIT,10,6,60,60,1,14,6,10,0,0,0,0,0,18.00,2015
27,Darrius Heyward-Bey,WR,2,PIT,SF,5,4,80,77,1,41,15,19,0,0,0,0,0,17.70,2015
28,Aaron Dobson,WR,2,NE,BUF,8,7,88,87,0,24,11,12,0,0,0,0,0,15.70,2015
29,Steve Johnson,WR,2,LAC,CIN,6,5,83,45,1,15,8,9,0,0,0,0,0,15.50,2015
30,Robert Woods,WR,2,BUF,NE,3,3,100,60,1,32,20,20,0,0,0,0,0,15.00,2015
31,Corey Brown,WR,2,CAR,HOU,4,3,75,57,1,36,14,19,0,0,0,0,0,14.70,2015
32,Vincent Jackson,WR,2,TB,NO,5,3,60,54,1,22,11,18,0,0,0,0,0,14.40,2015
33,Pierre Garcon,WR,2,WAS,LAR,7,6,86,23,1,6,3,4,0,0,0,0,0,14.30,2015
34,Ted Ginn,WR,2,CAR,HOU,9,4,44,41,1,25,5,10,0,0,0,0,0,14.10,2015
35,Golden Tate,WR,2,DET,MIN,10,6,60,80,0,19,8,13,0,0,0,0,0,14.00,2015
36,Malcom Floyd,WR,2,LAC,CIN,4,2,50,55,1,40,14,28,0,0,0,0,0,13.50,2015
37,AJ Green,WR,2,CIN,LAC,4,3,75,45,1,23,11,15,0,0,0,0,0,13.50,2015
38,Willie Snead,WR,2,NO,TB,6,4,67,44,1,16,7,11,0,0,0,1,1,13.40,2015
