Player,Position,Team,Opponent,Points
Matthew Stafford,QB,DET,MIN,28.46
Philip Rivers,QB,LAC,TB,26.98
Andy Dalton,QB,CIN,NYG,23.76
Carson Palmer,QB,OAK,BAL,23.72
Ryan Fitzpatrick,QB,BUF,NE,23.68
Drew Brees,QB,NO,ATL,22.82
Andrew Luck,QB,IND,JAX,20.18
Sam Bradford,QB,LAR,SF,19.00
Christian Ponder,QB,MIN,DET,18.54
Peyton Manning,QB,DEN,CAR,18.44
Russell Wilson,QB,SEA,NYJ,17.92
Tom Brady,QB,NE,BUF,17.38
Colin Kaepernick,QB,SF,LAR,17.28
Josh Freeman,QB,TB,LAC,16.80
Jake Locker,QB,TEN,MIA,16.48
Cam Newton,QB,CAR,DEN,16.34
Tony Romo,QB,DAL,PHI,16.26
Nick Foles,QB,PHI,DAL,10.76
Ben Roethlisberger,QB,PIT,KC,8.76
Blaine Gabbert,QB,JAX,IND,8.36
Chad Henne,QB,JAX,IND,7.84
Michael Vick,QB,PHI,DAL,7.50
Alex Smith,QB,SF,LAR,7.38
Matt Cassel,QB,KC,PIT,6.36
Eli Manning,QB,NYG,CIN,5.70
Matt Schaub,QB,HOU,CHI,5.60
Ryan Tannehill,QB,MIA,TEN,5.58
Jason Campbell,QB,CHI,HOU,4.26
Jay Cutler,QB,CHI,HOU,3.30
Mark Sanchez,QB,NYJ,SEA,2.96
Byron Leftwich,QB,PIT,KC,2.92
Tim Tebow,QB,NYJ,SEA,1.72
Matt Moore,QB,MIA,TEN,0.10
Chase Daniel,QB,NO,ATL,0.00
Matt Leinart,QB,OAK,BAL,0.00
Tyrod Taylor,QB,BAL,OAK,0.00
Matt Hasselbeck,QB,TEN,MIA,-0.30
Cecil Shorts,WR,JAX,IND,25.50
Demaryius Thomas,WR,DEN,CAR,25.50
Danny Amendola,WR,LAR,SF,24.20
Jeremy Maclin,WR,PHI,DAL,23.30
Brandon Marshall,WR,CHI,HOU,21.70
AJ Green,WR,CIN,NYG,21.50
Roddy White,WR,ATL,NO,21.40
Torrey Smith,WR,BAL,OAK,20.70
Sidney Rice,WR,SEA,NYJ,19.40
Donald Jones,WR,BUF,NE,19.40
Denarius Moore,WR,OAK,BAL,19.00
Darrius Heyward-Bey,WR,OAK,BAL,18.80
Malcom Floyd,WR,LAC,TB,18.30
Golden Tate,WR,SEA,NYJ,18.02
Michael Crabtree,WR,SF,LAR,18.00
Dez Bryant,WR,DAL,PHI,17.70
Reggie Wayne,WR,IND,JAX,17.60
Hakeem Nicks,WR,NYG,CIN,16.50
Lance Moore,WR,NO,ATL,16.10
Brian Hartline,WR,MIA,TEN,15.90
Jarius Wright,WR,MIN,DET,15.80
Laurent Robinson,WR,JAX,IND,15.70
Brandon Stokley,WR,DEN,CAR,15.40
Mohamed Sanu,WR,CIN,NYG,15.00
Steve Johnson,WR,BUF,NE,14.60
Jacoby Jones,WR,BAL,OAK,14.00
Titus Young,WR,DET,MIN,13.50
Wes Welker,WR,NE,BUF,13.40
Micheal Spurlock,WR,JAX,IND,12.10
Marques Colston,WR,NO,ATL,11.60
Julio Jones,WR,ATL,NO,11.50
DeSean Jackson,WR,PHI,DAL,11.20
Vincent Jackson,WR,TB,LAC,10.90
Brian Quick,WR,LAR,SF,10.60
Andrew Hawkins,WR,CIN,NYG,10.60
Austin Pettis,WR,LAR,SF,10.50
Donnie Avery,WR,IND,JAX,10.50
Riley Cooper,WR,PHI,DAL,10.40
Mike Wallace,WR,PIT,KC,10.40
Tiquan Underwood,WR,TB,LAC,10.20
Jeremy Kerley,WR,NYJ,SEA,10.20
Trindon Holliday,WR,DEN,CAR,9.70
Dwayne Bowe,WR,KC,PIT,9.50
Brandon Lloyd,WR,NE,BUF,9.50
Davone Bess,WR,MIA,TEN,9.30
Harry Douglas,WR,ATL,NO,8.90
Mike Williams,WR,TB,LAC,8.40
Kendall Wright,WR,TEN,MIA,7.90
Greg Olsen,TE,CAR,DEN,34.20
Kyle Rudolph,TE,MIN,DET,19.40
Dennis Pitta,TE,BAL,OAK,17.70
Scott Chandler,TE,BUF,NE,17.50
Antonio Gates,TE,LAC,TB,15.70
Jason Witten,TE,DAL,PHI,12.70
Brandon Pettigrew,TE,DET,MIN,12.20
Rob Gronkowski,TE,NE,BUF,12.10
Brandon Myers,TE,OAK,BAL,10.70
Jermaine Gresham,TE,CIN,NYG,10.50
Tony Moeaki,TE,KC,PIT,9.80
Jared Cook,TE,TEN,MIA,9.60
Heath Miller,TE,PIT,KC,8.70
Zach Miller,TE,SEA,NYJ,8.70
Ed Dickson,TE,BAL,OAK,7.90
Lance Kendricks,TE,LAR,SF,7.80
Dustin Keller,TE,NYJ,SEA,7.70
Martellus Bennett,TE,NYG,CIN,7.70
Dallas Clark,TE,TB,LAC,7.30
Vernon Davis,TE,SF,LAR,7.00
Marcedes Lewis,TE,JAX,IND,6.60
Brent Celek,TE,PHI,DAL,6.10
Clay Harbor,TE,PHI,DAL,5.50
Joel Dreessen,TE,DEN,CAR,5.10
Dwayne Allen,TE,IND,JAX,5.10
Garrett Graham,TE,HOU,CHI,4.50
David Paulson,TE,PIT,KC,3.50
David Ausberry,TE,OAK,BAL,3.50
Matt Spaeth,TE,CHI,HOU,3.40
Orson Charles,TE,CIN,NYG,2.90
Charles Clay,TE,MIA,TEN,2.50
Luke Stocker,TE,TB,LAC,2.10
John Carlson,TE,MIN,DET,2.10
Dante Rosario,TE,LAC,TB,2.10
Gary Barnidge,TE,CAR,DEN,1.80
Craig Stevens,TE,TEN,MIA,1.70
Kyle Adams,TE,CHI,HOU,1.70
Jacob Tamme,TE,DEN,CAR,1.60
Lee Smith,TE,BUF,NE,1.50
Michael Palmer,TE,ATL,NO,1.50
Anthony Fasano,TE,MIA,TEN,1.40
Randy McMichael,TE,LAC,TB,1.00
Kellen Davis,TE,CHI,HOU,0.60
Virgil Green,TE,DEN,CAR,0.00
Rhett Ellison,TE,MIN,DET,0.00
Will Heller,TE,DET,MIN,0.00
David Thomas,TE,NO,ATL,0.00
Richard Gordon,TE,OAK,BAL,0.00
Arian Foster,RB,HOU,CHI,25.70
Marshawn Lynch,RB,SEA,NYJ,24.10
Steven Jackson,RB,LAR,SF,23.70
Chris Johnson,RB,TEN,MIA,23.40
