Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Rob Bironas,K,10,TEN,MIA,3,3,100,53,4,4,0.00,2012
2,Blair Walsh,K,10,MIN,DET,4,4,100,48,2,2,0.00,2012
3,Justin Tucker,K,10,BAL,OAK,2,2,100,48,7,7,0.00,2012
4,Stephen Gostkowski,K,10,NE,BUF,3,3,100,48,4,4,0.00,2012
5,Matt Prater,K,10,DEN,CAR,2,3,67,53,4,4,0.00,2012
6,Connor Barth,K,10,TB,LAC,2,2,100,45,4,4,0.00,2012
7,Shaun Suisham,K,10,PIT,KC,3,3,100,35,1,1,0.00,2012
8,Adam Vinatieri,K,10,IND,JAX,2,2,100,41,3,3,0.00,2012
9,Matt Bryant,K,10,ATL,NO,2,2,100,37,3,3,0.00,2012
10,Sebastian Janikowski,K,10,OAK,BAL,2,2,100,47,2,2,0.00,2012
11,Dan Bailey,K,10,DAL,PHI,1,1,100,30,5,5,0.00,2012
12,Robbie Gould,K,10,CHI,HOU,2,3,67,51,0,0,0.00,2012
13,Mike Nugent,K,10,CIN,NYG,1,1,100,28,4,4,0.00,2012
14,Lawrence Tynes,K,10,NYG,CIN,2,2,100,31,1,1,0.00,2012
15,Rian Lindell,K,10,BUF,NE,1,1,100,41,4,4,0.00,2012
16,Garrett Hartley,K,10,NO,ATL,1,1,100,31,4,4,0.00,2012
17,Shayne Graham,K,10,HOU,CHI,2,2,100,42,1,1,0.00,2012
18,Ryan Succop,K,10,KC,PIT,2,3,67,46,1,1,0.00,2012
19,Jason Hanson,K,10,DET,MIN,1,1,100,41,3,3,0.00,2012
20,Nick Novak,K,10,LAC,TB,1,1,100,34,3,3,0.00,2012
21,Greg Zuerlein,K,10,LAR,SF,1,2,50,27,3,3,0.00,2012
22,David Akers,K,10,SF,LAR,1,2,50,33,3,3,0.00,2012
23,Alex Henery,K,10,PHI,DAL,1,1,100,40,2,2,0.00,2012
24,Josh Scobee,K,10,JAX,IND,1,2,50,40,1,1,0.00,2012
25,Steven Hauschka,K,10,SEA,NYJ,0,0,0,0,4,4,0.00,2012
26,Dan Carpenter,K,10,MIA,TEN,1,1,100,40,0,0,0.00,2012
27,Justin Medlock,K,10,CAR,DEN,0,1,0,0,2,2,0.00,2012
28,Nick Folk,K,10,NYJ,SEA,0,0,0,0,1,1,0.00,2012
