Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Joe Flacco,QB,10,BAL,OAK,21,33,64,341,10,3,1,116,1,1,1,1,33.74,2012
2,Matt Ryan,QB,10,ATL,NO,34,52,65,411,8,3,1,101,2,2,1,0,30.64,2012
3,Matthew Stafford,QB,10,DET,MIN,28,42,67,329,8,3,1,104,3,13,4,0,28.46,2012
4,Philip Rivers,QB,10,LAC,TB,29,37,78,337,9,3,2,109,2,5,3,0,26.98,2012
5,Andy Dalton,QB,10,CIN,NYG,21,30,70,199,7,4,0,128,2,-2,-1,0,23.76,2012
6,Carson Palmer,QB,10,OAK,BAL,29,45,64,368,8,2,1,95,1,0,0,0,23.72,2012
7,Ryan Fitzpatrick,QB,10,BUF,NE,27,40,68,337,8,2,1,100,3,12,4,0,23.68,2012
8,Drew Brees,QB,10,NO,ATL,21,32,66,298,9,3,1,114,1,-1,-1,0,22.82,2012
9,Andrew Luck,QB,10,IND,JAX,18,26,69,227,9,0,1,80,7,11,2,2,20.18,2012
10,Sam Bradford,QB,10,LAR,SF,26,39,67,275,7,2,0,104,1,0,0,0,19.00,2012
11,Christian Ponder,QB,10,MIN,DET,24,32,75,221,7,2,0,114,6,22,4,0,18.54,2012
12,Peyton Manning,QB,10,DEN,CAR,27,38,71,301,8,1,0,103,3,4,1,0,18.44,2012
13,Russell Wilson,QB,10,SEA,NYJ,12,19,63,188,10,2,0,131,7,34,5,0,17.92,2012
14,Tom Brady,QB,10,NE,BUF,23,38,61,237,6,2,0,96,1,-1,-1,0,17.38,2012
15,Colin Kaepernick,QB,10,SF,LAR,11,17,65,117,7,0,0,85,8,66,8,1,17.28,2012
16,Josh Freeman,QB,10,TB,LAC,14,20,70,210,11,2,0,138,1,4,4,0,16.80,2012
17,Jake Locker,QB,10,TEN,MIA,9,21,43,122,6,2,0,94,4,36,9,0,16.48,2012
18,Cam Newton,QB,10,CAR,DEN,21,36,58,241,7,2,2,74,4,7,2,0,16.34,2012
19,Tony Romo,QB,10,DAL,PHI,19,26,73,209,8,2,0,122,1,-1,-1,0,16.26,2012
20,Nick Foles,QB,10,PHI,DAL,22,32,69,219,7,1,1,85,0,0,0,0,10.76,2012
21,Ben Roethlisberger,QB,10,PIT,KC,9,18,50,84,5,1,0,82,1,14,14,0,8.76,2012
22,Blaine Gabbert,QB,10,JAX,IND,18,31,58,209,7,0,1,65,1,10,10,0,8.36,2012
23,Chad Henne,QB,10,JAX,IND,10,16,63,121,8,1,1,80,0,0,0,0,7.84,2012
24,Michael Vick,QB,10,PHI,DAL,6,9,67,70,8,1,0,127,3,7,2,0,7.50,2012
25,Alex Smith,QB,10,SF,LAR,7,8,88,72,9,1,0,144,2,5,3,0,7.38,2012
26,Matt Cassel,QB,10,KC,PIT,11,26,42,154,6,0,1,46,2,12,6,0,6.36,2012
27,Eli Manning,QB,10,NYG,CIN,29,46,63,215,5,0,2,56,1,1,1,0,5.70,2012
28,Matt Schaub,QB,10,HOU,CHI,14,26,54,95,4,1,2,43,2,-2,-1,0,5.60,2012
29,Ryan Tannehill,QB,10,MIA,TEN,23,39,59,217,6,0,3,42,1,-1,-1,0,5.58,2012
30,Jason Campbell,QB,10,CHI,HOU,11,19,58,94,5,0,0,71,1,5,5,0,4.26,2012
31,Jay Cutler,QB,10,CHI,HOU,7,14,50,40,3,0,2,17,3,37,12,0,3.30,2012
32,Mark Sanchez,QB,10,NYJ,SEA,9,22,41,124,6,0,1,41,0,0,0,0,2.96,2012
33,Byron Leftwich,QB,10,PIT,KC,7,14,50,73,5,0,0,65,0,0,0,0,2.92,2012
34,Tim Tebow,QB,10,NYJ,SEA,3,3,100,8,3,0,0,79,4,14,4,0,1.72,2012
35,Matt Moore,QB,10,MIA,TEN,0,0,0,0,0,0,0,0,1,1,1,0,0.10,2012
36,Tyrod Taylor,QB,10,BAL,OAK,0,1,0,0,0,0,0,40,0,0,0,0,0.00,2012
37,Matt Leinart,QB,10,OAK,BAL,0,1,0,0,0,0,0,40,0,0,0,0,0.00,2012
38,Chase Daniel,QB,10,NO,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
39,Matt Hasselbeck,QB,10,TEN,MIA,0,1,0,0,0,0,0,40,3,-3,-1,0,-0.30,2012
