,Player,Position,Team,Opponent,Points,PlayerID
0,Drew Brees,QB,NO,DAL,32.74,00-0020531
1,Matt Ryan,QB,ATL,DET,29.66,00-0026143
2,Joe Flacco,QB,BAL,NYG,28.36,00-0026158
3,Peyton Manning,QB,DEN,CLE,27.56,00-0010346
4,Russell Wilson,QB,SEA,SF,24.74,00-0029263
5,Cam Newton,QB,CAR,OAK,21.8,00-0027939
6,Chad Henne,QB,JAX,NE,20.12,00-0026197
7,Matthew Stafford,QB,DET,ATL,19.92,00-0026498
8,Nick Foles,QB,PHI,WAS,19.8,00-0029567
9,Josh Freeman,QB,TB,LAR,19.68,00-0026993
10,Ryan Tannehill,QB,MIA,BUF,17.6,00-0029701
11,Tom Brady,QB,NE,JAX,16.68,00-0019596
12,Colin Kaepernick,QB,SF,SEA,15.86,00-0027974
13,Robert Griffin III,QB,WAS,PHI,15.32,00-0029532
14,Philip Rivers,QB,LAC,NYJ,15.0,00-0022942
15,Christian Ponder,QB,MIN,HOU,14.76,00-0027950
16,Sam Bradford,QB,LA,TB,14.74,00-0027854
17,Andrew Luck,QB,IND,KC,14.3,00-0029668
18,Ryan Fitzpatrick,QB,BUF,MIA,13.4,00-0023682
19,Ben Roethlisberger,QB,PIT,CIN,11.1,00-0022924
20,Eli Manning,QB,NYG,BAL,10.8,00-0022803
21,Jake Locker,QB,TEN,GB,10.8,00-0027946
22,Jay Cutler,QB,CHI,ARI,10.64,00-0024226
23,Andy Dalton,QB,CIN,PIT,9.12,00-0027973
24,Colt McCoy,QB,CLE,DEN,8.86,00-0027688
25,Greg McElroy,QB,NYJ,LAC,7.9,00-0028146
26,Matt Schaub,QB,HOU,MIN,7.12,00-0022787
27,Brady Quinn,QB,KC,IND,5.58,00-0025409
28,Ryan Lindley,QB,ARI,CHI,4.64,00-0029531
29,Brandon Weeden,QB,CLE,DEN,4.56,00-0029677
30,Matt Leinart,QB,OAK,CAR,3.6,00-0024225
31,Brian Hoyer,QB,ARI,CHI,3.2,00-0026625
32,Carson Palmer,QB,OAK,CAR,1.24,00-0021429
33,Graham Harrell,QB,GB,TEN,0.06,00-0027602
34,Chase Daniel,QB,NO,DAL,0.0,00-0026544
35,Alex Smith,QB,SF,SEA,0.0,00-0023436
36,Matt Moore,QB,MIA,BUF,0.0,00-0025708
37,Brock Osweiler,QB,DEN,CLE,-0.1,00-0029682
38,Tyrod Taylor,QB,BAL,NYG,-0.3,00-0028118
39,Matt Flynn,QB,SEA,SF,-0.3,00-0026349
40,TJ Yates,QB,HOU,MIN,-1.2,
41,Calvin Johnson,WR,DET,ATL,35.5,00-0025389
42,Mike Williams,WR,TB,LAR,29.2,00-0033536
43,Jeremy Maclin,WR,PHI,WAS,28.6,00-0026995
44,Marques Colston,WR,NO,DAL,28.3,00-0024466
45,Demaryius Thomas,WR,DEN,CLE,28.2,00-0027874
46,James Jones,WR,GB,TEN,26.0,00-0025465
47,Wes Welker,WR,NE,JAX,25.7,00-0022427
48,Eric Decker,WR,DEN,CLE,24.5,00-0027690
49,AJ Green,WR,CIN,PIT,23.6,00-0027942
50,Larry Fitzgerald,WR,ARI,CHI,22.1,00-0022921
51,Doug Baldwin,WR,SEA,SF,21.3,00-0028434
52,Justin Blackmon,WR,JAX,NE,20.9,00-0029707
53,Vincent Jackson,WR,TB,LAR,20.8,00-0023496
54,Antonio Brown,WR,PIT,CIN,20.7,00-0027793
55,Torrey Smith,WR,BAL,NYG,19.8,00-0027996
56,Julio Jones,WR,ATL,DET,19.4,00-0027944
57,Reggie Wayne,WR,IND,KC,19.1,00-0020498
58,Brandon Marshall,WR,CHI,ARI,18.8,00-0024334
59,Greg Little,WR,CLE,DEN,17.8,00-0027997
60,Greg Jennings,WR,GB,TEN,17.5,00-0024267
61,Andre Johnson,WR,HOU,MIN,16.7,00-0022044
62,Anquan Boldin,WR,BAL,NYG,16.3,00-0022084
63,Danario Alexander,WR,LAC,NYJ,15.9,00-0027912
64,Pierre Garcon,WR,WAS,PHI,15.9,00-0026345
65,Randall Cobb,WR,GB,TEN,15.2,00-0028002
66,Jason Avant,WR,PHI,WAS,15.0,00-0024324
67,Miles Austin,WR,DAL,NO,14.5,00-0023921
68,Steve Smith,WR,CAR,OAK,14.5,
69,Jordan Shipley,WR,JAX,NE,13.2,00-0027687
70,Lance Moore,WR,NO,DAL,13.0,00-0023310
71,Domenik Hixon,WR,NYG,BAL,12.6,00-0024345
72,Brandon Lloyd,WR,NE,JAX,12.2,00-0022097
73,Kenny Britt,WR,TEN,GB,12.1,00-0027006
74,Santana Moss,WR,WAS,PHI,11.8,00-0020494
75,Marvin Jones,WR,CIN,PIT,11.5,00-0029293
76,Cecil Shorts,WR,JAX,NE,11.4,00-0028052
77,Jarius Wright,WR,MIN,HOU,11.1,00-0029572
78,Josh Morgan,WR,WAS,PHI,10.8,00-0026314
79,Michael Floyd,WR,ARI,CHI,10.7,00-0029638
80,Michael Crabtree,WR,SF,SEA,10.5,00-0026986
81,Clyde Gates,WR,NYJ,LAC,9.5,00-0028049
82,Andre Roberts,WR,ARI,CHI,9.4,00-0027691
83,Brad Smith,WR,BUF,MIA,9.2,00-0024318
84,Donnie Avery,WR,IND,KC,8.8,00-0026173
85,Brandon LaFell,WR,CAR,OAK,8.8,00-0027681
86,Dwayne Harris,WR,DAL,NO,8.6,00-0028114
87,Jonathan Baldwin,WR,KC,IND,8.4,
88,Brandon Stokley,WR,DEN,CLE,8.2,00-0015754
89,Delanie Walker,TE,SF,SEA,15.4,00-0024389
90,Kyle Rudolph,TE,MIN,HOU,12.9,00-0027981
91,Antonio Gates,TE,LAC,NYJ,12.4,00-0021547
92,Jermichael Finley,TE,GB,TEN,12.0,00-0026231
93,Jason Witten,TE,DAL,NO,12.0,00-0022127
94,Greg Olsen,TE,CAR,OAK,11.3,00-0025418
95,Dennis Pitta,TE,BAL,NYG,9.6,00-0027714
96,Jacob Tamme,TE,DEN,CLE,8.9,00-0026267
97,Dorin Dickerson,TE,BUF,MIA,8.4,00-0027819
98,Tony Scheffler,TE,DET,ATL,8.1,00-0024276
99,Benjamin Watson,TE,CLE,DEN,7.7,00-0022943
100,Anthony McCoy,TE,SEA,SF,7.6,00-0027783
101,Heath Miller,TE,PIT,CIN,7.5,00-0023465
102,Will Heller,TE,DET,ATL,7.4,00-0021756
103,David Thomas,TE,NO,DAL,7.3,00-0024301
104,Dallas Clark,TE,TB,LAR,7.3,00-0022165
105,Michael Palmer,TE,ATL,DET,7.1,00-0027202
106,Brent Celek,TE,PHI,WAS,6.9,00-0025549
107,Jermaine Gresham,TE,CIN,PIT,6.8,00-0027873
108,Marcedes Lewis,TE,JAX,NE,6.7,00-0024243
109,Martellus Bennett,TE,NYG,BAL,6.7,00-0026201
110,Michael Hoomanawanui,TE,NE,JAX,6.6,00-0027732
111,Garrett Celek,TE,SF,SEA,6.1,00-0028903
112,Owen Daniels,TE,HOU,MIN,5.7,00-0024313
113,Joel Dreessen,TE,DEN,CLE,5.2,00-0023630
114,DJ Williams,TE,GB,TEN,5.0,
115,Dwayne Allen,TE,IND,KC,4.8,00-0029689
116,Brandon Myers,TE,OAK,CAR,4.0,00-0027135
117,Kellen Davis,TE,CHI,ARI,3.9,00-0026298
118,Vernon Davis,TE,SF,SEA,3.7,00-0024221
119,Luke Stocker,TE,TB,LAR,3.6,00-0028042
120,Scott Chandler,TE,BUF,MIA,3.5,00-0025516
121,Zach Miller,TE,SEA,SF,3.5,00-0027125
122,Garrett Graham,TE,HOU,MIN,3.4,00-0027718
123,Anthony Fasano,TE,MIA,BUF,3.2,00-0024268
124,Niles Paul,TE,WAS,PHI,3.1,00-0028093
125,Hayden Smith,TE,NYJ,LAC,2.6,00-0028842
126,Aaron Hernandez,TE,NE,JAX,2.3,00-0027713
