Player,Position,Team,Opponent,Points
Drew Brees,QB,NO,DAL,32.74
Matt Ryan,QB,ATL,DET,29.66
Joe Flacco,QB,BAL,NYG,28.36
Peyton Manning,QB,DEN,CLE,27.56
Russell Wilson,QB,SEA,SF,24.74
Cam Newton,QB,CAR,OAK,21.80
Chad Henne,QB,JAX,NE,20.12
Matthew Stafford,QB,DET,ATL,19.92
Nick Foles,QB,PHI,WAS,19.80
Josh Freeman,QB,TB,LAR,19.68
Ryan Tannehill,QB,MIA,BUF,17.60
Tom Brady,QB,NE,JAX,16.68
Colin Kaepernick,QB,SF,SEA,15.86
Robert Griffin III,QB,WAS,PHI,15.32
Philip Rivers,QB,LAC,NYJ,15.00
Christian Ponder,QB,MIN,HOU,14.76
Sam Bradford,QB,LAR,TB,14.74
Andrew Luck,QB,IND,KC,14.30
Ryan Fitzpatrick,QB,BUF,MIA,13.40
Ben Roethlisberger,QB,PIT,CIN,11.10
Eli Manning,QB,NYG,BAL,10.80
Jake Locker,QB,TEN,GB,10.80
Jay Cutler,QB,CHI,ARI,10.64
Andy Dalton,QB,CIN,PIT,9.12
Colt McCoy,QB,CLE,DEN,8.86
Greg McElroy,QB,NYJ,LAC,7.90
Matt Schaub,QB,HOU,MIN,7.12
Brady Quinn,QB,KC,IND,5.58
Ryan Lindley,QB,ARI,CHI,4.64
Brandon Weeden,QB,CLE,DEN,4.56
Matt Leinart,QB,OAK,CAR,3.60
Brian Hoyer,QB,ARI,CHI,3.20
Carson Palmer,QB,OAK,CAR,1.24
Graham Harrell,QB,GB,TEN,0.06
Chase Daniel,QB,NO,DAL,0.00
Alex Smith,QB,SF,SEA,0.00
Matt Moore,QB,MIA,BUF,0.00
Brock Osweiler,QB,DEN,CLE,-0.10
Tyrod Taylor,QB,BAL,NYG,-0.30
Matt Flynn,QB,SEA,SF,-0.30
TJ Yates,QB,HOU,MIN,-1.20
Calvin Johnson,WR,DET,ATL,35.50
Mike Williams,WR,TB,LAR,29.20
Jeremy Maclin,WR,PHI,WAS,28.60
Marques Colston,WR,NO,DAL,28.30
Demaryius Thomas,WR,DEN,CLE,28.20
James Jones,WR,GB,TEN,26.00
Wes Welker,WR,NE,JAX,25.70
Eric Decker,WR,DEN,CLE,24.50
AJ Green,WR,CIN,PIT,23.60
Larry Fitzgerald,WR,ARI,CHI,22.10
Doug Baldwin,WR,SEA,SF,21.30
Justin Blackmon,WR,JAX,NE,20.90
Vincent Jackson,WR,TB,LAR,20.80
Antonio Brown,WR,PIT,CIN,20.70
Torrey Smith,WR,BAL,NYG,19.80
Julio Jones,WR,ATL,DET,19.40
Reggie Wayne,WR,IND,KC,19.10
Brandon Marshall,WR,CHI,ARI,18.80
Greg Little,WR,CLE,DEN,17.80
Greg Jennings,WR,GB,TEN,17.50
Andre Johnson,WR,HOU,MIN,16.70
Anquan Boldin,WR,BAL,NYG,16.30
Danario Alexander,WR,LAC,NYJ,15.90
Pierre Garcon,WR,WAS,PHI,15.90
Randall Cobb,WR,GB,TEN,15.20
Jason Avant,WR,PHI,WAS,15.00
Miles Austin,WR,DAL,NO,14.50
Steve Smith,WR,CAR,OAK,14.50
Jordan Shipley,WR,JAX,NE,13.20
Lance Moore,WR,NO,DAL,13.00
Domenik Hixon,WR,NYG,BAL,12.60
Brandon Lloyd,WR,NE,JAX,12.20
Kenny Britt,WR,TEN,GB,12.10
Santana Moss,WR,WAS,PHI,11.80
Marvin Jones,WR,CIN,PIT,11.50
Cecil Shorts,WR,JAX,NE,11.40
Jarius Wright,WR,MIN,HOU,11.10
Josh Morgan,WR,WAS,PHI,10.80
Michael Floyd,WR,ARI,CHI,10.70
Michael Crabtree,WR,SF,SEA,10.50
Clyde Gates,WR,NYJ,LAC,9.50
Andre Roberts,WR,ARI,CHI,9.40
Brad Smith,WR,BUF,MIA,9.20
Donnie Avery,WR,IND,KC,8.80
Brandon LaFell,WR,CAR,OAK,8.80
Dwayne Harris,WR,DAL,NO,8.60
Jonathan Baldwin,WR,KC,IND,8.40
Brandon Stokley,WR,DEN,CLE,8.20
Delanie Walker,TE,SF,SEA,15.40
Kyle Rudolph,TE,MIN,HOU,12.90
Antonio Gates,TE,LAC,NYJ,12.40
Jermichael Finley,TE,GB,TEN,12.00
Jason Witten,TE,DAL,NO,12.00
