Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Justin Tucker,K,16,BAL,NYG,4,4,100,30,3,3,0.00,2012
2,Mason Crosby,K,16,GB,TEN,2,2,100,48,7,7,0.00,2012
3,Blair Walsh,K,16,MIN,HOU,3,3,100,56,2,2,0.00,2012
4,Stephen Gostkowski,K,16,NE,JAX,3,3,100,49,2,2,0.00,2012
5,Nick Novak,K,16,LAC,NYJ,2,2,100,51,3,3,0.00,2012
6,Jason Hanson,K,16,DET,ATL,3,3,100,38,1,1,0.00,2012
7,Garrett Hartley,K,16,NO,DAL,2,3,67,37,4,4,0.00,2012
8,Josh Scobee,K,16,JAX,NE,3,4,75,42,1,1,0.00,2012
9,Matt Prater,K,16,DEN,CLE,2,2,100,41,4,4,0.00,2012
10,Kai Forbath,K,16,WAS,PHI,2,2,100,45,3,3,0.00,2012
11,David Akers,K,16,SF,SEA,2,3,67,54,1,1,0.00,2012
12,Shayne Graham,K,16,HOU,MIN,2,2,100,51,0,0,0.00,2012
13,Adam Vinatieri,K,16,IND,KC,2,2,100,48,2,2,0.00,2012
14,Alex Henery,K,16,PHI,WAS,2,2,100,38,2,2,0.00,2012
15,Phil Dawson,K,16,CLE,DEN,2,2,100,53,0,0,0.00,2012
16,Matt Bryant,K,16,ATL,DET,1,1,100,20,4,4,0.00,2012
17,Graham Gano,K,16,CAR,OAK,1,2,50,51,2,2,0.00,2012
18,Dan Bailey,K,16,DAL,NO,1,1,100,47,4,4,0.00,2012
19,Ryan Succop,K,16,KC,IND,2,3,67,47,1,1,0.00,2012
20,Josh Brown,K,16,CIN,PIT,2,3,67,43,1,1,0.00,2012
21,Connor Barth,K,16,TB,LAR,2,2,100,49,1,1,0.00,2012
22,Jay Feely,K,16,ARI,CHI,2,2,100,49,1,1,0.00,2012
23,Sebastian Janikowski,K,16,OAK,CAR,2,2,100,31,0,0,0.00,2012
24,Nate Kaeding,K,16,MIA,BUF,1,2,50,45,3,3,0.00,2012
25,Steven Hauschka,K,16,SEA,SF,0,0,0,0,6,6,0.00,2012
26,Nick Folk,K,16,NYJ,LAC,1,1,100,40,2,2,0.00,2012
27,Rian Lindell,K,16,BUF,MIA,1,1,100,42,1,1,0.00,2012
28,Shaun Suisham,K,16,PIT,CIN,1,3,33,40,1,1,0.00,2012
29,Greg Zuerlein,K,16,LAR,TB,0,0,0,0,4,4,0.00,2012
30,Olindo Mare,K,16,CHI,ARI,0,1,0,0,4,4,0.00,2012
31,Lawrence Tynes,K,16,NYG,BAL,0,0,0,0,2,2,0.00,2012
32,Rob Bironas,K,16,TEN,GB,0,0,0,0,1,1,0.00,2012
