Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Reggie Bush,RB,16,MIA,BUF,19,65,3,1,4,4,42,2,1,0,32.70,2012
2,Jamaal Charles,RB,16,KC,IND,22,226,10,1,3,1,4,0,1,1,32.00,2012
3,Ray Rice,RB,16,BAL,NYG,24,107,5,0,7,6,51,1,0,0,30.80,2012
4,Marshawn Lynch,RB,16,SEA,SF,26,111,4,1,2,2,19,1,0,0,30.00,2012
5,Darren Sproles,RB,16,NO,DAL,9,48,5,0,10,7,104,0,0,0,25.20,2012
6,Ryan Grant,RB,16,GB,TEN,20,80,4,2,2,1,34,0,0,0,24.40,2012
7,CJ Spiller,RB,16,BUF,MIA,22,138,6,0,5,4,35,0,0,0,24.30,2012
8,Shonn Greene,RB,16,NYJ,LAC,14,38,3,2,3,2,42,0,0,0,22.00,2012
9,LeSean McCoy,RB,16,PHI,WAS,13,45,4,0,11,9,77,0,0,0,21.20,2012
10,Pierre Thomas,RB,16,NO,DAL,7,16,2,0,9,7,61,1,0,0,20.70,2012
11,Doug Martin,RB,16,TB,LAR,18,62,3,0,8,7,57,0,0,0,18.90,2012
12,Alfred Morris,RB,16,WAS,PHI,22,91,4,1,1,1,17,0,0,0,17.80,2012
13,Knowshon Moreno,RB,16,DEN,CLE,22,78,4,0,7,5,49,0,0,0,17.70,2012
14,Joique Bell,RB,16,DET,ATL,4,10,3,0,12,9,73,0,0,0,17.30,2012
15,Matt Forte,RB,16,CHI,ARI,12,88,7,1,1,1,7,0,0,0,16.50,2012
16,Montell Owens,FB,16,JAX,NE,10,42,4,0,4,4,77,0,0,0,15.90,2012
17,Bernard Pierce,RB,16,BAL,NYG,14,123,9,0,1,0,0,0,0,0,15.30,2012
18,Steven Jackson,RB,16,LAR,TB,19,81,4,1,2,1,-4,0,0,0,14.70,2012
19,Mikel Leshoure,RB,16,DET,ATL,15,46,3,1,4,3,20,0,1,1,14.60,2012
20,Peyton Hillis,RB,16,KC,IND,15,101,7,0,1,0,0,0,0,0,13.10,2012
21,Mark Ingram,RB,16,NO,DAL,21,53,3,1,1,1,7,0,0,0,13.00,2012
22,Danny Woodhead,RB,16,NE,JAX,3,7,2,0,5,2,38,1,0,0,12.50,2012
23,DeMarco Murray,RB,16,DAL,NO,11,40,4,0,6,4,51,0,1,1,12.10,2012
24,Toby Gerhart,RB,16,MIN,HOU,8,31,4,1,2,1,5,0,0,0,10.60,2012
25,Adrian Peterson,RB,16,MIN,HOU,25,86,3,0,2,1,4,0,0,0,10.00,2012
26,Trent Richardson,RB,16,CLE,DEN,9,53,6,0,4,3,15,0,0,0,9.80,2012
27,Michael Turner,RB,16,ATL,DET,13,41,3,0,4,4,16,0,0,0,9.70,2012
28,DuJuan Harris,RB,16,GB,TEN,8,29,4,1,0,0,0,0,0,0,8.90,2012
29,Stevan Ridley,RB,16,NE,JAX,18,84,5,0,1,0,0,0,0,0,8.40,2012
30,Robert Turbin,RB,16,SEA,SF,3,38,13,0,3,2,20,0,0,0,7.80,2012
31,Darren McFadden,RB,16,OAK,CAR,17,33,2,0,4,3,15,0,0,0,7.80,2012
32,David Wilson,RB,16,NYG,BAL,3,17,6,1,0,0,0,0,0,0,7.70,2012
33,Dion Lewis,RB,16,PHI,WAS,1,17,17,1,0,0,0,0,0,0,7.70,2012
34,Bilal Powell,RB,16,NYJ,LAC,3,-3,-1,0,4,4,37,0,0,0,7.40,2012
35,Lamar Miller,RB,16,MIA,BUF,10,73,7,0,1,0,0,0,0,0,7.30,2012
36,Dexter McCluster,RB,16,KC,IND,1,10,10,0,4,3,30,0,0,0,7.00,2012
37,Vick Ballard,RB,16,IND,KC,20,69,3,0,0,0,0,0,1,0,6.90,2012
38,DeAngelo Williams,RB,16,CAR,OAK,10,19,2,0,3,2,29,0,0,0,6.80,2012
39,Jacob Hester,RB,16,DEN,CLE,3,6,2,1,0,0,0,0,0,0,6.60,2012
40,Jackie Battle,FB,16,LAC,NYJ,19,49,3,0,1,1,5,0,0,0,6.40,2012
41,Chris Johnson,RB,16,TEN,GB,11,28,3,0,4,2,13,0,0,0,6.10,2012
42,Ronnie Brown,RB,16,LAC,NYJ,5,31,6,0,2,2,8,0,0,0,5.90,2012
43,William Powell,RB,16,ARI,CHI,4,7,2,0,4,3,21,0,0,0,5.80,2012
44,Marcel Reece,FB,16,OAK,CAR,0,0,0,0,5,4,18,0,0,0,5.80,2012
45,Ahmad Bradshaw,RB,16,NYG,BAL,9,39,4,0,1,1,8,0,0,0,5.70,2012
46,Rashard Mendenhall,RB,16,PIT,CIN,11,50,5,0,0,0,0,0,0,0,5.00,2012
47,LaMichael James,RB,16,SF,SEA,4,15,4,0,2,2,14,0,0,0,4.90,2012
48,Isaac Redman,RB,16,PIT,CIN,3,4,1,0,2,2,32,0,1,1,4.60,2012
49,Mewelde Moore,RB,16,IND,KC,0,0,0,0,1,1,32,0,0,0,4.20,2012
50,Jonathan Dwyer,RB,16,PIT,CIN,14,39,3,0,0,0,0,0,0,0,3.90,2012
