Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Aaron Rodgers,QB,16,GB,TEN,27,38,71,342,9,3,0,125,4,11,3,1,35.78,2012
2,Tony Romo,QB,16,DAL,NO,26,43,61,416,10,4,0,124,0,0,0,0,35.64,2012
3,Drew Brees,QB,16,NO,DAL,37,53,70,446,8,3,0,114,1,-1,-1,0,32.74,2012
4,Matt Ryan,QB,16,ATL,DET,25,32,78,279,9,4,0,143,2,25,13,0,29.66,2012
5,Joe Flacco,QB,16,BAL,NYG,25,36,69,309,9,2,0,114,3,-10,-3,1,28.36,2012
6,Peyton Manning,QB,16,DEN,CLE,30,43,70,339,8,3,1,107,0,0,0,0,27.56,2012
7,Russell Wilson,QB,16,SEA,SF,15,21,71,171,8,4,1,115,6,29,5,0,24.74,2012
8,Cam Newton,QB,16,CAR,OAK,18,29,62,170,6,1,1,75,12,60,5,1,21.80,2012
9,Chad Henne,QB,16,JAX,NE,29,51,57,348,7,1,3,60,2,22,11,0,20.12,2012
10,Matthew Stafford,QB,16,DET,ATL,37,56,66,443,8,0,1,83,1,2,2,0,19.92,2012
11,Nick Foles,QB,16,PHI,WAS,32,48,67,345,7,1,1,86,4,10,3,0,19.80,2012
12,Josh Freeman,QB,16,TB,LAR,30,54,56,372,7,1,4,52,4,18,5,0,19.68,2012
13,Ryan Tannehill,QB,16,MIA,BUF,13,25,52,130,5,2,0,94,6,44,7,0,17.60,2012
14,Tom Brady,QB,16,NE,JAX,24,41,59,267,7,2,2,74,0,0,0,0,16.68,2012
15,Colin Kaepernick,QB,16,SF,SEA,19,36,53,244,7,1,1,72,7,31,4,0,15.86,2012
16,Robert Griffin III,QB,16,WAS,PHI,16,24,67,198,8,2,1,102,2,4,2,0,15.32,2012
17,Philip Rivers,QB,16,LAC,NYJ,11,22,50,165,8,2,0,105,5,4,1,0,15.00,2012
18,Christian Ponder,QB,16,MIN,HOU,16,30,53,174,6,1,0,82,7,48,7,0,14.76,2012
19,Sam Bradford,QB,16,LAR,TB,13,27,48,196,7,2,1,82,2,-1,-1,0,14.74,2012
20,Andrew Luck,QB,16,IND,KC,17,35,49,205,6,1,0,76,6,21,4,0,14.30,2012
21,Ryan Fitzpatrick,QB,16,BUF,MIA,20,35,57,240,7,1,1,76,4,18,5,0,13.40,2012
22,Ben Roethlisberger,QB,16,PIT,CIN,14,28,50,220,8,1,2,59,2,3,2,0,11.10,2012
23,Eli Manning,QB,16,NYG,BAL,14,28,50,150,5,1,0,78,1,8,8,0,10.80,2012
24,Jake Locker,QB,16,TEN,GB,13,30,43,140,5,1,2,41,4,32,8,0,10.80,2012
25,Jay Cutler,QB,16,CHI,ARI,12,26,46,146,6,1,0,77,3,8,3,0,10.64,2012
26,Andy Dalton,QB,16,CIN,PIT,24,41,59,278,7,0,2,59,0,0,0,0,9.12,2012
27,Colt McCoy,QB,16,CLE,DEN,9,17,53,79,5,1,0,85,2,17,9,0,8.86,2012
28,Greg McElroy,QB,16,NYJ,LAC,14,24,58,185,8,0,1,65,4,25,6,0,7.90,2012
29,Matt Schaub,QB,16,HOU,MIN,18,32,56,178,6,0,0,72,0,0,0,0,7.12,2012
30,Brady Quinn,QB,16,KC,IND,10,22,46,162,7,0,2,33,5,11,2,0,5.58,2012
31,Ryan Lindley,QB,16,ARI,CHI,17,30,57,141,5,0,1,55,0,0,0,0,4.64,2012
32,Brandon Weeden,QB,16,CLE,DEN,12,19,63,104,6,0,0,78,3,4,1,0,4.56,2012
33,Matt Leinart,QB,16,OAK,CAR,16,32,50,115,4,0,1,46,0,0,0,0,3.60,2012
34,Brian Hoyer,QB,16,ARI,CHI,11,19,58,105,6,0,1,51,0,0,0,0,3.20,2012
35,Carson Palmer,QB,16,OAK,CAR,3,3,100,31,10,0,0,110,0,0,0,0,1.24,2012
36,Graham Harrell,QB,16,GB,TEN,1,2,50,9,5,0,0,63,3,-3,-1,0,0.06,2012
37,Chase Daniel,QB,16,NO,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
38,Matt Moore,QB,16,MIA,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
39,Alex Smith,QB,16,SF,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2012
40,Brock Osweiler,QB,16,DEN,CLE,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2012
41,Tyrod Taylor,QB,16,BAL,NYG,0,0,0,0,0,0,0,0,3,-3,-1,0,-0.30,2012
42,Matt Flynn,QB,16,SEA,SF,0,0,0,0,0,0,0,0,3,-3,-1,0,-0.30,2012
43,TJ Yates,QB,16,HOU,MIN,0,1,0,0,0,0,0,40,1,-2,-2,0,-1.20,2012
