,Player,Position,Team,Opponent,Points,PlayerID
0,Andy Dalton,QB,CIN,WAS,28.72,00-0027973
1,Jake Locker,QB,TEN,DET,28.62,00-0027946
2,Andrew Luck,QB,IND,JAX,27.52,00-0029668
3,Matt Schaub,QB,HOU,DEN,26.6,00-0022787
4,Robert Griffin III,QB,WAS,CIN,25.24,00-0029532
5,Christian Ponder,QB,MIN,SF,25.22,00-0027950
6,Peyton Manning,QB,DEN,HOU,24.2,00-0010346
7,Matt Ryan,QB,ATL,LAC,22.4,00-0026143
8,Tom Brady,QB,NE,BAL,21.1,00-0019596
9,Drew Brees,QB,NO,KC,20.5,00-0020531
10,Ryan Fitzpatrick,QB,BUF,CLE,20.32,00-0023682
11,Carson Palmer,QB,OAK,PIT,19.86,00-0021429
12,Kevin Kolb,QB,ARI,PHI,18.48,00-0025423
13,Matthew Stafford,QB,DET,TEN,18.32,00-0026498
14,Mark Sanchez,QB,NYJ,MIA,17.64,00-0026898
15,Eli Manning,QB,NYG,CAR,16.02,00-0022803
16,Russell Wilson,QB,SEA,GB,15.0,00-0029263
17,Shaun Hill,QB,DET,TEN,14.78,00-0020679
18,Cam Newton,QB,CAR,NYG,13.28,00-0027939
19,Alex Smith,QB,SF,MIN,12.76,00-0023436
20,Brandon Weeden,QB,CLE,BUF,11.48,00-0029677
21,Blaine Gabbert,QB,JAX,IND,11.3,00-0027948
22,Aaron Rodgers,QB,GB,SEA,10.62,00-0023459
23,Tony Romo,QB,DAL,TB,9.32,00-0021678
24,Michael Vick,QB,PHI,ARI,8.18,
25,Jay Cutler,QB,CHI,LAR,8.12,00-0024226
26,Matt Cassel,QB,KC,NO,8.12,00-0023662
27,Josh Freeman,QB,TB,DAL,7.5,00-0026993
28,Ryan Tannehill,QB,MIA,NYJ,7.14,00-0029701
29,Sam Bradford,QB,LA,CHI,5.48,00-0027854
30,Philip Rivers,QB,LAC,ATL,5.12,00-0022942
31,Derek Anderson,QB,CAR,NYG,1.84,00-0023645
32,Tim Tebow,QB,NYJ,MIA,0.5,00-0027876
33,David Carr,QB,NYG,CAR,0.16,00-0020608
34,Chase Daniel,QB,NO,KC,0.0,00-0026544
35,Luke McCown,QB,ATL,LAC,0.0,00-0022864
36,TJ Yates,QB,HOU,DEN,0.0,
37,Torrey Smith,WR,BAL,NE,33.7,00-0027996
38,Mike Wallace,WR,PIT,OAK,29.4,00-0026901
39,Larry Fitzgerald,WR,ARI,PHI,29.4,00-0022921
40,Santonio Holmes,WR,NYJ,MIA,26.7,00-0024240
41,Ramses Barden,WR,NYG,CAR,25.8,00-0026902
42,Nate Burleson,WR,DET,TEN,25.6,00-0021999
43,Wes Welker,WR,NE,BAL,25.2,00-0022427
44,Eric Decker,WR,DEN,HOU,24.6,00-0027690
45,TY Hilton,WR,IND,JAX,24.3,00-0029608
46,Nate Washington,WR,TEN,DET,23.2,00-0023367
47,Brandon Lloyd,WR,NE,BAL,22.8,00-0022097
48,Golden Tate,WR,SEA,GB,21.8,00-0027891
49,Antonio Brown,WR,PIT,OAK,20.7,00-0027793
50,Titus Young,WR,DET,TEN,19.5,00-0027982
51,Brandon Stokley,WR,DEN,HOU,19.3,00-0015754
52,Steve Johnson,WR,BUF,CLE,19.1,00-0026364
53,Percy Harvin,WR,MIN,SF,18.8,00-0026998
54,Miles Austin,WR,DAL,TB,18.7,00-0023921
55,Julio Jones,WR,ATL,LAC,17.7,00-0027944
56,Lance Moore,WR,NO,KC,17.0,00-0023310
57,Reggie Wayne,WR,IND,JAX,16.8,00-0020498
58,Kevin Walter,WR,HOU,DEN,16.3,00-0021931
59,Andrew Hawkins,WR,CIN,WAS,16.2,00-0027918
60,Denarius Moore,WR,OAK,PIT,15.5,00-0028086
61,Jeremy Kerley,WR,NYJ,MIA,15.3,00-0028091
62,Armon Binns,WR,CIN,WAS,15.3,00-0028400
63,Andre Johnson,WR,HOU,DEN,15.2,00-0022044
64,Dwayne Bowe,WR,KC,NO,14.9,00-0025410
65,Cecil Shorts,WR,JAX,IND,14.6,00-0028052
66,Davone Bess,WR,MIA,NYJ,13.6,00-0026000
67,Steve Smith,WR,CAR,NYG,12.6,
68,Travis Benjamin,WR,CLE,BUF,12.4,00-0029269
69,Damaris Johnson,WR,PHI,ARI,12.4,00-0029435
70,Julian Edelman,WR,NE,BAL,12.3,00-0027150
71,Dez Bryant,WR,DAL,TB,12.2,00-0027902
72,Brandon Marshall,WR,CHI,LAR,12.1,00-0024334
73,Jacoby Jones,WR,BAL,NE,11.6,00-0025460
74,Danny Amendola,WR,LA,CHI,11.6,00-0026035
75,Kenny Britt,WR,TEN,DET,11.5,00-0027006
76,TJ Graham,WR,BUF,CLE,11.4,
77,Kevin Ogletree,WR,DAL,TB,10.7,00-0026780
78,Mario Manningham,WR,SF,MIN,10.6,00-0026235
79,James Jones,WR,GB,SEA,10.5,00-0025465
80,Roddy White,WR,ATL,LAC,10.5,00-0023462
81,Victor Cruz,WR,NYG,CAR,10.2,00-0027265
82,Kendall Wright,WR,TEN,DET,10.1,00-0029708
83,Michael Crabtree,WR,SF,MIN,10.0,00-0026986
84,Leonard Hankerson,WR,WAS,CIN,9.6,00-0028017
85,Kyle Rudolph,TE,MIN,SF,20.6,00-0027981
86,Martellus Bennett,TE,NYG,CAR,19.3,00-0026201
87,Jared Cook,TE,TEN,DET,17.7,00-0027061
88,Jermaine Gresham,TE,CIN,WAS,17.4,00-0027873
89,Greg Olsen,TE,CAR,NYG,16.8,00-0025418
90,Vernon Davis,TE,SF,MIN,16.3,00-0024221
91,Dennis Pitta,TE,BAL,NE,16.0,00-0027714
92,Fred Davis,TE,WAS,CIN,16.0,00-0026188
93,Brandon Pettigrew,TE,DET,TEN,13.1,00-0026996
94,Joel Dreessen,TE,DEN,HOU,11.6,00-0023630
