Player,Position,Team,Opponent,Points
Andy Dalton,QB,CIN,WAS,28.72
Jake Locker,QB,TEN,DET,28.62
Andrew Luck,QB,IND,JAX,27.52
Matt Schaub,QB,HOU,DEN,26.60
Robert Griffin III,QB,WAS,CIN,25.24
Christian Ponder,QB,MIN,SF,25.22
Peyton Manning,QB,DEN,HOU,24.20
Matt Ryan,QB,ATL,LAC,22.40
Tom Brady,QB,NE,BAL,21.10
Drew Brees,QB,NO,KC,20.50
Ryan Fitzpatrick,QB,BUF,CLE,20.32
Carson Palmer,QB,OAK,PIT,19.86
Kevin Kolb,QB,ARI,PHI,18.48
Matthew Stafford,QB,DET,TEN,18.32
Mark Sanchez,QB,NYJ,MIA,17.64
Eli Manning,QB,NYG,CAR,16.02
Russell Wilson,QB,SEA,GB,15.00
Shaun Hill,QB,DET,TEN,14.78
Cam Newton,QB,CAR,NYG,13.28
Alex Smith,QB,SF,MIN,12.76
Brandon Weeden,QB,CLE,BUF,11.48
Blaine Gabbert,QB,JAX,IND,11.30
Aaron Rodgers,QB,GB,SEA,10.62
Tony Romo,QB,DAL,TB,9.32
Michael Vick,QB,PHI,ARI,8.18
Jay Cutler,QB,CHI,LAR,8.12
Matt Cassel,QB,KC,NO,8.12
Josh Freeman,QB,TB,DAL,7.50
Ryan Tannehill,QB,MIA,NYJ,7.14
Sam Bradford,QB,LAR,CHI,5.48
Philip Rivers,QB,LAC,ATL,5.12
Derek Anderson,QB,CAR,NYG,1.84
Tim Tebow,QB,NYJ,MIA,0.50
David Carr,QB,NYG,CAR,0.16
Chase Daniel,QB,NO,KC,0.00
Luke McCown,QB,ATL,LAC,0.00
TJ Yates,QB,HOU,DEN,0.00
Torrey Smith,WR,BAL,NE,33.70
Mike Wallace,WR,PIT,OAK,29.40
Larry Fitzgerald,WR,ARI,PHI,29.40
Santonio Holmes,WR,NYJ,MIA,26.70
Ramses Barden,WR,NYG,CAR,25.80
Nate Burleson,WR,DET,TEN,25.60
Wes Welker,WR,NE,BAL,25.20
Eric Decker,WR,DEN,HOU,24.60
TY Hilton,WR,IND,JAX,24.30
Nate Washington,WR,TEN,DET,23.20
Brandon Lloyd,WR,NE,BAL,22.80
Golden Tate,WR,SEA,GB,21.80
Antonio Brown,WR,PIT,OAK,20.70
Titus Young,WR,DET,TEN,19.50
Brandon Stokley,WR,DEN,HOU,19.30
Steve Johnson,WR,BUF,CLE,19.10
Percy Harvin,WR,MIN,SF,18.80
Miles Austin,WR,DAL,TB,18.70
Julio Jones,WR,ATL,LAC,17.70
Lance Moore,WR,NO,KC,17.00
Reggie Wayne,WR,IND,JAX,16.80
Kevin Walter,WR,HOU,DEN,16.30
Andrew Hawkins,WR,CIN,WAS,16.20
Denarius Moore,WR,OAK,PIT,15.50
Jeremy Kerley,WR,NYJ,MIA,15.30
