Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,New York Giants,DST,15,NYG,WAS,6,5,12,3,0,0,1,0,12,23.00,2009
2,Baltimore Ravens,DST,15,BAL,CHI,4,2,3,4,2,0,0,0,7,18.00,2009
3,Philadelphia Eagles,DST,15,PHI,SF,6,3,6,3,1,0,0,0,13,15.00,2009
4,Tampa Bay Buccaneers,DST,15,TB,SEA,5,1,6,4,1,0,0,0,7,15.00,2009
5,Cleveland Browns,DST,15,CLE,KC,5,1,4,0,1,0,0,2,34,14.00,2009
6,Atlanta Falcons,DST,15,ATL,NYJ,9,2,3,3,0,0,0,0,7,14.00,2009
7,Detroit Lions,DST,15,DET,ARI,2,2,3,1,2,0,1,0,31,13.00,2009
8,Carolina Panthers,DST,15,CAR,MIN,6,4,10,1,1,0,0,0,7,12.00,2009
9,New England Patriots,DST,15,NE,BUF,7,6,6,1,0,0,0,0,10,12.00,2009
10,Dallas Cowboys,DST,15,DAL,NO,2,4,7,1,2,0,0,0,17,11.00,2009
11,Houston Texans,DST,15,HOU,LAR,9,3,6,1,1,0,0,0,13,11.00,2009
12,Arizona Cardinals,DST,15,ARI,DET,2,2,4,2,1,0,0,0,24,9.00,2009
13,Chicago Bears,DST,15,CHI,BAL,7,2,2,1,0,0,0,1,31,9.00,2009
14,Indianapolis Colts,DST,15,IND,JAX,5,2,7,1,0,0,0,1,31,9.00,2009
15,Tennessee Titans,DST,15,TEN,MIA,2,1,6,3,1,0,0,0,24,9.00,2009
16,Kansas City Chiefs,DST,15,KC,CLE,0,0,2,2,1,0,1,0,41,8.00,2009
17,Cincinnati Bengals,DST,15,CIN,LAC,4,2,3,2,0,0,0,0,27,6.00,2009
18,Denver Broncos,DST,15,DEN,OAK,4,1,10,1,1,0,0,0,20,6.00,2009
19,Miami Dolphins,DST,15,MIA,TEN,3,2,3,1,1,0,0,0,27,6.00,2009
20,Los Angeles Rams,DST,15,LAR,HOU,1,0,3,0,2,0,0,0,16,5.00,2009
21,New York Jets,DST,15,NYJ,ATL,1,0,2,0,0,0,0,0,10,4.00,2009
22,Oakland Raiders,DST,15,OAK,DEN,9,3,6,0,0,0,0,0,19,4.00,2009
23,Los Angeles Chargers,DST,15,LAC,CIN,5,2,1,1,0,0,0,0,24,4.00,2009
24,San Francisco 49ers,DST,15,SF,PHI,2,0,1,2,0,0,0,0,27,4.00,2009
25,Minnesota Vikings,DST,15,MIN,CAR,8,2,5,0,0,0,0,0,26,4.00,2009
26,Buffalo Bills,DST,15,BUF,NE,3,0,5,1,0,0,0,0,17,3.00,2009
27,New Orleans Saints,DST,15,NO,DAL,7,3,8,0,0,0,0,0,24,3.00,2009
28,Seattle Seahawks,DST,15,SEA,TB,2,0,5,1,0,0,0,0,24,2.00,2009
29,Green Bay Packers,DST,15,GB,PIT,8,5,6,0,0,0,0,0,37,1.00,2009
30,Jacksonville Jaguars,DST,15,JAX,IND,4,0,0,1,0,0,0,0,35,-2.00,2009
31,Washington Redskins,DST,15,WAS,NYG,4,2,2,0,0,0,0,0,45,-2.00,2009
32,Pittsburgh Steelers,DST,15,PIT,GB,2,1,5,0,0,0,0,0,36,-3.00,2009
