Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Matt Prater,K,15,DEN,OAK,4,4,100,51,1,1,0.00,2009
2,Jeff Reed,K,15,PIT,GB,3,3,100,43,4,4,0.00,2009
3,Phil Dawson,K,15,CLE,KC,2,3,67,47,5,5,0.00,2009
4,Nate Kaeding,K,15,LAC,CIN,2,2,100,52,3,3,0.00,2009
5,Ryan Succop,K,15,KC,CLE,2,2,100,30,4,4,0.00,2009
6,Kris Brown,K,15,HOU,LAR,3,4,75,28,1,1,0.00,2009
7,Dan Carpenter,K,15,MIA,TEN,3,3,100,45,1,1,0.00,2009
8,Sebastian Janikowski,K,15,OAK,DEN,2,2,100,54,2,2,0.00,2009
9,Shayne Graham,K,15,CIN,LAC,3,3,100,34,1,1,0.00,2009
10,Connor Barth,K,15,TB,SEA,3,4,75,45,1,1,0.00,2009
11,David Akers,K,15,PHI,SF,2,2,100,26,3,3,0.00,2009
12,Joe Nedney,K,15,SF,PHI,2,2,100,51,1,1,0.00,2009
13,Josh Brown,K,15,LAR,HOU,2,2,100,52,1,1,0.00,2009
14,Rob Bironas,K,15,TEN,MIA,2,2,100,46,3,3,0.00,2009
15,Lawrence Tynes,K,15,NYG,WAS,1,1,100,38,6,6,0.00,2009
16,Josh Scobee,K,15,JAX,IND,1,2,50,50,4,4,0.00,2009
17,Billy Cundiff,K,15,BAL,CHI,1,2,50,40,4,4,0.00,2009
18,Mike Nugent,K,15,ARI,DET,1,1,100,48,4,4,0.00,2009
19,Nick Folk,K,15,DAL,NO,1,2,50,44,3,3,0.00,2009
20,Jason Hanson,K,15,DET,ARI,1,2,50,37,3,3,0.00,2009
21,Matt Stover,K,15,IND,JAX,0,0,0,0,5,5,0.00,2009
22,Garrett Hartley,K,15,NO,DAL,1,1,100,34,2,2,0.00,2009
23,Stephen Gostkowski,K,15,NE,BUF,1,1,100,30,2,2,0.00,2009
24,Thomas Howard,K,15,OAK,DEN,0,0,0,0,0,0,0.00,2009
25,Rian Lindell,K,15,BUF,NE,1,2,50,25,1,1,0.00,2009
26,Matt Bryant,K,15,ATL,NYJ,1,2,50,24,1,1,0.00,2009
27,Mason Crosby,K,15,GB,PIT,0,1,0,0,4,4,0.00,2009
28,John Kasay,K,15,CAR,MIN,0,0,0,0,2,2,0.00,2009
29,Robbie Gould,K,15,CHI,BAL,0,0,0,0,1,1,0.00,2009
30,Jay Feely,K,15,NYJ,ATL,0,2,0,0,1,1,0.00,2009
31,Olindo Mare,K,15,SEA,TB,0,0,0,0,1,1,0.00,2009
32,Ryan Longwell,K,15,MIN,CAR,0,1,0,0,1,1,0.00,2009
33,David Buehler,K,15,DAL,NO,0,0,0,0,0,0,0.00,2009
34,Rhys Lloyd,K,15,CAR,MIN,0,0,0,0,0,0,0.00,2009
35,Graham Gano,K,15,WAS,NYG,0,0,0,0,0,0,0.00,2009
