,Player,Position,Team,Opponent,Points,PlayerID
0,Peyton Manning,QB,IND,JAX,30.02,00-0010346
1,Joe Flacco,QB,BAL,CHI,25.86,00-0026158
2,Philip Rivers,QB,LAC,CIN,25.32,00-0022942
3,Matt Cassel,QB,KC,CLE,25.24,00-0023662
4,Carson Palmer,QB,CIN,LAC,24.56,00-0021429
5,Matt Moore,QB,CAR,MIN,23.76,00-0025708
6,Donovan McNabb,QB,PHI,SF,23.74,00-0011022
7,Vince Young,QB,TEN,MIA,22.84,00-0024218
8,Eli Manning,QB,NYG,WAS,22.72,00-0022803
9,Tony Romo,QB,DAL,NO,21.58,00-0021678
10,David Garrard,QB,JAX,IND,20.52,00-0021231
11,Matt Schaub,QB,HOU,LAR,20.38,00-0022787
12,Chad Henne,QB,MIA,TEN,19.06,00-0026197
13,Josh Freeman,QB,TB,SEA,17.3,00-0026993
14,Kyle Orton,QB,DEN,OAK,16.22,00-0023541
15,Drew Brees,QB,NO,DAL,14.32,00-0020531
16,Jason Campbell,QB,WAS,NYG,13.28,00-0023460
17,Kurt Warner,QB,ARI,DET,10.92,00-0017200
18,Mark Sanchez,QB,NYJ,ATL,10.74,00-0026898
19,Ryan Fitzpatrick,QB,BUF,NE,10.12,00-0023682
20,Matt Ryan,QB,ATL,NYJ,9.88,00-0026143
21,Matt Hasselbeck,QB,SEA,TB,9.54,00-0007091
22,Keith Null,QB,LA,HOU,8.92,00-0027131
23,Drew Stanton,QB,DET,ARI,8.88,00-0025430
24,Alex Smith,QB,SF,PHI,8.18,00-0023436
25,Brett Favre,QB,MIN,CAR,7.96,00-0005106
26,Tom Brady,QB,NE,BUF,7.3,00-0019596
27,JaMarcus Russell,QB,OAK,DEN,5.88,00-0025388
28,Brady Quinn,QB,CLE,KC,4.54,00-0025409
29,Charlie Frye,QB,OAK,DEN,4.32,00-0023502
30,Jay Cutler,QB,CHI,BAL,3.06,00-0024226
31,Todd Collins,QB,WAS,NYG,2.28,00-0003315
32,Daunte Culpepper,QB,DET,ARI,1.96,00-0003739
33,Troy Smith,QB,BAL,CHI,1.1,00-0025561
34,David Carr,QB,NYG,WAS,0.88,00-0020608
35,Pat White,QB,MIA,TEN,0.4,00-0027020
36,Michael Vick,QB,PHI,SF,0.2,
37,Kellen Clemens,QB,NYJ,ATL,0.0,00-0024264
38,JP Losman,QB,OAK,DEN,0.0,
39,Mark Brunell,QB,NO,DAL,0.0,00-0002110
40,Trent Edwards,QB,BUF,NE,-0.04,00-0025479
41,Caleb Hanie,QB,CHI,BAL,-0.68,00-0025970
42,Vincent Jackson,WR,LAC,CIN,30.8,00-0023496
43,DeSean Jackson,WR,PHI,SF,29.9,00-0026189
44,Miles Austin,WR,DAL,NO,29.9,00-0023921
