Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Aaron Rodgers,QB,15,GB,PIT,26,48,54,383,8,3,0,101,3,22,7,1,40.52,2009
2,Ben Roethlisberger,QB,15,PIT,GB,29,46,63,503,11,3,0,122,1,7,7,0,35.82,2009
3,Peyton Manning,QB,15,IND,JAX,23,30,77,308,10,4,1,134,3,-3,-1,0,30.02,2009
4,Joe Flacco,QB,15,BAL,CHI,21,29,72,234,8,4,0,136,2,5,3,0,25.86,2009
5,Philip Rivers,QB,15,LAC,CIN,24,38,63,308,8,3,2,93,1,0,0,0,25.32,2009
6,Matt Cassel,QB,15,KC,CLE,22,40,55,331,8,2,0,99,2,10,5,0,25.24,2009
7,Carson Palmer,QB,15,CIN,LAC,27,40,68,314,8,2,1,97,1,0,0,0,24.56,2009
8,Matt Moore,QB,15,CAR,MIN,21,33,64,299,9,3,0,123,5,-2,0,0,23.76,2009
9,Donovan McNabb,QB,15,PHI,SF,21,36,58,306,9,1,2,72,4,5,1,1,23.74,2009
10,Vince Young,QB,15,TEN,MIA,14,27,52,236,9,3,1,103,2,24,12,0,22.84,2009
11,Eli Manning,QB,15,NYG,WAS,19,26,73,268,10,3,0,144,0,0,0,0,22.72,2009
12,Tony Romo,QB,15,DAL,NO,22,34,65,312,9,1,0,104,4,21,5,0,21.58,2009
13,David Garrard,QB,15,JAX,IND,23,40,58,223,6,3,1,88,2,6,3,0,20.52,2009
14,Matt Schaub,QB,15,HOU,LAR,28,40,70,367,9,1,0,107,5,-3,-1,0,20.38,2009
15,Chad Henne,QB,15,MIA,TEN,29,46,63,349,8,1,3,66,2,11,6,0,19.06,2009
16,Josh Freeman,QB,15,TB,SEA,16,26,62,205,8,2,1,96,3,1,0,0,17.30,2009
17,Kyle Orton,QB,15,DEN,OAK,19,34,56,278,8,1,0,93,4,11,3,0,16.22,2009
18,Drew Brees,QB,15,NO,DAL,29,45,64,298,7,1,1,82,2,8,4,0,14.32,2009
19,Jason Campbell,QB,15,WAS,NYG,15,28,54,192,7,1,2,57,2,36,18,0,13.28,2009
20,Kurt Warner,QB,15,ARI,DET,22,36,61,228,6,1,1,77,2,-2,-1,0,10.92,2009
21,Mark Sanchez,QB,15,NYJ,ATL,18,32,56,226,7,1,3,50,3,7,2,0,10.74,2009
22,Ryan Fitzpatrick,QB,15,BUF,NE,17,25,68,178,7,1,1,85,0,0,0,0,10.12,2009
23,Matt Ryan,QB,15,ATL,NYJ,16,34,47,152,5,1,0,70,2,-2,-1,0,9.88,2009
24,Matt Hasselbeck,QB,15,SEA,TB,27,46,59,256,6,1,4,45,1,3,3,0,9.54,2009
25,Keith Null,QB,15,LAR,HOU,18,27,67,173,6,1,1,81,2,0,0,0,8.92,2009
26,Drew Stanton,QB,15,DET,ARI,10,19,53,72,4,0,1,40,3,10,3,1,8.88,2009
27,Alex Smith,QB,15,SF,PHI,20,37,54,177,5,1,3,42,1,1,1,0,8.18,2009
28,Brett Favre,QB,15,MIN,CAR,17,27,63,224,8,0,1,74,0,0,0,0,7.96,2009
29,Tom Brady,QB,15,NE,BUF,11,23,48,115,5,1,1,59,4,-3,-1,0,7.30,2009
30,JaMarcus Russell,QB,15,OAK,DEN,5,11,46,47,4,1,0,88,0,0,0,0,5.88,2009
31,Brady Quinn,QB,15,CLE,KC,10,17,59,66,4,0,2,28,4,39,10,0,4.54,2009
32,Charlie Frye,QB,15,OAK,DEN,9,17,53,68,4,0,1,38,1,26,26,0,4.32,2009
33,Jay Cutler,QB,15,CHI,BAL,10,27,37,94,4,0,3,8,4,23,6,0,3.06,2009
34,Todd Collins,QB,15,WAS,NYG,2,4,50,57,14,0,0,96,0,0,0,0,2.28,2009
35,Daunte Culpepper,QB,15,DET,ARI,6,12,50,64,5,0,1,31,1,4,4,0,1.96,2009
36,Troy Smith,QB,15,BAL,CHI,2,4,50,10,3,0,1,17,6,17,3,0,1.10,2009
37,David Carr,QB,15,NYG,WAS,3,4,75,27,7,0,0,93,2,-2,-1,0,0.88,2009
38,Pat White,QB,15,MIA,TEN,0,0,0,0,0,0,0,0,2,4,2,0,0.40,2009
39,Michael Vick,QB,15,PHI,SF,0,0,0,0,0,0,0,0,2,2,1,0,0.20,2009
40,Mark Brunell,QB,15,NO,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
41,Kellen Clemens,QB,15,NYJ,ATL,0,0,0,0,0,0,0,0,1,0,0,0,0.00,2009
42,JP Losman,QB,15,OAK,DEN,0,1,0,0,0,0,0,40,0,0,0,0,0.00,2009
43,Trent Edwards,QB,15,BUF,NE,1,2,50,-1,-1,0,0,56,0,0,0,0,-0.04,2009
44,Caleb Hanie,QB,15,CHI,BAL,2,5,40,8,2,0,1,8,0,0,0,0,-0.68,2009
