Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Miles Austin,WR,5,DAL,KC,15,10,67,250,2,60,17,25,0,0,0,0,0,50.00,2009
2,Roddy White,WR,5,ATL,SF,10,8,80,210,2,90,21,26,0,0,0,0,0,44.00,2009
3,Jeremy Maclin,WR,5,PHI,TB,8,6,75,142,2,51,18,24,0,0,0,0,0,35.20,2009
4,Andre Johnson,WR,5,HOU,ARI,14,8,57,101,2,21,7,13,0,0,0,0,0,33.10,2009
5,Austin Collie,WR,5,IND,TEN,9,8,89,97,2,39,11,12,0,0,0,0,0,29.70,2009
6,Nate Burleson,WR,5,SEA,JAX,8,6,75,98,2,44,12,16,0,0,0,0,0,27.80,2009
7,Brandon Marshall,WR,5,DEN,NE,11,8,73,64,2,13,6,8,1,6,0,0,0,27.00,2009
8,Larry Fitzgerald,WR,5,ARI,HOU,6,5,83,79,2,26,13,16,0,0,0,0,0,24.90,2009
9,TJ Houshmandzadeh,WR,5,SEA,JAX,7,5,71,77,2,34,11,15,0,0,0,0,0,24.70,2009
10,Wes Welker,WR,5,NE,DEN,15,8,53,86,1,17,6,11,0,0,0,0,0,22.60,2009
11,Hines Ward,WR,5,PIT,DET,7,7,100,85,1,21,12,12,0,0,0,0,0,21.50,2009
12,Dennis Northcutt,WR,5,DET,PIT,9,6,67,79,1,25,9,13,0,0,0,0,0,19.90,2009
13,Donnie Avery,WR,5,LAR,MIN,7,5,71,87,1,27,12,17,0,0,0,0,0,19.70,2009
14,Eddie Royal,WR,5,DEN,NE,15,10,67,90,0,15,6,9,0,0,0,1,0,19.00,2009
15,Dwayne Bowe,WR,5,KC,DAL,10,5,50,74,1,20,7,15,0,0,0,0,0,18.40,2009
16,Reggie Wayne,WR,5,IND,TEN,8,6,75,60,1,19,8,10,0,0,0,0,0,18.00,2009
17,Braylon Edwards,WR,5,NYJ,MIA,9,5,56,64,1,34,7,13,0,0,0,0,0,17.40,2009
18,Torry Holt,WR,5,JAX,SEA,11,7,64,95,0,25,9,14,0,0,0,0,0,16.50,2009
19,Chad Johnson,WR,5,CIN,BAL,10,7,70,94,0,21,9,13,0,0,0,1,1,15.40,2009
20,Hakeem Nicks,WR,5,NYG,OAK,6,4,67,49,1,17,8,12,0,0,0,0,0,14.90,2009
21,Anquan Boldin,WR,5,ARI,HOU,12,7,58,81,0,20,7,12,1,3,0,1,1,14.40,2009
22,Ted Ginn,WR,5,MIA,NYJ,2,2,100,57,1,53,29,29,0,0,0,0,0,13.70,2009
23,Steve Smith,WR,5,CAR,WAS,6,5,83,65,0,18,11,13,0,0,0,0,0,13.50,2009
24,Mike Wallace,WR,5,PIT,DET,5,2,40,52,1,47,10,26,0,0,0,0,0,13.20,2009
25,Chris Henry,WR,5,CIN,BAL,5,3,60,92,0,73,18,31,0,0,0,0,0,12.20,2009
26,Jabar Gaffney,WR,5,DEN,NE,8,6,75,61,0,18,8,10,0,0,0,0,0,12.10,2009
27,Josh Morgan,WR,5,SF,ATL,9,4,44,78,0,61,9,20,0,0,0,0,0,11.80,2009
28,Mario Manningham,WR,5,NYG,OAK,3,2,67,36,1,30,12,18,0,0,0,0,0,11.60,2009
29,Andre Caldwell,WR,5,CIN,BAL,2,2,100,33,1,20,17,17,0,0,0,0,0,11.30,2009
30,David Clowney,WR,5,NYJ,MIA,4,4,100,72,0,53,18,18,0,0,0,0,0,11.20,2009
31,Antonio Bryant,WR,5,TB,PHI,11,5,46,62,0,31,6,12,0,0,0,0,0,11.20,2009
32,Percy Harvin,WR,5,MIN,LAR,5,4,80,66,0,24,13,17,0,0,0,0,0,10.60,2009
33,Steve Breaston,WR,5,ARI,HOU,6,4,67,66,0,22,11,17,0,0,0,0,0,10.60,2009
34,Steve Smith,WR,5,NYG,OAK,4,3,75,70,0,43,18,23,0,0,0,0,0,10.00,2009
35,Danny Amendola,WR,5,LAR,MIN,5,5,100,43,0,14,9,9,0,0,0,1,0,9.30,2009
36,Keenan Burton,WR,5,LAR,MIN,9,5,56,42,0,14,5,8,0,0,0,0,0,9.20,2009
37,Sidney Rice,WR,5,MIN,LAR,5,3,60,61,0,47,12,20,0,0,0,0,0,9.10,2009
38,Terrell Owens,WR,5,BUF,CLE,7,4,57,44,0,18,6,11,1,6,0,0,0,9.00,2009
39,Santonio Holmes,WR,5,PIT,DET,6,4,67,50,0,20,8,13,0,0,0,0,0,9.00,2009
40,Muhsin Muhammad,WR,5,CAR,WAS,10,5,50,39,0,15,4,8,0,0,0,0,0,8.90,2009
41,Santana Moss,WR,5,WAS,CAR,6,4,67,44,0,23,7,11,0,0,0,1,0,8.40,2009
42,Bobby Wade,WR,5,KC,DAL,8,4,50,42,0,25,5,11,0,0,0,0,0,8.20,2009
43,Jerheme Urban,WR,5,ARI,HOU,5,4,80,41,0,13,8,10,0,0,0,0,0,8.10,2009
44,Kevin Walter,WR,5,HOU,ARI,6,4,67,37,0,13,6,9,1,-1,0,0,0,7.60,2009
45,Patrick Crayton,WR,5,DAL,KC,8,4,50,44,0,18,6,11,0,0,0,2,1,7.40,2009
