,Player,Position,Team,Opponent,Points,PlayerID
0,Peyton Manning,QB,IND,TEN,26.36,00-0010346
1,Donovan McNabb,QB,PHI,TB,25.56,00-0011022
2,Matt Schaub,QB,HOU,ARI,25.34,00-0022787
3,Tony Romo,QB,DAL,KC,24.54,00-0021678
4,Kyle Orton,QB,DEN,NE,23.2,00-0023541
5,Kurt Warner,QB,ARI,HOU,23.08,00-0017200
6,Ben Roethlisberger,QB,PIT,DET,21.78,00-0022924
7,Matt Cassel,QB,KC,DAL,20.92,00-0023662
8,Daunte Culpepper,QB,DET,PIT,18.68,00-0003739
9,Josh Johnson,QB,TB,PHI,18.6,
10,Chad Henne,QB,MIA,NYJ,17.64,00-0026197
11,Carson Palmer,QB,CIN,BAL,15.64,00-0021429
12,Tom Brady,QB,NE,DEN,15.5,00-0019596
13,Eli Manning,QB,NYG,OAK,14.92,00-0022803
14,Brett Favre,QB,MIN,LAR,13.08,00-0005106
15,Jake Delhomme,QB,CAR,WAS,12.94,00-0004161
16,David Carr,QB,NYG,OAK,12.3,00-0020608
17,Shaun Hill,QB,SF,ATL,12.22,00-0020679
18,Mark Sanchez,QB,NYJ,MIA,11.48,00-0026898
19,Joe Flacco,QB,BAL,CIN,10.34,00-0026158
20,Jason Campbell,QB,WAS,CAR,10.2,00-0023460
21,Trent Edwards,QB,BUF,CLE,9.08,00-0025479
22,Marc Bulger,QB,LA,MIN,7.52,00-0019599
23,Kyle Boller,QB,LA,MIN,6.46,00-0022164
24,David Garrard,QB,JAX,SEA,5.62,00-0021231
25,Kerry Collins,QB,TEN,IND,5.46,00-0003292
26,Tarvaris Jackson,QB,MIN,LAR,2.72,00-0024279
27,JaMarcus Russell,QB,OAK,NYG,1.5,00-0025388
28,Michael Vick,QB,PHI,TB,1.04,
29,Pat White,QB,MIA,NYJ,0.6,00-0027020
30,Vince Young,QB,TEN,IND,0.6,00-0024218
31,Derek Anderson,QB,CLE,BUF,0.12,00-0023645
32,Luke McCown,QB,JAX,SEA,0.08,00-0022864
33,Kevin Kolb,QB,PHI,TB,0.0,00-0025423
34,Chris Redman,QB,ATL,SF,-0.1,00-0019709
35,Seneca Wallace,QB,SEA,JAX,-0.3,00-0022055
36,Jeremy Maclin,WR,PHI,TB,35.2,00-0026995
37,Andre Johnson,WR,HOU,ARI,33.1,00-0022044
38,Austin Collie,WR,IND,TEN,29.7,00-0027092
39,Nate Burleson,WR,SEA,JAX,27.8,00-0021999
40,Brandon Marshall,WR,DEN,NE,27.0,00-0029620
41,Larry Fitzgerald,WR,ARI,HOU,24.9,00-0022921
42,TJ Houshmandzadeh,WR,SEA,JAX,24.7,
43,Wes Welker,WR,NE,DEN,22.6,00-0022427
44,Hines Ward,WR,PIT,DET,21.5,00-0017162
45,Dennis Northcutt,WR,DET,PIT,19.9,00-0019650
