Player,Position,Team,Opponent,Points
Peyton Manning,QB,IND,TEN,26.36
Donovan McNabb,QB,PHI,TB,25.56
Matt Schaub,QB,HOU,ARI,25.34
Tony Romo,QB,DAL,KC,24.54
Kyle Orton,QB,DEN,NE,23.20
Kurt Warner,QB,ARI,HOU,23.08
Ben Roethlisberger,QB,PIT,DET,21.78
Matt Cassel,QB,KC,DAL,20.92
Daunte Culpepper,QB,DET,PIT,18.68
Josh Johnson,QB,TB,PHI,18.60
Chad Henne,QB,MIA,NYJ,17.64
Carson Palmer,QB,CIN,BAL,15.64
Tom Brady,QB,NE,DEN,15.50
Eli Manning,QB,NYG,OAK,14.92
Brett Favre,QB,MIN,LAR,13.08
Jake Delhomme,QB,CAR,WAS,12.94
David Carr,QB,NYG,OAK,12.30
Shaun Hill,QB,SF,ATL,12.22
Mark Sanchez,QB,NYJ,MIA,11.48
Joe Flacco,QB,BAL,CIN,10.34
Jason Campbell,QB,WAS,CAR,10.20
Trent Edwards,QB,BUF,CLE,9.08
Marc Bulger,QB,LAR,MIN,7.52
Kyle Boller,QB,LAR,MIN,6.46
David Garrard,QB,JAX,SEA,5.62
Kerry Collins,QB,TEN,IND,5.46
Tarvaris Jackson,QB,MIN,LAR,2.72
JaMarcus Russell,QB,OAK,NYG,1.50
Michael Vick,QB,PHI,TB,1.04
Pat White,QB,MIA,NYJ,0.60
Vince Young,QB,TEN,IND,0.60
Derek Anderson,QB,CLE,BUF,0.12
Luke McCown,QB,JAX,SEA,0.08
Kevin Kolb,QB,PHI,TB,0.00
Chris Redman,QB,ATL,SF,-0.10
Seneca Wallace,QB,SEA,JAX,-0.30
Jeremy Maclin,WR,PHI,TB,35.20
Andre Johnson,WR,HOU,ARI,33.10
Austin Collie,WR,IND,TEN,29.70
Nate Burleson,WR,SEA,JAX,27.80
Brandon Marshall,WR,DEN,NE,27.00
Larry Fitzgerald,WR,ARI,HOU,24.90
TJ Houshmandzadeh,WR,SEA,JAX,24.70
Wes Welker,WR,NE,DEN,22.60
Hines Ward,WR,PIT,DET,21.50
Dennis Northcutt,WR,DET,PIT,19.90
Donnie Avery,WR,LAR,MIN,19.70
Eddie Royal,WR,DEN,NE,19.00
Dwayne Bowe,WR,KC,DAL,18.40
Reggie Wayne,WR,IND,TEN,18.00
Braylon Edwards,WR,NYJ,MIA,17.40
Torry Holt,WR,JAX,SEA,16.50
Chad Johnson,WR,CIN,BAL,15.40
Hakeem Nicks,WR,NYG,OAK,14.90
Anquan Boldin,WR,ARI,HOU,14.40
Ted Ginn,WR,MIA,NYJ,13.70
Steve Smith,WR,CAR,WAS,13.50
Mike Wallace,WR,PIT,DET,13.20
Chris Henry,WR,CIN,BAL,12.20
Jabar Gaffney,WR,DEN,NE,12.10
Josh Morgan,WR,SF,ATL,11.80
Mario Manningham,WR,NYG,OAK,11.60
Andre Caldwell,WR,CIN,BAL,11.30
David Clowney,WR,NYJ,MIA,11.20
Antonio Bryant,WR,TB,PHI,11.20
Percy Harvin,WR,MIN,LAR,10.60
Steve Breaston,WR,ARI,HOU,10.60
Steve Smith,WR,NYG,OAK,10.00
Danny Amendola,WR,LAR,MIN,9.30
Keenan Burton,WR,LAR,MIN,9.20
Sidney Rice,WR,MIN,LAR,9.10
Terrell Owens,WR,BUF,CLE,9.00
Santonio Holmes,WR,PIT,DET,9.00
