Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Ahmad Bradshaw,RB,5,NYG,OAK,11,110,10,2,1,1,55,0,1,0,32.50,2009
2,Michael Turner,RB,5,ATL,SF,22,97,4,3,0,0,0,0,1,0,27.70,2009
3,Ray Rice,RB,5,BAL,CIN,14,69,5,0,8,7,74,1,0,0,27.30,2009
4,Ronnie Brown,RB,5,MIA,NYJ,21,74,4,2,4,3,14,0,0,0,24.64,2009
5,Cedric Benson,RB,5,CIN,BAL,27,120,4,1,3,2,16,0,0,0,24.60,2009
6,Joseph Addai,RB,5,IND,TEN,14,27,2,1,10,10,53,0,0,0,24.00,2009
7,Clinton Portis,RB,5,WAS,CAR,19,57,3,1,3,2,17,1,0,0,21.40,2009
8,Adrian Peterson,RB,5,MIN,LAR,14,63,5,2,2,2,6,0,0,0,20.90,2009
9,Marshawn Lynch,RB,5,BUF,CLE,17,69,4,0,7,6,56,0,0,0,18.50,2009
10,Rashard Mendenhall,RB,5,PIT,DET,15,77,5,1,2,2,16,0,0,0,17.30,2009
11,Ricky Williams,RB,5,MIA,NYJ,11,68,6,0,3,3,70,0,0,0,16.80,2009
12,Glen Coffee,RB,5,SF,ATL,12,45,4,1,5,4,21,0,0,0,16.60,2009
13,Chester Taylor,RB,5,MIN,LAR,10,26,3,1,3,3,49,0,0,0,16.50,2009
14,Thomas Jones,RB,5,NYJ,MIA,13,42,3,2,2,0,0,0,0,0,16.20,2009
15,Steve Slaton,RB,5,HOU,ARI,13,39,3,0,6,6,59,0,0,0,15.80,2009
16,Tim Hightower,RB,5,ARI,HOU,6,17,3,1,5,5,30,0,0,0,15.70,2009
17,Knowshon Moreno,RB,5,DEN,NE,21,88,4,0,5,4,36,0,1,1,15.40,2009
18,Tashard Choice,RB,5,DAL,KC,8,92,12,1,1,0,0,0,0,0,15.20,2009
19,Jamal Lewis,RB,5,CLE,BUF,31,117,4,0,0,0,0,0,0,0,14.70,2009
20,Kevin Smith,RB,5,DET,PIT,20,53,3,0,5,4,48,0,1,0,14.10,2009
21,Sammy Morris,RB,5,NE,DEN,17,68,4,0,3,2,39,0,1,0,12.70,2009
22,Steven Jackson,RB,5,LAR,MIN,21,84,4,0,3,2,25,0,1,1,11.90,2009
23,Jonathan Stewart,RB,5,CAR,WAS,10,39,4,1,1,1,6,0,0,0,11.50,2009
24,Brian Westbrook,RB,5,PHI,TB,6,18,3,1,2,2,17,0,0,0,11.50,2009
25,Michael Bush,RB,5,OAK,NYG,12,37,3,1,1,1,6,0,0,0,11.30,2009
26,Jamaal Charles,RB,5,KC,DAL,3,9,3,0,7,5,54,0,0,0,11.30,2009
27,Maurice Jones-Drew,RB,5,JAX,SEA,12,34,3,0,5,5,23,0,0,0,10.70,2009
28,Leonard Weaver,FB,5,PHI,TB,2,4,2,0,1,1,20,1,0,0,9.40,2009
29,Brandon Jacobs,RB,5,NYG,OAK,21,67,3,0,1,1,8,0,0,0,8.50,2009
30,Chris Brown,RB,5,HOU,ARI,4,2,1,1,1,1,9,0,0,0,8.10,2009
31,Jerome Felton,FB,5,DET,PIT,1,8,8,0,4,3,37,0,0,0,7.50,2009
32,DeAngelo Williams,RB,5,CAR,WAS,18,40,2,0,2,2,19,0,1,1,6.90,2009
33,Leon Washington,RB,5,NYJ,MIA,11,45,4,0,2,1,13,0,0,0,6.80,2009
34,Fred Jackson,RB,5,BUF,CLE,13,30,2,0,3,2,17,0,0,0,6.70,2009
35,Kevin Faulk,RB,5,NE,DEN,4,8,2,0,3,3,26,0,0,0,6.40,2009
36,Edgerrin James,RB,5,SEA,JAX,16,46,3,0,1,1,7,0,1,0,6.30,2009
37,Chris Johnson,RB,5,TEN,IND,9,34,4,0,3,2,9,0,0,0,6.30,2009
38,Brian Leonard,RB,5,CIN,BAL,1,1,1,0,3,3,30,0,0,0,6.10,2009
39,Vonta Leach,RB,5,HOU,ARI,0,0,0,0,3,3,31,0,0,0,6.10,2009
40,Mewelde Moore,RB,5,PIT,DET,2,8,4,0,3,3,20,0,0,0,5.80,2009
41,Larry Johnson,RB,5,KC,DAL,21,37,2,0,2,1,9,0,0,0,5.60,2009
42,Donald Brown,RB,5,IND,TEN,6,22,4,0,3,2,13,0,0,0,5.50,2009
43,Marion Barber,RB,5,DAL,KC,15,53,4,0,1,0,0,0,0,0,5.30,2009
44,LenDale White,RB,5,TEN,IND,10,51,5,0,0,0,0,0,0,0,5.10,2009
45,Jason Snelling,RB,5,ATL,SF,2,5,3,0,4,3,15,0,1,0,5.00,2009
46,LeSean McCoy,RB,5,PHI,TB,6,14,2,0,3,2,15,0,0,0,4.90,2009
47,Julius Jones,RB,5,SEA,JAX,12,34,3,0,2,1,2,0,0,0,4.60,2009
48,LeRon McClain,RB,5,BAL,CIN,2,6,3,0,4,3,10,0,0,0,4.60,2009
49,Cadillac Williams,RB,5,TB,PHI,10,8,1,0,3,3,8,0,0,0,4.60,2009
50,Justin Forsett,RB,5,SEA,JAX,6,43,7,0,2,0,0,0,1,0,4.30,2009
