Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Philadelphia Eagles,DST,10,PHI,CAR,10,9,10,3,2,0,1,1,21,31.00,2014
2,Arizona Cardinals,DST,10,ARI,LAR,9,6,8,2,1,0,2,0,14,25.00,2014
3,Cleveland Browns,DST,10,CLE,CIN,3,2,4,3,1,0,0,0,3,17.00,2014
4,Green Bay Packers,DST,10,GB,CHI,8,4,6,2,1,0,1,0,14,17.00,2014
5,New York Jets,DST,10,NYJ,PIT,7,2,7,2,2,0,0,0,13,14.00,2014
6,Baltimore Ravens,DST,10,BAL,TEN,4,5,8,1,1,0,0,0,7,13.00,2014
7,Atlanta Falcons,DST,10,ATL,TB,4,4,11,2,1,0,0,0,17,11.00,2014
8,Dallas Cowboys,DST,10,DAL,JAX,7,4,5,1,2,0,0,0,17,11.00,2014
9,Buffalo Bills,DST,10,BUF,KC,8,6,10,0,1,0,0,0,17,9.00,2014
10,Kansas City Chiefs,DST,10,KC,BUF,4,1,1,0,2,0,0,0,13,9.00,2014
11,Detroit Lions,DST,10,DET,MIA,7,3,9,1,1,0,0,0,16,8.00,2014
12,San Francisco 49ers,DST,10,SF,NO,3,2,6,2,1,0,0,0,24,8.00,2014
13,Miami Dolphins,DST,10,MIA,DET,5,3,6,1,0,0,0,0,20,8.00,2014
14,Denver Broncos,DST,10,DEN,OAK,5,0,3,2,1,0,0,0,17,7.00,2014
15,Seattle Seahawks,DST,10,SEA,NYG,4,2,9,1,1,0,0,0,17,7.00,2014
16,New Orleans Saints,DST,10,NO,SF,4,4,4,0,1,0,0,0,27,6.00,2014
17,Los Angeles Rams,DST,10,LAR,ARI,10,3,9,1,0,0,0,0,31,6.00,2014
18,Pittsburgh Steelers,DST,10,PIT,NYJ,4,4,7,0,0,0,0,0,20,5.00,2014
19,Chicago Bears,DST,10,CHI,GB,4,0,5,0,1,0,0,1,55,4.00,2014
20,Jacksonville Jaguars,DST,10,JAX,DAL,4,1,3,0,1,1,0,0,31,4.00,2014
21,New York Giants,DST,10,NYG,SEA,6,2,5,2,1,0,0,0,38,4.00,2014
22,Cincinnati Bengals,DST,10,CIN,CLE,4,0,2,0,1,0,0,0,24,2.00,2014
23,Tampa Bay Buccaneers,DST,10,TB,ATL,5,1,3,0,0,0,0,0,27,1.00,2014
24,Tennessee Titans,DST,10,TEN,BAL,5,1,2,0,0,0,0,0,21,1.00,2014
25,Oakland Raiders,DST,10,OAK,DEN,2,0,3,2,0,0,0,0,41,0.00,2014
26,Carolina Panthers,DST,10,CAR,PHI,5,1,1,0,0,0,0,0,45,-3.00,2014
