Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Marshawn Lynch,RB,10,SEA,NYG,21,140,7,4,1,1,23,0,1,0,44.30,2014
2,CJ Anderson,RB,10,DEN,OAK,13,90,7,0,7,4,73,1,0,0,26.30,2014
3,Justin Forsett,RB,10,BAL,TEN,20,112,6,2,1,0,0,0,0,0,26.20,2014
4,DeMarco Murray,RB,10,DAL,JAX,19,100,5,0,7,6,31,0,0,0,22.10,2014
5,Jamaal Charles,RB,10,KC,BUF,15,98,7,1,4,3,20,0,0,0,20.80,2014
6,Eddie Lacy,RB,10,GB,CHI,14,50,4,0,6,3,68,1,0,0,20.80,2014
7,Denard Robinson,RB,10,JAX,DAL,15,60,4,2,3,2,10,0,1,1,20.00,2014
8,Mark Ingram,RB,10,NO,SF,27,120,4,0,5,3,19,0,0,0,19.90,2014
9,Steven Jackson,RB,10,ATL,TB,16,81,5,1,2,2,14,0,0,0,17.50,2014
10,Jonathan Stewart,RB,10,CAR,PHI,11,36,3,1,4,4,23,0,0,0,15.90,2014
11,Terrance West,RB,10,CLE,CIN,26,94,4,1,0,0,0,0,0,0,15.40,2014
12,Frank Gore,RB,10,SF,NO,23,81,4,1,1,1,2,0,0,0,15.30,2014
13,Andre Ellington,RB,10,ARI,LAR,18,23,1,1,5,5,19,0,0,0,15.20,2014
14,Darren Sproles,RB,10,PHI,CAR,1,8,8,1,2,1,13,0,0,0,15.10,2014
15,Bryce Brown,RB,10,BUF,KC,7,35,5,0,7,6,65,0,1,1,15.00,2014
16,Le'Veon Bell,RB,10,PIT,NYJ,11,36,3,0,10,8,33,0,0,0,14.90,2014
17,Ben Tate,RB,10,CLE,CIN,10,34,3,1,2,2,27,0,0,0,14.10,2014
18,Tre Mason,RB,10,LAR,ARI,14,48,3,0,6,4,33,0,0,0,12.10,2014
19,Andre Williams,RB,10,NYG,SEA,13,33,3,1,5,2,5,0,0,0,11.80,2014
20,Joseph Randle,RB,10,DAL,JAX,7,56,8,1,0,0,0,0,0,0,11.60,2014
21,Matt Forte,RB,10,CHI,GB,17,54,3,0,7,3,27,0,0,0,11.10,2014
22,Benjamin Cunningham,RB,10,LAR,ARI,4,12,3,1,4,2,16,0,0,0,10.80,2014
23,Bishop Sankey,RB,10,TEN,BAL,16,55,3,0,3,3,19,0,0,0,10.40,2014
24,Isaiah Crowell,RB,10,CLE,CIN,12,41,3,1,0,0,0,0,0,0,10.10,2014
25,Joique Bell,RB,10,DET,MIA,10,44,4,0,3,2,37,0,0,0,10.10,2014
26,Carlos Hyde,RB,10,SF,NO,4,36,9,1,0,0,0,0,0,0,9.60,2014
27,Bobby Rainey,RB,10,TB,ATL,6,14,2,0,5,4,42,0,0,0,9.60,2014
28,Leon Washington,RB,10,TEN,BAL,1,3,3,0,3,2,12,1,1,0,9.50,2014
29,Damien Williams,RB,10,MIA,DET,7,34,5,0,3,3,27,0,0,0,9.10,2014
30,Fred Jackson,RB,10,BUF,KC,3,10,3,0,5,4,39,0,0,0,8.90,2014
31,LeSean McCoy,RB,10,PHI,CAR,12,19,2,1,3,1,-2,0,0,0,8.70,2014
32,Theo Riddick,RB,10,DET,MIA,3,0,0,0,3,2,5,1,0,0,8.50,2014
33,Darren McFadden,RB,10,OAK,DEN,7,14,2,0,7,4,22,0,0,0,7.60,2014
34,Christine Michael,RB,10,SEA,NYG,4,71,18,0,0,0,0,0,0,0,7.10,2014
35,DeAngelo Williams,RB,10,CAR,PHI,13,31,2,0,3,3,17,0,1,1,6.80,2014
36,Jordan Todman,RB,10,JAX,DAL,2,6,3,0,6,3,27,0,0,0,6.30,2014
37,Anthony Dixon,RB,10,BUF,KC,9,62,7,0,0,0,0,0,0,0,6.20,2014
38,Jeremy Hill,RB,10,CIN,CLE,12,55,5,0,2,1,6,0,1,1,6.10,2014
39,Travaris Cadet,RB,10,NO,SF,2,9,5,0,5,3,18,0,0,0,5.70,2014
40,Fozzy Whittaker,RB,10,CAR,PHI,6,29,5,0,2,2,7,0,0,0,5.60,2014
41,Kyle Juszczyk,FB,10,BAL,TEN,0,0,0,0,3,3,26,0,0,0,5.60,2014
42,DuJuan Harris,RB,10,GB,CHI,8,52,7,0,0,0,0,0,0,0,5.20,2014
43,Chris Ivory,RB,10,NYJ,PIT,14,51,4,0,0,0,0,0,0,0,5.10,2014
44,Jed Collins,FB,10,DET,MIA,0,0,0,0,2,2,30,0,0,0,5.00,2014
45,Charles Sims,RB,10,TB,ATL,8,23,3,0,2,2,17,0,1,1,5.00,2014
46,Chris Johnson,RB,10,NYJ,PIT,7,23,3,0,1,1,12,0,0,0,4.50,2014
47,Ronnie Hillman,RB,10,DEN,OAK,6,13,2,0,5,2,9,0,0,0,4.20,2014
48,Reggie Bush,RB,10,DET,MIA,4,20,5,0,1,1,5,0,0,0,3.50,2014
49,Rex Burkhead,RB,10,CIN,CLE,4,12,3,0,4,2,3,0,0,0,3.50,2014
50,Michael Cox,RB,10,NYG,SEA,2,6,3,0,3,2,9,0,0,0,3.50,2014
