,Player,Position,Team,Opponent,Points,PlayerID
0,Josh McCown,QB,TB,ATL,24.94,00-0021206
1,Russell Wilson,QB,SEA,NYG,24.58,00-0029263
2,Mark Sanchez,QB,PHI,CAR,24.18,00-0026898
3,Tony Romo,QB,DAL,JAX,21.84,00-0021678
4,Drew Brees,QB,NO,SF,21.38,00-0020531
5,Cam Newton,QB,CAR,PHI,19.84,00-0027939
6,Ben Roethlisberger,QB,PIT,NYJ,18.72,00-0022924
7,Matthew Stafford,QB,DET,MIA,18.1,00-0026498
8,Michael Vick,QB,NYJ,PIT,17.18,
9,Matt Ryan,QB,ATL,TB,15.66,00-0026143
10,Alex Smith,QB,KC,BUF,15.58,00-0023436
11,Kyle Orton,QB,BUF,KC,14.66,00-0023541
12,Colin Kaepernick,QB,SF,NO,13.8,00-0027974
13,Derek Carr,QB,OAK,DEN,13.68,00-0031280
14,Eli Manning,QB,NYG,SEA,13.32,00-0022803
15,Blake Bortles,QB,JAX,DAL,12.9,00-0031407
16,Jay Cutler,QB,CHI,GB,11.88,00-0024226
17,Ryan Tannehill,QB,MIA,DET,11.28,00-0029701
18,Joe Flacco,QB,BAL,TEN,10.56,00-0026158
19,Zach Mettenberger,QB,TEN,BAL,10.16,00-0031266
20,Austin Davis,QB,LA,ARI,9.64,00-0028957
21,Carson Palmer,QB,ARI,LAR,8.74,00-0021429
22,Brian Hoyer,QB,CLE,CIN,8.02,00-0026625
23,Drew Stanton,QB,ARI,LAR,7.7,00-0025430
24,Joe Webb,QB,CAR,PHI,2.6,00-0027796
25,Andy Dalton,QB,CIN,CLE,1.24,00-0027973
26,Brock Osweiler,QB,DEN,OAK,0.72,00-0029682
27,Jimmy Clausen,QB,CHI,GB,0.44,00-0027659
28,Jason Campbell,QB,CIN,CLE,0.28,00-0023460
29,Matt Flynn,QB,GB,CHI,0.16,00-0026349
30,Brandon Weeden,QB,DAL,JAX,0.02,00-0029677
31,Matt Barkley,QB,PHI,CAR,0.0,00-0030533
32,Matt Schaub,QB,OAK,DEN,0.0,00-0022787
33,Luke McCown,QB,NO,SF,0.0,00-0022864
34,Jordan Matthews,WR,PHI,CAR,35.8,00-0031299
35,Mike Evans,WR,TB,ATL,28.5,00-0031408
36,Brandon Marshall,WR,CHI,GB,28.2,00-0024334
37,Martavis Bryant,WR,PIT,NYJ,27.3,00-0031373
38,Calvin Johnson,WR,DET,MIA,27.3,00-0025389
39,Golden Tate,WR,DET,MIA,24.9,00-0027891
40,Demaryius Thomas,WR,DEN,OAK,24.8,00-0027874
41,Emmanuel Sanders,WR,DEN,OAK,24.2,00-0027685
42,Larry Fitzgerald,WR,ARI,LAR,23.2,00-0022921
43,Julio Jones,WR,ATL,TB,22.9,00-0027944
44,Kelvin Benjamin,WR,CAR,PHI,22.0,00-0031359
45,Odell Beckham Jr,WR,NYG,SEA,21.9,00-0031235
46,Anquan Boldin,WR,SF,NO,21.5,00-0022084
47,Preston Parker,WR,NYG,SEA,20.9,00-0027450
48,Brandin Cooks,WR,NO,SF,20.0,00-0031236
49,Cecil Shorts,WR,JAX,DAL,19.9,00-0028052
50,Roddy White,WR,ATL,TB,19.2,00-0023462
51,Torrey Smith,WR,BAL,TEN,18.5,00-0027996
