Player,Position,Team,Opponent,Points
Josh McCown,QB,TB,ATL,24.94
Russell Wilson,QB,SEA,NYG,24.58
Mark Sanchez,QB,PHI,CAR,24.18
Tony Romo,QB,DAL,JAX,21.84
Drew Brees,QB,NO,SF,21.38
Cam Newton,QB,CAR,PHI,19.84
Ben Roethlisberger,QB,PIT,NYJ,18.72
Matthew Stafford,QB,DET,MIA,18.10
Michael Vick,QB,NYJ,PIT,17.18
Matt Ryan,QB,ATL,TB,15.66
Alex Smith,QB,KC,BUF,15.58
Kyle Orton,QB,BUF,KC,14.66
Colin Kaepernick,QB,SF,NO,13.80
Derek Carr,QB,OAK,DEN,13.68
Eli Manning,QB,NYG,SEA,13.32
Blake Bortles,QB,JAX,DAL,12.90
Jay Cutler,QB,CHI,GB,11.88
Ryan Tannehill,QB,MIA,DET,11.28
Joe Flacco,QB,BAL,TEN,10.56
Zach Mettenberger,QB,TEN,BAL,10.16
Austin Davis,QB,LAR,ARI,9.64
Carson Palmer,QB,ARI,LAR,8.74
Brian Hoyer,QB,CLE,CIN,8.02
Drew Stanton,QB,ARI,LAR,7.70
Joe Webb,QB,CAR,PHI,2.60
Andy Dalton,QB,CIN,CLE,1.24
Brock Osweiler,QB,DEN,OAK,0.72
Jimmy Clausen,QB,CHI,GB,0.44
Jason Campbell,QB,CIN,CLE,0.28
Matt Flynn,QB,GB,CHI,0.16
Brandon Weeden,QB,DAL,JAX,0.02
Matt Barkley,QB,PHI,CAR,0.00
Matt Schaub,QB,OAK,DEN,0.00
Luke McCown,QB,NO,SF,0.00
Jordan Matthews,WR,PHI,CAR,35.80
Mike Evans,WR,TB,ATL,28.50
Brandon Marshall,WR,CHI,GB,28.20
Martavis Bryant,WR,PIT,NYJ,27.30
Calvin Johnson,WR,DET,MIA,27.30
Golden Tate,WR,DET,MIA,24.90
Demaryius Thomas,WR,DEN,OAK,24.80
Emmanuel Sanders,WR,DEN,OAK,24.20
Larry Fitzgerald,WR,ARI,LAR,23.20
Julio Jones,WR,ATL,TB,22.90
Kelvin Benjamin,WR,CAR,PHI,22.00
Odell Beckham Jr,WR,NYG,SEA,21.90
Anquan Boldin,WR,SF,NO,21.50
Preston Parker,WR,NYG,SEA,20.90
Brandin Cooks,WR,NO,SF,20.00
Cecil Shorts,WR,JAX,DAL,19.90
Roddy White,WR,ATL,TB,19.20
Torrey Smith,WR,BAL,TEN,18.50
John Brown,WR,ARI,LAR,18.30
Dwayne Bowe,WR,KC,BUF,17.30
Randall Cobb,WR,GB,CHI,16.20
Mike Wallace,WR,MIA,DET,16.10
Chris Hogan,WR,BUF,KC,15.70
Vincent Jackson,WR,TB,ATL,15.50
TJ Graham,WR,NYJ,PIT,13.70
Antonio Brown,WR,PIT,NYJ,13.40
Alshon Jeffery,WR,CHI,GB,13.10
Allen Robinson,WR,JAX,DAL,13.00
Jarvis Landry,WR,MIA,DET,11.50
Robert Woods,WR,BUF,KC,11.20
Jermaine Kearse,WR,SEA,NYG,10.00
James Jones,WR,OAK,DEN,10.00
Miles Austin,WR,CLE,CIN,9.80
Kendall Wright,WR,TEN,BAL,9.40
Brice Butler,WR,OAK,DEN,9.20
Michael Crabtree,WR,SF,NO,9.20
Rueben Randle,WR,NYG,SEA,8.90
Percy Harvin,WR,NYJ,PIT,8.60
Markus Wheaton,WR,PIT,NYJ,8.10
Travis Benjamin,WR,CLE,CIN,7.60
Steve Johnson,WR,SF,NO,7.30
Doug Baldwin,WR,SEA,NYG,7.10
Jeremy Maclin,WR,PHI,CAR,6.80
Sammy Watkins,WR,BUF,KC,6.70
Jaron Brown,WR,ARI,LAR,6.50
Wes Welker,WR,DEN,OAK,6.40
Taylor Gabriel,WR,CLE,CIN,6.10
Kenny Britt,WR,LAR,ARI,6.10
Greg Olsen,TE,CAR,PHI,20.90
Brent Celek,TE,PHI,CAR,19.60
Mychal Rivera,TE,OAK,DEN,18.40
Jared Cook,TE,LAR,ARI,16.40
Jason Witten,TE,DAL,JAX,14.30
Austin Seferian-Jenkins,TE,TB,ATL,14.00
Charles Clay,TE,MIA,DET,11.50
Andrew Quarless,TE,GB,CHI,9.00
Jace Amaro,TE,NYJ,PIT,8.60
Brandon Bostick,TE,GB,CHI,7.10
Delanie Walker,TE,TEN,BAL,6.70
Gary Barnidge,TE,CLE,CIN,6.60
Larry Donnell,TE,NYG,SEA,6.60
Martellus Bennett,TE,CHI,GB,6.50
Jermaine Gresham,TE,CIN,CLE,5.90
Heath Miller,TE,PIT,NYJ,5.90
Clay Harbor,TE,JAX,DAL,5.80
John Carlson,TE,ARI,LAR,5.30
Lance Kendricks,TE,LAR,ARI,5.00
Scott Chandler,TE,BUF,KC,4.70
Cooper Helfet,TE,SEA,NYG,4.20
Owen Daniels,TE,BAL,TEN,4.00
Travis Kelce,TE,KC,BUF,3.90
Zach Ertz,TE,PHI,CAR,2.70
Troy Niklas,TE,ARI,LAR,2.70
Richard Rodgers,TE,GB,CHI,2.60
Gavin Escobar,TE,DAL,JAX,2.40
Nic Jacobs,TE,JAX,DAL,2.40
Benjamin Watson,TE,NO,SF,2.30
Daniel Fells,TE,NYG,SEA,2.20
Rob Housler,TE,ARI,LAR,2.10
Vernon Davis,TE,SF,NO,1.80
Anthony Fasano,TE,KC,BUF,1.70
Ed Dickson,TE,CAR,PHI,1.70
Brian Leonhardt,TE,OAK,DEN,1.50
Kevin Brock,TE,CIN,CLE,1.40
Dante Rosario,TE,CHI,GB,1.30
Lee Smith,TE,BUF,KC,0.00
Chris Gragg,TE,BUF,KC,0.00
Matt Spaeth,TE,PIT,NYJ,0.00
Gator Hoskins,TE,MIA,DET,0.00
Bear Pascoe,TE,ATL,TB,0.00
Levine Toilolo,TE,ATL,TB,0.00
Derek Carrier,TE,SF,NO,0.00
Jeff Cumberland,TE,NYJ,PIT,0.00
Josh Hill,TE,NO,SF,0.00
Crockett Gillmore,TE,BAL,TEN,0.00
Ryan Hewitt,TE,CIN,CLE,0.00
Justin Forsett,RB,BAL,TEN,26.20
DeMarco Murray,RB,DAL,JAX,22.10
Jamaal Charles,RB,KC,BUF,20.80
Eddie Lacy,RB,GB,CHI,20.80
Denard Robinson,RB,JAX,DAL,20.00
Mark Ingram,RB,NO,SF,19.90
Steven Jackson,RB,ATL,TB,17.50
Jonathan Stewart,RB,CAR,PHI,15.90
Terrance West,RB,CLE,CIN,15.40
Frank Gore,RB,SF,NO,15.30
Andre Ellington,RB,ARI,LAR,15.20
Darren Sproles,RB,PHI,CAR,15.10
Bryce Brown,RB,BUF,KC,15.00
Le'Veon Bell,RB,PIT,NYJ,14.90
Ben Tate,RB,CLE,CIN,14.10
Tre Mason,RB,LAR,ARI,12.10
Andre Williams,RB,NYG,SEA,11.80
Joseph Randle,RB,DAL,JAX,11.60
