,Player,Position,Team,Opponent,Points,PlayerID
0,Kyle Orton,QB,DEN,LAR,28.88,00-0023541
1,Matt Cassel,QB,KC,SEA,28.12,00-0023662
2,Michael Vick,QB,PHI,CHI,27.72,
3,Jay Cutler,QB,CHI,PHI,27.58,00-0024226
4,Sam Bradford,QB,LA,DEN,27.22,00-0027854
5,Chad Henne,QB,MIA,OAK,21.88,00-0026197
6,Drew Brees,QB,NO,DAL,19.78,00-0020531
7,Joe Flacco,QB,BAL,TB,18.36,00-0026158
8,Eli Manning,QB,NYG,JAX,16.94,00-0022803
9,Jon Kitna,QB,DAL,NO,16.52,00-0009311
10,Matt Hasselbeck,QB,SEA,KC,16.08,00-0007091
11,Shaun Hill,QB,DET,NE,15.7,00-0020679
12,Peyton Manning,QB,IND,LAC,15.4,00-0010346
13,Matt Schaub,QB,HOU,TEN,14.92,00-0022787
14,David Garrard,QB,JAX,NYG,14.58,00-0021231
15,Ryan Fitzpatrick,QB,BUF,PIT,14.0,00-0023682
16,Josh Freeman,QB,TB,BAL,13.18,00-0026993
17,Donovan McNabb,QB,WAS,MIN,12.14,00-0011022
18,Bruce Gradkowski,QB,OAK,MIA,12.08,00-0024408
19,Matt Ryan,QB,ATL,GB,11.88,00-0026143
20,Ben Roethlisberger,QB,PIT,BUF,11.64,00-0022924
21,Mark Sanchez,QB,NYJ,CIN,9.24,00-0026898
22,Troy Smith,QB,SF,ARI,8.76,00-0025561
23,Philip Rivers,QB,LAC,IND,8.1,00-0022942
24,Jake Delhomme,QB,CLE,CAR,8.0,00-0004161
25,Carson Palmer,QB,CIN,NYJ,7.9,00-0021429
26,Brett Favre,QB,MIN,WAS,7.78,00-0005106
27,Jimmy Clausen,QB,CAR,CLE,6.8,00-0027659
28,Derek Anderson,QB,ARI,SF,5.84,00-0023645
29,Rusty Smith,QB,TEN,HOU,2.52,00-0027775
30,Josh Johnson,QB,TB,BAL,0.0,
31,Sage Rosenfels,QB,NYG,JAX,0.0,00-0020480
32,Chase Daniel,QB,NO,DAL,0.0,00-0026544
33,Ben Obomanu,WR,SEA,KC,29.9,00-0024463
34,Deion Branch,WR,NE,DET,29.3,00-0021192
35,Wes Welker,WR,NE,DET,29.0,00-0022427
36,Brandon Lloyd,WR,DEN,LAR,23.6,00-0022097
37,Derrick Mason,WR,BAL,TB,22.7,00-0010500
38,Earl Bennett,WR,CHI,PHI,21.6,00-0026210
39,Brad Smith,WR,NYJ,CIN,20.8,00-0024318
40,Hines Ward,WR,PIT,BUF,20.7,00-0017162
41,Andre Johnson,WR,HOU,TEN,20.6,00-0022044
42,Eddie Royal,WR,DEN,LAR,20.4,00-0026182
43,Davone Bess,WR,MIA,OAK,20.1,00-0026000
44,Greg Jennings,WR,GB,ATL,19.9,00-0024267
45,Calvin Johnson,WR,DET,NE,19.6,00-0025389
46,Marques Colston,WR,NO,DAL,19.5,00-0024466
47,Miles Austin,WR,DAL,NO,17.5,00-0023921
48,Jordy Nelson,WR,GB,ATL,17.1,00-0026176
49,Jason Avant,WR,PHI,CHI,16.3,00-0024324
50,Johnny Knox,WR,CHI,PHI,15.8,00-0026913
51,Santonio Holmes,WR,NYJ,CIN,15.4,00-0024240
52,Mario Manningham,WR,NYG,JAX,15.1,00-0026235
53,Lance Moore,WR,NO,DAL,14.9,00-0023310
54,Jordan Shipley,WR,CIN,NYJ,14.8,00-0027687
55,Jeremy Maclin,WR,PHI,CHI,14.7,00-0026995
56,Steve Johnson,WR,BUF,PIT,13.8,00-0026364
57,Devery Henderson,WR,NO,DAL,13.7,00-0022929
58,Danario Alexander,WR,LA,DEN,13.5,00-0027912
59,Blair White,WR,IND,LAC,13.4,00-0027477
60,Danny Amendola,WR,LA,DEN,12.9,00-0026035
61,Michael Crabtree,WR,SF,ARI,12.8,00-0026986
62,Marlon Moore,WR,MIA,OAK,12.7,00-0027356
63,Roy Williams,WR,DAL,NO,12.3,
64,Pierre Garcon,WR,IND,LAC,12.2,00-0026345
