,Player,Position,Team,Opponent,Points,PlayerID
0,Tom Brady,QB,NE,PIT,35.3,00-0019596
1,Ben Roethlisberger,QB,PIT,NE,30.68,00-0022924
2,David Garrard,QB,JAX,HOU,28.18,00-0021231
3,Matt Ryan,QB,ATL,BAL,28.14,00-0026143
4,Kyle Orton,QB,DEN,KC,27.74,00-0023541
5,Jon Kitna,QB,DAL,NYG,27.58,00-0009311
6,Eli Manning,QB,NYG,DAL,25.62,00-0022803
7,Mark Sanchez,QB,NYJ,CLE,25.36,00-0026898
8,Matt Schaub,QB,HOU,JAX,24.96,00-0022787
9,Troy Smith,QB,SF,LAR,22.44,00-0025561
10,Jay Cutler,QB,CHI,MIN,21.88,00-0024226
11,Joe Flacco,QB,BAL,ATL,20.9,00-0026158
12,Matt Hasselbeck,QB,SEA,ARI,20.32,00-0007091
13,Derek Anderson,QB,ARI,SEA,19.88,00-0023645
14,Shaun Hill,QB,DET,BUF,19.02,00-0020679
15,Josh Freeman,QB,TB,CAR,18.54,00-0026993
16,Donovan McNabb,QB,WAS,PHI,16.8,00-0011022
17,Carson Palmer,QB,CIN,IND,16.68,00-0021429
18,Sam Bradford,QB,LA,SF,15.14,00-0027854
19,Colt McCoy,QB,CLE,NYJ,13.3,00-0027688
20,Chad Henne,QB,MIA,TEN,12.9,00-0026197
21,Tim Tebow,QB,DEN,KC,10.32,00-0027876
22,Ryan Fitzpatrick,QB,BUF,DET,9.94,00-0023682
23,Jimmy Clausen,QB,CAR,TB,8.74,00-0027659
24,Peyton Manning,QB,IND,CIN,7.4,00-0010346
25,Vince Young,QB,TEN,MIA,7.08,00-0024218
26,Brett Favre,QB,MIN,CHI,6.7,00-0005106
27,Kerry Collins,QB,TEN,MIA,2.04,00-0003292
28,Josh Johnson,QB,TB,CAR,1.4,
29,Chad Pennington,QB,MIA,TEN,0.76,00-0019559
30,Charlie Whitehurst,QB,SEA,ARI,0.72,00-0024296
31,Sage Rosenfels,QB,NYG,DAL,0.0,00-0020480
32,Kevin Kolb,QB,PHI,WAS,-0.1,00-0025423
33,Mike Wallace,WR,PIT,NE,36.6,00-0026901
34,Mike Thomas,WR,JAX,HOU,33.7,00-0033114
35,Andre Johnson,WR,HOU,JAX,32.6,00-0022044
36,Calvin Johnson,WR,DET,BUF,31.8,00-0025389
37,Mike Williams,WR,SEA,ARI,28.5,00-0033536
38,Brandon Lloyd,WR,DEN,KC,27.0,00-0022097
39,Mario Manningham,WR,NYG,DAL,25.1,00-0026235
40,Dez Bryant,WR,DAL,NYG,22.4,00-0027902
41,Chad Johnson,WR,CIN,IND,21.6,00-0020397
42,Kevin Walter,WR,HOU,JAX,21.0,00-0021931
43,Early Doucet,WR,ARI,SEA,19.3,00-0026221
44,Danny Amendola,WR,LA,SF,19.3,00-0026035
45,Jeremy Maclin,WR,PHI,WAS,19.0,00-0026995
46,Santonio Holmes,WR,NYJ,CLE,18.6,00-0024240
47,Jason Avant,WR,PHI,WAS,18.6,00-0024324
48,DeSean Jackson,WR,PHI,WAS,18.3,00-0026189
49,Larry Fitzgerald,WR,ARI,SEA,18.1,00-0022921
50,Wes Welker,WR,NE,PIT,16.9,00-0022427
51,Percy Harvin,WR,MIN,CHI,16.4,00-0026998
52,Michael Crabtree,WR,SF,LAR,16.1,00-0026986
53,Anquan Boldin,WR,BAL,ATL,16.0,00-0022084
54,Brandon Gibson,WR,LA,SF,15.2,00-0026937
55,Emmanuel Sanders,WR,PIT,NE,15.1,00-0027685
56,Miles Austin,WR,DAL,NYG,14.8,00-0023921
57,Derrick Mason,WR,BAL,ATL,14.8,00-0010500
58,Brian Hartline,WR,MIA,TEN,14.8,00-0027077
59,Jabar Gaffney,WR,DEN,KC,14.7,00-0021163
60,Deion Branch,WR,NE,PIT,14.1,00-0021192
61,Johnny Knox,WR,CHI,MIN,14.0,00-0026913
62,Steve Breaston,WR,ARI,SEA,13.8,00-0025529
63,Devin Hester,WR,CHI,MIN,13.8,00-0024272
64,Chris Chambers,WR,KC,DEN,13.6,00-0020446
65,Jerricho Cotchery,WR,NYJ,CLE,13.3,00-0022811
66,Hakeem Nicks,WR,NYG,DAL,13.2,00-0027005
