Player,Position,Team,Opponent,Points
Tom Brady,QB,NE,PIT,35.30
Ben Roethlisberger,QB,PIT,NE,30.68
David Garrard,QB,JAX,HOU,28.18
Matt Ryan,QB,ATL,BAL,28.14
Kyle Orton,QB,DEN,KC,27.74
Jon Kitna,QB,DAL,NYG,27.58
Eli Manning,QB,NYG,DAL,25.62
Mark Sanchez,QB,NYJ,CLE,25.36
Matt Schaub,QB,HOU,JAX,24.96
Troy Smith,QB,SF,LAR,22.44
Jay Cutler,QB,CHI,MIN,21.88
Joe Flacco,QB,BAL,ATL,20.90
Matt Hasselbeck,QB,SEA,ARI,20.32
Derek Anderson,QB,ARI,SEA,19.88
Shaun Hill,QB,DET,BUF,19.02
Josh Freeman,QB,TB,CAR,18.54
Donovan McNabb,QB,WAS,PHI,16.80
Carson Palmer,QB,CIN,IND,16.68
Sam Bradford,QB,LAR,SF,15.14
Colt McCoy,QB,CLE,NYJ,13.30
Chad Henne,QB,MIA,TEN,12.90
Tim Tebow,QB,DEN,KC,10.32
Ryan Fitzpatrick,QB,BUF,DET,9.94
Jimmy Clausen,QB,CAR,TB,8.74
Peyton Manning,QB,IND,CIN,7.40
Vince Young,QB,TEN,MIA,7.08
Brett Favre,QB,MIN,CHI,6.70
Kerry Collins,QB,TEN,MIA,2.04
Josh Johnson,QB,TB,CAR,1.40
Chad Pennington,QB,MIA,TEN,0.76
Charlie Whitehurst,QB,SEA,ARI,0.72
Sage Rosenfels,QB,NYG,DAL,0.00
Kevin Kolb,QB,PHI,WAS,-0.10
Mike Wallace,WR,PIT,NE,36.60
Mike Thomas,WR,JAX,HOU,33.70
Andre Johnson,WR,HOU,JAX,32.60
Calvin Johnson,WR,DET,BUF,31.80
Mike Williams,WR,SEA,ARI,28.50
Brandon Lloyd,WR,DEN,KC,27.00
Mario Manningham,WR,NYG,DAL,25.10
Dez Bryant,WR,DAL,NYG,22.40
Chad Johnson,WR,CIN,IND,21.60
Kevin Walter,WR,HOU,JAX,21.00
Early Doucet,WR,ARI,SEA,19.30
Danny Amendola,WR,LAR,SF,19.30
Jeremy Maclin,WR,PHI,WAS,19.00
Santonio Holmes,WR,NYJ,CLE,18.60
Jason Avant,WR,PHI,WAS,18.60
DeSean Jackson,WR,PHI,WAS,18.30
Larry Fitzgerald,WR,ARI,SEA,18.10
Wes Welker,WR,NE,PIT,16.90
Percy Harvin,WR,MIN,CHI,16.40
Michael Crabtree,WR,SF,LAR,16.10
Anquan Boldin,WR,BAL,ATL,16.00
Brandon Gibson,WR,LAR,SF,15.20
Emmanuel Sanders,WR,PIT,NE,15.10
Miles Austin,WR,DAL,NYG,14.80
Derrick Mason,WR,BAL,ATL,14.80
Brian Hartline,WR,MIA,TEN,14.80
Jabar Gaffney,WR,DEN,KC,14.70
Deion Branch,WR,NE,PIT,14.10
Johnny Knox,WR,CHI,MIN,14.00
Steve Breaston,WR,ARI,SEA,13.80
Devin Hester,WR,CHI,MIN,13.80
Chris Chambers,WR,KC,DEN,13.60
Jerricho Cotchery,WR,NYJ,CLE,13.30
Hakeem Nicks,WR,NYG,DAL,13.20
Ben Obomanu,WR,SEA,ARI,11.70
Nate Washington,WR,TEN,MIA,11.60
Antwaan Randle El,WR,PIT,NE,11.60
Anthony Armstrong,WR,WAS,PHI,11.30
Arrelious Benn,WR,TB,CAR,10.90
Eddie Royal,WR,DEN,KC,10.90
Mike Williams,WR,TB,CAR,10.80
Terrance Copper,WR,KC,DEN,10.50
Terrell Owens,WR,CIN,IND,10.40
Nate Burleson,WR,DET,BUF,10.40
Braylon Edwards,WR,NYJ,CLE,9.90
Michael Jenkins,WR,ATL,BAL,9.80
Mohamed Massaquoi,WR,CLE,NYJ,8.80
Pierre Garcon,WR,IND,CIN,8.70
Jermaine Gresham,TE,CIN,IND,22.50
Kevin Boss,TE,NYG,DAL,19.10
Kellen Winslow,TE,TB,CAR,18.50
Zach Miller,TE,JAX,HOU,17.90
Deon Butler,TE,SEA,ARI,17.00
Todd Heap,TE,BAL,ATL,15.70
Jacob Tamme,TE,IND,CIN,14.30
Benjamin Watson,TE,CLE,NYJ,12.40
Greg Olsen,TE,CHI,MIN,12.10
Delanie Walker,TE,SF,LAR,12.00
Vernon Davis,TE,SF,LAR,11.90
Bo Scaife,TE,TEN,MIA,11.10
Heath Miller,TE,PIT,NE,11.00
Marcedes Lewis,TE,JAX,HOU,10.30
Brandon Pettigrew,TE,DET,BUF,9.00
Kellen Davis,TE,CHI,MIN,8.90
John Gilmore,TE,TB,CAR,8.20
Fred Davis,TE,WAS,PHI,8.10
Tony Gonzalez,TE,ATL,BAL,7.80
Chris Baker,TE,SEA,ARI,7.10
Visanthe Shiancoe,TE,MIN,CHI,6.90
Tony Scheffler,TE,DET,BUF,6.40
Dustin Keller,TE,NYJ,CLE,5.50
Chris Cooley,TE,WAS,PHI,5.30
Tony Moeaki,TE,KC,DEN,4.40
Dante Rosario,TE,CAR,TB,4.40
Martellus Bennett,TE,DAL,NYG,4.20
Leonard Pope,TE,KC,DEN,4.10
Michael Hoomanawanui,TE,LAR,SF,4.00
Mike Sellers,TE,WAS,PHI,3.80
Joel Dreessen,TE,HOU,JAX,3.40
Travis Beckum,TE,NYG,DAL,3.20
Daniel Fells,TE,LAR,SF,3.10
Reggie Kelly,TE,CIN,IND,2.90
Evan Moore,TE,CLE,NYJ,2.80
James Casey,TE,HOU,JAX,2.80
Brent Celek,TE,PHI,WAS,2.80
Stephen Spach,TE,ARI,SEA,2.40
Robert Royal,TE,CLE,NYJ,2.40
Ben Patrick,TE,ARI,SEA,2.10
Jeff Dugan,TE,MIN,CHI,1.90
Jason Witten,TE,DAL,NYG,1.70
Michael Palmer,TE,ATL,BAL,1.60
Gijon Robinson,TE,IND,CIN,1.50
Ed Dickson,TE,BAL,ATL,1.40
Jeff King,TE,CAR,TB,1.40
Alge Crumpler,TE,NE,PIT,1.40
Jimmy Kleinsasser,TE,MIN,CHI,1.30
Maurice Jones-Drew,RB,JAX,HOU,29.30
Steven Jackson,RB,LAR,SF,28.80
Knowshon Moreno,RB,DEN,KC,27.60
Frank Gore,RB,SF,LAR,24.40
Jamaal Charles,RB,KC,DEN,23.10
Felix Jones,RB,DAL,NYG,22.60
Chris Johnson,RB,TEN,MIA,22.40
Jerome Harrison,RB,PHI,WAS,22.40
LeSean McCoy,RB,PHI,WAS,20.40
Peyton Hillis,RB,CLE,NYJ,19.90
Ahmad Bradshaw,RB,NYG,DAL,19.50
Jason Snelling,RB,ATL,BAL,18.70
Justin Forsett,RB,SEA,ARI,18.50
Mewelde Moore,RB,PIT,NE,18.30
LaDainian Tomlinson,RB,NYJ,CLE,17.00
Cadillac Williams,RB,TB,CAR,16.50
BenJarvus Green-Ellis,RB,NE,PIT,16.30
Mike Goodson,RB,CAR,TB,16.30
LeGarrette Blount,RB,TB,CAR,15.10
Marshawn Lynch,RB,SEA,ARI,14.20
Tim Hightower,RB,ARI,SEA,14.20
Ray Rice,RB,BAL,ATL,13.20
Arian Foster,RB,HOU,JAX,13.00
Patrick Cobbs,RB,MIA,TEN,12.60
Shonn Greene,RB,NYJ,CLE,12.40
Adrian Peterson,RB,MIN,CHI,11.50
Cedric Benson,RB,CIN,IND,9.10
Spencer Larsen,RB,DEN,KC,9.00
Ricky Williams,RB,MIA,TEN,9.00
Kevin Smith,RB,DET,BUF,9.00
Darrel Young,FB,WAS,PHI,8.90
Matt Forte,RB,CHI,MIN,8.80
Javarris James,RB,IND,CIN,8.60
Jahvid Best,RB,DET,BUF,7.90
Rashard Mendenhall,RB,PIT,NE,7.50
Ronnie Brown,RB,MIA,TEN,7.10
Chester Taylor,RB,CHI,MIN,7.10
Tyler Thigpen,RB,MIA,TEN,7.06
Brian Leonard,RB,CIN,IND,7.00
Josh Vaughan,RB,CAR,TB,6.70
Toby Gerhart,RB,MIN,CHI,5.70
Marion Barber,RB,DAL,NYG,5.50
Danny Woodhead,RB,NE,PIT,5.30
Donald Brown,RB,IND,CIN,5.00
Brandon Jacobs,RB,NYG,DAL,4.80
Michael Turner,RB,ATL,BAL,3.90
Greg Jones,RB,JAX,HOU,3.60
Tony Richardson,FB,NYJ,CLE,3.50
David Akers,K,PHI,WAS,0.00
Adam Vinatieri,K,IND,CIN,0.00
Joe Nedney,K,SF,LAR,0.00
John Kasay,K,CAR,TB,0.00
Matt Bryant,K,ATL,BAL,0.00
Shayne Graham,K,NE,PIT,0.00
David Buehler,K,DAL,NYG,0.00
Robbie Gould,K,CHI,MIN,0.00
Phil Dawson,K,CLE,NYJ,0.00
Lawrence Tynes,K,NYG,DAL,0.00
Josh Brown,K,LAR,SF,0.00
Nick Folk,K,NYJ,CLE,0.00
Josh Scobee,K,JAX,HOU,0.00
Matt Prater,K,DEN,KC,0.00
Connor Barth,K,TB,CAR,0.00
Ryan Longwell,K,MIN,CHI,0.00
Dave Rayner,K,DET,BUF,0.00
Neil Rackers,K,HOU,JAX,0.00
Rob Bironas,K,TEN,MIA,0.00
Ryan Succop,K,KC,DEN,0.00
Mike Nugent,K,CIN,IND,0.00
Jay Feely,K,ARI,SEA,0.00
Graham Gano,K,WAS,PHI,0.00
Jeff Reed,K,PIT,NE,0.00
Billy Cundiff,K,BAL,ATL,0.00
Rian Lindell,K,BUF,DET,0.00
Rhys Lloyd,K,CAR,TB,0.00
Dallas Cowboys,DST,DAL,NYG,13.00
Philadelphia Eagles,DST,PHI,WAS,13.00
Chicago Bears,DST,CHI,MIN,12.00
Denver Broncos,DST,DEN,KC,11.00
Seattle Seahawks,DST,SEA,ARI,10.00
Miami Dolphins,DST,MIA,TEN,9.00
New York Jets,DST,NYJ,CLE,8.00
Buffalo Bills,DST,BUF,DET,7.00
Atlanta Falcons,DST,ATL,BAL,6.00
Los Angeles Rams,DST,LAR,SF,5.00
Tampa Bay Buccaneers,DST,TB,CAR,5.00
Minnesota Vikings,DST,MIN,CHI,5.00
New York Giants,DST,NYG,DAL,5.00
San Francisco 49ers,DST,SF,LAR,4.00
Cleveland Browns,DST,CLE,NYJ,4.00
Detroit Lions,DST,DET,BUF,4.00
Carolina Panthers,DST,CAR,TB,4.00
Cincinnati Bengals,DST,CIN,IND,3.00
Tennessee Titans,DST,TEN,MIA,2.00
Jacksonville Jaguars,DST,JAX,HOU,2.00
Baltimore Ravens,DST,BAL,ATL,2.00
Houston Texans,DST,HOU,JAX,1.00
Arizona Cardinals,DST,ARI,SEA,0.00
Pittsburgh Steelers,DST,PIT,NE,-1.00
Washington Redskins,DST,WAS,PHI,-3.00
Kansas City Chiefs,DST,KC,DEN,-4.00
