Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Michael Vick,QB,10,PHI,WAS,20,28,71,333,12,4,0,151,8,80,10,2,52.32,2010
2,Matt Cassel,QB,10,KC,DEN,33,53,62,469,9,4,0,116,2,3,2,0,37.06,2010
3,Tom Brady,QB,10,NE,PIT,30,43,70,350,8,3,0,117,1,3,3,1,35.30,2010
4,Ben Roethlisberger,QB,10,PIT,NE,30,49,61,387,8,3,1,98,1,12,12,0,30.68,2010
5,David Garrard,QB,10,JAX,HOU,24,31,77,342,11,2,0,134,7,35,5,0,28.18,2010
6,Matt Ryan,QB,10,ATL,BAL,32,50,64,316,6,3,0,102,1,5,5,0,28.14,2010
7,Kyle Orton,QB,10,DEN,KC,22,34,65,296,9,4,0,132,1,-1,-1,0,27.74,2010
8,Jon Kitna,QB,10,DAL,NYG,13,22,59,327,15,3,1,124,4,5,1,0,27.58,2010
9,Eli Manning,QB,10,NYG,DAL,33,48,69,373,8,2,2,88,3,17,6,0,25.62,2010
10,Mark Sanchez,QB,10,NYJ,CLE,27,44,61,299,7,2,1,87,2,4,2,1,25.36,2010
11,Matt Schaub,QB,10,HOU,JAX,22,32,69,314,10,2,0,121,3,14,5,0,24.96,2010
12,Troy Smith,QB,10,SF,LAR,17,28,61,356,13,1,0,117,3,12,4,0,22.44,2010
13,Jay Cutler,QB,10,CHI,MIN,22,35,63,237,7,3,2,87,5,24,5,0,21.88,2010
14,Joe Flacco,QB,10,BAL,ATL,22,34,65,215,6,3,1,100,3,13,4,0,20.90,2010
15,Matt Hasselbeck,QB,10,SEA,ARI,22,34,65,333,10,1,0,107,1,0,0,0,20.32,2010
16,Derek Anderson,QB,10,ARI,SEA,23,45,51,322,7,1,1,73,0,0,0,0,19.88,2010
17,Shaun Hill,QB,10,DET,BUF,29,50,58,323,7,1,1,76,1,1,1,0,19.02,2010
18,Josh Freeman,QB,10,TB,CAR,18,24,75,241,10,2,0,134,5,19,4,0,18.54,2010
19,Donovan McNabb,QB,10,WAS,PHI,17,31,55,295,10,2,3,69,1,0,0,0,16.80,2010
20,Carson Palmer,QB,10,CIN,IND,31,42,74,292,7,2,3,79,0,0,0,0,16.68,2010
21,Sam Bradford,QB,10,LAR,SF,30,42,71,251,6,1,0,94,2,11,6,0,15.14,2010
22,Colt McCoy,QB,10,CLE,NYJ,18,31,58,205,7,1,0,89,4,11,3,0,13.30,2010
23,Chad Henne,QB,10,MIA,TEN,19,28,68,240,9,1,1,91,2,3,2,0,12.90,2010
24,Tim Tebow,QB,10,DEN,KC,1,1,100,3,3,1,0,119,2,2,1,1,10.32,2010
25,Ryan Fitzpatrick,QB,10,BUF,DET,12,24,50,146,6,1,0,83,1,1,1,0,9.94,2010
26,Jimmy Clausen,QB,10,CAR,TB,16,29,55,191,7,0,0,76,5,11,2,0,8.74,2010
27,Peyton Manning,QB,10,IND,CIN,20,36,56,185,5,0,0,70,0,0,0,0,7.40,2010
28,Vince Young,QB,10,TEN,MIA,9,18,50,92,5,1,1,60,2,14,7,0,7.08,2010
29,Brett Favre,QB,10,MIN,CHI,18,31,58,170,6,1,3,44,2,-1,-1,0,6.70,2010
30,Kerry Collins,QB,10,TEN,MIA,9,20,45,51,3,0,0,52,0,0,0,0,2.04,2010
31,Josh Johnson,QB,10,TB,CAR,0,0,0,0,0,0,0,0,1,14,14,0,1.40,2010
32,Chad Pennington,QB,10,MIA,TEN,1,2,50,19,10,0,0,83,0,0,0,0,0.76,2010
33,Charlie Whitehurst,QB,10,SEA,ARI,4,6,67,53,9,0,1,55,4,-4,-1,0,0.72,2010
34,Sage Rosenfels,QB,10,NYG,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2010
35,Kevin Kolb,QB,10,PHI,WAS,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2010
