Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Fred Jackson,RB,10,BUF,DET,25,133,5,1,7,6,37,1,2,1,37.00,2010
2,Keiland Williams,RB,10,WAS,PHI,16,89,6,2,7,4,50,1,0,0,35.90,2010
3,Maurice Jones-Drew,RB,10,JAX,HOU,24,100,4,2,3,2,23,0,0,0,29.30,2010
4,Steven Jackson,RB,10,LAR,SF,20,81,4,1,9,8,67,0,0,0,28.80,2010
5,Knowshon Moreno,RB,10,DEN,KC,22,106,5,0,3,3,50,1,0,0,27.60,2010
6,Frank Gore,RB,10,SF,LAR,22,87,4,1,4,3,67,0,0,0,24.40,2010
7,Jamaal Charles,RB,10,KC,DEN,14,41,3,0,9,5,80,1,1,0,23.10,2010
8,Felix Jones,RB,10,DAL,NYG,14,51,4,0,3,3,85,1,0,0,22.60,2010
9,Chris Johnson,RB,10,TEN,MIA,17,117,7,1,3,1,7,0,0,0,22.40,2010
10,Jerome Harrison,RB,10,PHI,WAS,11,109,10,1,1,1,15,0,0,0,22.40,2010
11,LeSean McCoy,RB,10,PHI,WAS,11,43,4,0,6,5,51,1,0,0,20.40,2010
12,Peyton Hillis,RB,10,CLE,NYJ,19,82,4,1,5,4,27,0,1,1,19.90,2010
13,Ahmad Bradshaw,RB,10,NYG,DAL,20,73,4,0,7,6,62,0,1,0,19.50,2010
14,Jason Snelling,RB,10,ATL,BAL,3,11,4,0,7,6,56,1,0,0,18.70,2010
15,Justin Forsett,RB,10,SEA,ARI,9,64,7,1,4,3,31,0,0,0,18.50,2010
16,Mewelde Moore,RB,10,PIT,NE,4,14,4,0,5,5,79,0,0,0,18.30,2010
17,LaDainian Tomlinson,RB,10,NYJ,CLE,18,57,3,0,10,6,53,0,0,0,17.00,2010
18,Cadillac Williams,RB,10,TB,CAR,5,62,12,1,2,2,23,0,0,0,16.50,2010
19,BenJarvus Green-Ellis,RB,10,NE,PIT,18,87,5,0,5,4,36,0,0,0,16.30,2010
20,Mike Goodson,RB,10,CAR,TB,23,100,4,0,4,3,13,0,1,1,16.30,2010
21,LeGarrette Blount,RB,10,TB,CAR,19,91,5,1,1,0,0,0,0,0,15.10,2010
22,Tim Hightower,RB,10,ARI,SEA,13,39,3,1,3,2,23,0,0,0,14.20,2010
23,Marshawn Lynch,RB,10,SEA,ARI,13,29,2,1,2,2,33,0,0,0,14.20,2010
24,Ray Rice,RB,10,BAL,ATL,12,59,5,0,5,3,43,0,0,0,13.20,2010
25,Arian Foster,RB,10,HOU,JAX,15,56,4,1,2,1,4,0,0,0,13.00,2010
26,Patrick Cobbs,RB,10,MIA,TEN,1,1,1,0,5,3,35,1,0,0,12.60,2010
27,Shonn Greene,RB,10,NYJ,CLE,20,72,4,0,3,3,22,0,0,0,12.40,2010
28,Adrian Peterson,RB,10,MIN,CHI,17,51,3,0,7,4,24,0,0,0,11.50,2010
29,Cedric Benson,RB,10,CIN,IND,14,24,2,0,5,5,27,0,1,1,9.10,2010
30,Spencer Larsen,RB,10,DEN,KC,2,17,9,0,1,1,3,1,0,0,9.00,2010
31,Ricky Williams,RB,10,MIA,TEN,11,64,6,0,2,2,6,0,1,0,9.00,2010
32,Kevin Smith,RB,10,DET,BUF,6,19,3,0,4,3,41,0,0,0,9.00,2010
33,Darrel Young,FB,10,WAS,PHI,1,16,16,0,1,1,3,1,0,0,8.90,2010
34,Matt Forte,RB,10,CHI,MIN,21,69,3,0,2,1,9,0,0,0,8.80,2010
35,Javarris James,RB,10,IND,CIN,10,26,3,1,0,0,0,0,0,0,8.60,2010
36,Jahvid Best,RB,10,DET,BUF,17,35,2,0,5,4,4,0,0,0,7.90,2010
37,Rashard Mendenhall,RB,10,PIT,NE,11,50,5,0,3,2,5,0,0,0,7.50,2010
38,Ronnie Brown,RB,10,MIA,TEN,12,11,1,1,1,0,0,0,0,0,7.10,2010
39,Chester Taylor,RB,10,CHI,MIN,11,33,3,0,4,3,8,0,0,0,7.10,2010
40,Tyler Thigpen,RB,10,MIA,TEN,2,5,3,0,0,0,0,0,0,0,7.06,2010
41,Brian Leonard,RB,10,CIN,IND,1,42,42,0,2,2,8,0,0,0,7.00,2010
42,Josh Vaughan,RB,10,CAR,TB,3,7,2,1,0,0,0,0,0,0,6.70,2010
43,Toby Gerhart,RB,10,MIN,CHI,4,20,5,0,2,2,17,0,0,0,5.70,2010
44,Marion Barber,RB,10,DAL,NYG,8,47,6,0,2,1,-2,0,0,0,5.50,2010
45,Danny Woodhead,RB,10,NE,PIT,4,11,3,0,3,2,22,0,0,0,5.30,2010
46,Donald Brown,RB,10,IND,CIN,12,50,4,0,1,0,0,0,0,0,5.00,2010
47,Brandon Jacobs,RB,10,NYG,DAL,5,17,3,0,3,2,11,0,0,0,4.80,2010
48,Michael Turner,RB,10,ATL,BAL,17,39,2,0,0,0,0,0,0,0,3.90,2010
49,Greg Jones,RB,10,JAX,HOU,2,4,2,0,2,2,12,0,0,0,3.60,2010
50,Tony Richardson,FB,10,NYJ,CLE,0,0,0,0,2,2,15,0,0,0,3.50,2010
