Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Olindo Mare,K,10,SEA,ARI,5,6,83,41,3,3,0.00,2010
2,Adam Vinatieri,K,10,IND,CIN,3,3,100,47,2,2,0.00,2010
3,Dan Carpenter,K,10,MIA,TEN,3,3,100,42,2,2,0.00,2010
4,Joe Nedney,K,10,SF,LAR,3,3,100,47,2,2,0.00,2010
5,David Akers,K,10,PHI,WAS,1,1,100,48,8,8,0.00,2010
6,Matt Bryant,K,10,ATL,BAL,2,2,100,51,2,2,0.00,2010
7,John Kasay,K,10,CAR,TB,3,3,100,48,1,1,0.00,2010
8,Robbie Gould,K,10,CHI,MIN,2,3,67,37,3,3,0.00,2010
9,David Buehler,K,10,DAL,NYG,2,3,67,23,3,3,0.00,2010
10,Shayne Graham,K,10,NE,PIT,2,2,100,36,3,3,0.00,2010
11,Nick Folk,K,10,NYJ,CLE,2,5,40,27,2,2,0.00,2010
12,Phil Dawson,K,10,CLE,NYJ,2,2,100,34,2,2,0.00,2010
13,Lawrence Tynes,K,10,NYG,DAL,2,2,100,43,2,2,0.00,2010
14,Josh Brown,K,10,LAR,SF,2,2,100,42,2,2,0.00,2010
15,Ryan Longwell,K,10,MIN,CHI,2,3,67,36,1,1,0.00,2010
16,Josh Scobee,K,10,JAX,HOU,1,3,33,38,4,4,0.00,2010
17,Connor Barth,K,10,TB,CAR,1,1,100,32,4,4,0.00,2010
18,Matt Prater,K,10,DEN,KC,0,1,0,0,7,7,0.00,2010
19,Dave Rayner,K,10,DET,BUF,2,3,67,45,0,0,0.00,2010
20,Neil Rackers,K,10,HOU,JAX,1,1,100,24,3,3,0.00,2010
21,Mike Nugent,K,10,CIN,IND,1,1,100,27,2,2,0.00,2010
22,Rob Bironas,K,10,TEN,MIA,1,1,100,40,2,2,0.00,2010
23,Ryan Succop,K,10,KC,DEN,1,2,50,40,2,2,0.00,2010
24,Jay Feely,K,10,ARI,SEA,1,1,100,23,1,1,0.00,2010
25,Jeff Reed,K,10,PIT,NE,1,2,50,22,1,1,0.00,2010
26,Graham Gano,K,10,WAS,PHI,0,0,0,0,4,4,0.00,2010
27,Billy Cundiff,K,10,BAL,ATL,0,0,0,0,3,3,0.00,2010
28,Rian Lindell,K,10,BUF,DET,0,1,0,0,2,2,0.00,2010
29,Rhys Lloyd,K,10,CAR,TB,0,0,0,0,0,0,0.00,2010
