Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Rob Gronkowski,TE,10,NE,PIT,5,5,100,72,3,25,14,14,0,0,0,0,0,30.20,2010
2,Anthony Fasano,TE,10,MIA,TEN,7,5,71,107,1,31,15,21,0,0,0,0,0,24.70,2010
3,Jermaine Gresham,TE,10,CIN,IND,10,9,90,85,1,19,9,9,0,0,0,1,1,22.50,2010
4,Kevin Boss,TE,10,NYG,DAL,7,5,71,81,1,35,12,16,0,0,0,0,0,19.10,2010
5,Kellen Winslow,TE,10,TB,CAR,6,6,100,65,1,20,11,11,0,0,0,0,0,18.50,2010
6,Zach Miller,TE,10,JAX,HOU,5,4,80,79,1,52,16,20,0,0,0,0,0,17.90,2010
7,Deon Butler,TE,10,SEA,ARI,7,4,57,66,1,63,9,17,1,4,0,0,0,17.00,2010
8,Todd Heap,TE,10,BAL,ATL,6,4,67,57,1,18,10,14,0,0,0,0,0,15.70,2010
9,Jacob Tamme,TE,10,IND,CIN,10,7,70,73,0,20,7,10,0,0,0,0,0,14.30,2010
10,Benjamin Watson,TE,10,CLE,NYJ,10,5,50,74,0,19,7,15,0,0,0,0,0,12.40,2010
11,Greg Olsen,TE,10,CHI,MIN,6,3,50,31,1,17,5,10,0,0,0,0,0,12.10,2010
12,Delanie Walker,TE,10,SF,LAR,5,4,80,80,0,36,16,20,0,0,0,0,0,12.00,2010
13,Vernon Davis,TE,10,SF,LAR,6,4,67,79,0,38,13,20,0,0,0,0,0,11.90,2010
14,Bo Scaife,TE,10,TEN,MIA,9,7,78,51,0,12,6,7,0,0,0,1,1,11.10,2010
15,Heath Miller,TE,10,PIT,NE,9,5,56,60,0,18,7,12,0,0,0,0,0,11.00,2010
16,Marcedes Lewis,TE,10,JAX,HOU,6,5,83,53,0,18,9,11,0,0,0,0,0,10.30,2010
17,Brandon Pettigrew,TE,10,DET,BUF,8,4,50,50,0,22,6,13,0,0,0,0,0,9.00,2010
18,Kellen Davis,TE,10,CHI,MIN,1,1,100,19,1,19,19,19,0,0,0,0,0,8.90,2010
19,John Gilmore,TE,10,TB,CAR,3,3,100,52,0,29,17,17,0,0,0,0,0,8.20,2010
20,Fred Davis,TE,10,WAS,PHI,1,1,100,71,0,71,71,71,0,0,0,0,0,8.10,2010
21,Tony Gonzalez,TE,10,ATL,BAL,5,4,80,38,0,14,8,10,0,0,0,0,0,7.80,2010
22,Chris Baker,TE,10,SEA,ARI,4,2,50,51,0,44,13,26,0,0,0,0,0,7.10,2010
23,Visanthe Shiancoe,TE,10,MIN,CHI,7,4,57,29,0,14,4,7,0,0,0,0,0,6.90,2010
24,Tony Scheffler,TE,10,DET,BUF,8,3,38,34,0,18,4,11,0,0,0,0,0,6.40,2010
25,Dustin Keller,TE,10,NYJ,CLE,9,3,33,25,0,16,3,8,0,0,0,0,0,5.50,2010
26,Chris Cooley,TE,10,WAS,PHI,7,3,43,23,0,11,3,8,0,0,0,0,0,5.30,2010
27,Tony Moeaki,TE,10,KC,DEN,3,1,33,34,0,34,11,34,0,0,0,0,0,4.40,2010
28,Dante Rosario,TE,10,CAR,TB,5,2,40,24,0,12,5,12,0,0,0,0,0,4.40,2010
29,Martellus Bennett,TE,10,DAL,NYG,2,1,50,32,0,32,16,32,0,0,0,0,0,4.20,2010
30,Leonard Pope,TE,10,KC,DEN,2,2,100,21,0,13,11,11,0,0,0,0,0,4.10,2010
31,Michael Hoomanawanui,TE,10,LAR,SF,4,2,50,20,0,16,5,10,0,0,0,0,0,4.00,2010
32,Mike Sellers,TE,10,WAS,PHI,1,1,100,28,0,28,28,28,0,0,0,0,0,3.80,2010
33,Joel Dreessen,TE,10,HOU,JAX,3,2,67,24,0,16,8,12,0,0,0,1,1,3.40,2010
34,Travis Beckum,TE,10,NYG,DAL,2,2,100,12,0,10,6,6,0,0,0,0,0,3.20,2010
35,Daniel Fells,TE,10,LAR,SF,4,2,50,11,0,11,3,6,0,0,0,0,0,3.10,2010
36,Reggie Kelly,TE,10,CIN,IND,2,2,100,9,0,5,5,5,0,0,0,0,0,2.90,2010
37,Evan Moore,TE,10,CLE,NYJ,3,1,33,18,0,18,6,18,0,0,0,0,0,2.80,2010
38,James Casey,TE,10,HOU,JAX,2,1,50,18,0,18,9,18,0,0,0,0,0,2.80,2010
39,Brent Celek,TE,10,PHI,WAS,4,2,50,8,0,7,2,4,0,0,0,0,0,2.80,2010
40,Robert Royal,TE,10,CLE,NYJ,1,1,100,14,0,14,14,14,0,0,0,0,0,2.40,2010
41,Stephen Spach,TE,10,ARI,SEA,1,1,100,14,0,14,14,14,0,0,0,0,0,2.40,2010
42,Ben Patrick,TE,10,ARI,SEA,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10,2010
43,Jeff Dugan,TE,10,MIN,CHI,1,1,100,9,0,9,9,9,0,0,0,0,0,1.90,2010
44,Jason Witten,TE,10,DAL,NYG,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70,2010
45,Michael Palmer,TE,10,ATL,BAL,2,1,50,6,0,6,3,6,0,0,0,0,0,1.60,2010
46,Gijon Robinson,TE,10,IND,CIN,2,1,50,5,0,5,3,5,0,0,0,0,0,1.50,2010
47,Ed Dickson,TE,10,BAL,ATL,1,1,100,4,0,4,4,4,0,0,0,0,0,1.40,2010
48,Jeff King,TE,10,CAR,TB,3,1,33,4,0,4,1,4,0,0,0,0,0,1.40,2010
49,Alge Crumpler,TE,10,NE,PIT,1,1,100,4,0,4,4,4,0,0,0,0,0,1.40,2010
50,Jimmy Kleinsasser,TE,10,MIN,CHI,1,1,100,3,0,3,3,3,0,0,0,0,0,1.30,2010
