Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Chris Johnson,RB,10,TEN,BUF,26,132,5,2,9,9,100,0,0,0,50.20,2009
2,Steven Jackson,RB,10,LAR,NO,26,131,5,1,13,9,45,0,0,0,35.60,2009
3,Adrian Peterson,RB,10,MIN,DET,18,133,7,2,3,2,10,0,2,2,29.30,2009
4,Justin Forsett,RB,10,SEA,ARI,17,123,7,1,8,5,26,0,0,0,28.90,2009
5,Matt Forte,RB,10,CHI,SF,20,41,2,0,9,8,120,0,0,0,27.10,2009
6,Chris Wells,RB,10,ARI,SEA,16,85,5,2,2,2,32,0,0,0,25.70,2009
7,Maurice Jones-Drew,RB,10,JAX,NYJ,24,123,5,1,2,2,22,0,0,0,25.50,2009
8,Frank Gore,RB,10,SF,CHI,25,104,4,1,4,4,21,0,1,0,25.50,2009
9,Jamaal Charles,RB,10,KC,OAK,18,103,6,1,5,4,14,0,0,0,24.70,2009
10,Reggie Bush,RB,10,NO,LAR,6,83,14,1,2,2,15,1,0,0,23.80,2009
11,Ladell Betts,RB,10,WAS,DEN,26,114,4,1,2,1,6,0,0,0,22.00,2009
12,LaDainian Tomlinson,RB,10,LAC,PHI,24,96,4,2,1,0,0,0,0,0,21.60,2009
13,Joseph Addai,RB,10,IND,NE,10,41,4,1,3,2,27,1,0,0,20.80,2009
14,Jonathan Stewart,RB,10,CAR,ATL,11,82,8,2,2,0,0,0,0,0,20.20,2009
15,Ray Rice,RB,10,BAL,CLE,20,89,4,1,3,3,15,0,0,0,19.40,2009
16,Jason Snelling,RB,10,ATL,CAR,18,61,3,1,5,3,32,0,0,0,18.30,2009
17,Michael Bush,RB,10,OAK,KC,14,119,9,0,3,2,10,0,0,0,17.90,2009
18,Ronnie Brown,RB,10,MIA,TB,12,82,7,1,3,2,16,0,1,1,16.80,2009
19,Ricky Williams,RB,10,MIA,TB,20,102,5,0,4,2,5,0,0,0,15.70,2009
20,Fred Jackson,RB,10,BUF,TEN,8,48,6,0,5,3,23,0,0,0,15.18,2009
21,Michael Turner,RB,10,ATL,CAR,9,111,12,0,0,0,0,0,0,0,14.10,2009
22,Thomas Jones,RB,10,NYJ,JAX,21,77,4,1,1,0,0,0,0,0,13.70,2009
23,DeAngelo Williams,RB,10,CAR,ATL,19,92,5,0,1,1,30,0,0,0,13.20,2009
24,Knowshon Moreno,RB,10,DEN,WAS,18,97,5,0,5,2,7,0,0,0,12.40,2009
25,Bernard Scott,RB,10,CIN,PIT,13,33,3,0,2,1,21,0,0,0,12.40,2009
26,Laurence Maroney,RB,10,NE,IND,13,31,2,1,2,2,15,0,1,1,11.60,2009
27,Cadillac Williams,RB,10,TB,MIA,14,52,4,1,1,0,0,0,0,0,11.20,2009
28,Tim Hightower,RB,10,ARI,SEA,10,37,4,0,5,5,21,0,0,0,10.80,2009
29,Ryan Grant,RB,10,GB,DAL,19,79,4,0,2,2,8,0,0,0,10.70,2009
30,Kevin Faulk,RB,10,NE,IND,12,79,7,0,5,2,7,0,0,0,10.60,2009
31,Mike Tolbert,FB,10,LAC,PHI,0,0,0,0,2,2,25,1,0,0,10.50,2009
32,Justin Fargas,RB,10,OAK,KC,10,41,4,1,2,0,0,0,0,0,10.10,2009
33,Marshawn Lynch,RB,10,BUF,TEN,9,37,4,0,6,4,18,0,1,0,9.50,2009
34,Kevin Smith,RB,10,DET,MIN,12,55,5,0,5,3,10,0,1,1,8.50,2009
35,Darren Sproles,RB,10,LAC,PHI,2,14,7,0,4,4,31,0,0,0,8.50,2009
36,Louis Rankin,RB,10,SEA,ARI,3,24,8,0,4,3,24,0,0,0,7.80,2009
37,Brian Westbrook,RB,10,PHI,LAC,6,28,5,0,3,2,26,0,0,0,7.40,2009
38,Rock Cartwright,RB,10,WAS,DEN,9,41,5,0,2,2,9,0,0,0,7.00,2009
39,Marion Barber,RB,10,DAL,GB,5,26,5,0,4,3,11,0,0,0,6.70,2009
40,Brian Leonard,RB,10,CIN,PIT,4,8,2,0,3,3,24,0,0,0,6.20,2009
41,LeRon McClain,RB,10,BAL,CLE,3,10,3,0,3,3,19,0,0,0,5.90,2009
42,Mewelde Moore,RB,10,PIT,CIN,2,21,11,0,2,2,14,0,0,0,5.50,2009
43,LeSean McCoy,RB,10,PHI,LAC,3,5,2,0,3,3,18,0,0,0,5.30,2009
44,Pierre Thomas,RB,10,NO,LAR,11,37,3,0,3,1,5,0,0,0,5.20,2009
45,Rashard Mendenhall,RB,10,PIT,CIN,13,36,3,0,1,1,5,0,0,0,5.10,2009
46,Jamal Lewis,RB,10,CLE,BAL,10,36,4,0,1,1,5,0,0,0,5.10,2009
47,Brandon Jackson,RB,10,GB,DAL,1,2,2,0,3,3,15,0,0,0,4.70,2009
48,LaRod Stephens-Howling,RB,10,ARI,SEA,0,0,0,0,2,2,22,0,0,0,4.20,2009
49,Chris Jennings,RB,10,CLE,BAL,7,18,3,0,2,1,10,0,0,0,3.80,2009
50,Chad Simpson,RB,10,IND,NE,4,36,9,0,0,0,0,0,0,0,3.60,2009
