Player,Position,Team,Opponent,Points
Martellus Bennett,TE,DAL,GB,1.60
Adrian Peterson,RB,MIN,DET,29.30
Justin Forsett,RB,SEA,ARI,28.90
Matt Forte,RB,CHI,SF,27.10
Chris Wells,RB,ARI,SEA,25.70
Maurice Jones-Drew,RB,JAX,NYJ,25.50
Frank Gore,RB,SF,CHI,25.50
Jamaal Charles,RB,KC,OAK,24.70
Reggie Bush,RB,NO,LAR,23.80
Ladell Betts,RB,WAS,DEN,22.00
LaDainian Tomlinson,RB,LAC,PHI,21.60
Joseph Addai,RB,IND,NE,20.80
Jonathan Stewart,RB,CAR,ATL,20.20
Ray Rice,RB,BAL,CLE,19.40
Jason Snelling,RB,ATL,CAR,18.30
Michael Bush,RB,OAK,KC,17.90
Ronnie Brown,RB,MIA,TB,16.80
Ricky Williams,RB,MIA,TB,15.70
Fred Jackson,RB,BUF,TEN,15.18
Michael Turner,RB,ATL,CAR,14.10
Thomas Jones,RB,NYJ,JAX,13.70
DeAngelo Williams,RB,CAR,ATL,13.20
Knowshon Moreno,RB,DEN,WAS,12.40
Bernard Scott,RB,CIN,PIT,12.40
Laurence Maroney,RB,NE,IND,11.60
Cadillac Williams,RB,TB,MIA,11.20
Tim Hightower,RB,ARI,SEA,10.80
Ryan Grant,RB,GB,DAL,10.70
Kevin Faulk,RB,NE,IND,10.60
Mike Tolbert,FB,LAC,PHI,10.50
Justin Fargas,RB,OAK,KC,10.10
Marshawn Lynch,RB,BUF,TEN,9.50
Darren Sproles,RB,LAC,PHI,8.50
Kevin Smith,RB,DET,MIN,8.50
Louis Rankin,RB,SEA,ARI,7.80
Brian Westbrook,RB,PHI,LAC,7.40
Rock Cartwright,RB,WAS,DEN,7.00
Marion Barber,RB,DAL,GB,6.70
Brian Leonard,RB,CIN,PIT,6.20
LeRon McClain,RB,BAL,CLE,5.90
Mewelde Moore,RB,PIT,CIN,5.50
LeSean McCoy,RB,PHI,LAC,5.30
Pierre Thomas,RB,NO,LAR,5.20
Jamal Lewis,RB,CLE,BAL,5.10
Rashard Mendenhall,RB,PIT,CIN,5.10
Brandon Jackson,RB,GB,DAL,4.70
LaRod Stephens-Howling,RB,ARI,SEA,4.20
Chris Jennings,RB,CLE,BAL,3.80
Chad Simpson,RB,IND,NE,3.60
Rob Bironas,K,TEN,BUF,0.00
Jeff Reed,K,PIT,CIN,0.00
Shayne Graham,K,CIN,PIT,0.00
David Akers,K,PHI,LAC,0.00
Ryan Succop,K,KC,OAK,0.00
Stephen Gostkowski,K,NE,IND,0.00
Jay Feely,K,NYJ,JAX,0.00
Shaun Suisham,K,WAS,DEN,0.00
Ryan Longwell,K,MIN,DET,0.00
Thomas Howard,K,OAK,KC,0.00
Olindo Mare,K,SEA,ARI,0.00
Jason Elam,K,ATL,CAR,0.00
Nate Kaeding,K,LAC,PHI,0.00
Neil Rackers,K,ARI,SEA,0.00
Robbie Gould,K,CHI,SF,0.00
Josh Scobee,K,JAX,NYJ,0.00
Josh Brown,K,LAR,NO,0.00
Mason Crosby,K,GB,DAL,0.00
Rian Lindell,K,BUF,TEN,0.00
Matt Stover,K,IND,NE,0.00
Matt Prater,K,DEN,WAS,0.00
Joe Nedney,K,SF,CHI,0.00
John Kasay,K,CAR,ATL,0.00
Jason Hanson,K,DET,MIN,0.00
Sebastian Janikowski,K,OAK,KC,0.00
John Carney,K,NO,LAR,0.00
Steven Hauschka,K,BAL,CLE,0.00
Nick Folk,K,DAL,GB,0.00
David Buehler,K,DAL,GB,0.00
Rhys Lloyd,K,CAR,ATL,0.00
Phil Dawson,K,CLE,BAL,0.00
San Francisco 49ers,DST,SF,CHI,17.00
Cincinnati Bengals,DST,CIN,PIT,16.00
Green Bay Packers,DST,GB,DAL,15.00
Kansas City Chiefs,DST,KC,OAK,10.00
New Orleans Saints,DST,NO,LAR,10.00
Arizona Cardinals,DST,ARI,SEA,9.00
Minnesota Vikings,DST,MIN,DET,9.00
Oakland Raiders,DST,OAK,KC,9.00
Washington Redskins,DST,WAS,DEN,8.00
Chicago Bears,DST,CHI,SF,8.00
Miami Dolphins,DST,MIA,TB,8.00
Cleveland Browns,DST,CLE,BAL,8.00
Jacksonville Jaguars,DST,JAX,NYJ,6.00
Tampa Bay Buccaneers,DST,TB,MIA,6.00
Dallas Cowboys,DST,DAL,GB,5.00
Detroit Lions,DST,DET,MIN,5.00
Carolina Panthers,DST,CAR,ATL,5.00
Indianapolis Colts,DST,IND,NE,5.00
Los Angeles Chargers,DST,LAC,PHI,4.00
New York Jets,DST,NYJ,JAX,4.00
Los Angeles Rams,DST,LAR,NO,4.00
Pittsburgh Steelers,DST,PIT,CIN,3.00
Denver Broncos,DST,DEN,WAS,3.00
New England Patriots,DST,NE,IND,1.00
Philadelphia Eagles,DST,PHI,LAC,1.00
Buffalo Bills,DST,BUF,TEN,1.00
Atlanta Falcons,DST,ATL,CAR,1.00
Seattle Seahawks,DST,SEA,ARI,-1.00
