,Player,Position,Team,Opponent,Points,PlayerID
0,Donovan McNabb,QB,PHI,LAC,28.0,00-0011022
1,Kurt Warner,QB,ARI,SEA,24.6,00-0017200
2,Brett Favre,QB,MIN,DET,20.66,00-0005106
3,Marc Bulger,QB,LA,NO,19.62,00-0019599
4,Aaron Rodgers,QB,GB,DAL,19.06,00-0023459
5,David Garrard,QB,JAX,NYJ,18.94,00-0021231
6,Matt Hasselbeck,QB,SEA,ARI,18.3,00-0007091
7,Philip Rivers,QB,LAC,PHI,17.14,00-0022942
8,Jake Delhomme,QB,CAR,ATL,16.9,00-0004161
9,Kyle Orton,QB,DEN,WAS,16.02,00-0023541
10,Matthew Stafford,QB,DET,MIN,15.76,00-0026498
11,Drew Brees,QB,NO,LAR,14.92,00-0020531
12,Vince Young,QB,TEN,BUF,14.3,00-0024218
13,Tony Romo,QB,DAL,GB,13.64,00-0021678
14,Josh Freeman,QB,TB,MIA,13.34,00-0026993
15,Jason Campbell,QB,WAS,DEN,13.22,00-0023460
16,Matt Ryan,QB,ATL,CAR,11.36,00-0026143
17,Trent Edwards,QB,BUF,TEN,10.8,00-0025479
18,Mark Sanchez,QB,NYJ,JAX,10.48,00-0026898
19,Jay Cutler,QB,CHI,SF,10.48,00-0024226
20,Chad Henne,QB,MIA,TB,10.0,00-0026197
21,Ben Roethlisberger,QB,PIT,CIN,7.56,00-0022924
22,Carson Palmer,QB,CIN,PIT,6.92,00-0021429
23,Matt Cassel,QB,KC,OAK,6.34,00-0023662
24,Joe Flacco,QB,BAL,CLE,5.6,00-0026158
25,Alex Smith,QB,SF,CHI,3.92,00-0023436
26,JaMarcus Russell,QB,OAK,KC,2.56,00-0025388
27,Seneca Wallace,QB,SEA,ARI,2.14,00-0022055
28,Brady Quinn,QB,CLE,BAL,2.06,00-0025409
29,Bruce Gradkowski,QB,OAK,KC,0.86,00-0024408
30,Pat White,QB,MIA,TB,0.1,00-0027020
31,Mark Brunell,QB,NO,LAR,0.0,00-0002110
32,Kellen Clemens,QB,NYJ,JAX,0.0,00-0024264
33,Michael Vick,QB,PHI,LAC,0.0,
34,Matt Flynn,QB,GB,DAL,0.0,00-0026349
35,Tarvaris Jackson,QB,MIN,DET,-0.3,00-0024279
36,Chris Simms,QB,DEN,WAS,-0.48,00-0022005
37,Ryan Fitzpatrick,QB,BUF,TEN,-0.76,00-0023682
38,Brandon Marshall,WR,DEN,WAS,34.3,00-0029620
39,Sidney Rice,WR,MIN,DET,30.1,00-0025431
40,TJ Houshmandzadeh,WR,SEA,ARI,28.5,
41,Jason Avant,WR,PHI,LAC,26.6,00-0024324
42,Roy Williams,WR,DAL,GB,23.5,
43,Donnie Avery,WR,LA,NO,22.7,00-0026173
44,Anquan Boldin,WR,ARI,SEA,21.5,00-0022084
45,Lee Evans,WR,BUF,TEN,21.0,00-0022910
46,Larry Fitzgerald,WR,ARI,SEA,20.3,00-0022921
47,Steve Smith,WR,CAR,ATL,19.4,
48,Jeremy Maclin,WR,PHI,LAC,19.0,00-0026995
49,Jerricho Cotchery,WR,NYJ,JAX,18.8,00-0022811
50,Wes Welker,WR,NE,IND,18.4,00-0022427
51,Steve Breaston,WR,ARI,SEA,17.9,00-0025529
52,DeSean Jackson,WR,PHI,LAC,17.1,00-0026189
53,Roddy White,WR,ATL,CAR,16.8,00-0023462
54,Calvin Johnson,WR,DET,MIN,16.4,00-0025389
55,Brandon Gibson,WR,LA,NO,16.3,00-0026937
56,Santonio Holmes,WR,PIT,CIN,15.8,00-0024240
57,Dwayne Bowe,WR,KC,OAK,15.1,00-0025410
58,Muhsin Muhammad,WR,CAR,ATL,15.1,00-0011795
59,Maurice Stovall,WR,TB,MIA,14.7,00-0024305
60,Legedu Naanee,WR,LAC,PHI,14.2,00-0025559
61,Pierre Garcon,WR,IND,NE,14.0,00-0026345
62,Mike Sims-Walker,WR,JAX,NYJ,13.9,00-0025466
63,Robert Meachem,WR,NO,LAR,13.8,00-0025414
64,Devin Hester,WR,CHI,SF,11.8,00-0024272
65,Laveranues Coles,WR,CIN,PIT,11.7,00-0018958
66,Terrell Owens,WR,BUF,TEN,11.5,00-0012478
67,Nate Washington,WR,TEN,BUF,11.4,00-0023367
68,Davone Bess,WR,MIA,TB,11.2,00-0026000
69,Devery Henderson,WR,NO,LAR,11.2,00-0022929
70,Derrick Mason,WR,BAL,CLE,10.8,00-0010500
71,Dennis Northcutt,WR,DET,MIN,10.8,00-0019650
72,Austin Collie,WR,IND,NE,10.5,00-0027092
73,Braylon Edwards,WR,NYJ,JAX,9.9,00-0023438
74,Julian Edelman,WR,NE,IND,9.4,00-0027150
75,Patrick Crayton,WR,DAL,GB,9.2,00-0022766
76,Chris Chambers,WR,KC,OAK,9.0,00-0020446
77,Percy Harvin,WR,MIN,DET,9.0,00-0026998
78,Deion Branch,WR,SEA,ARI,9.0,00-0021192
79,Donald Driver,WR,GB,DAL,9.0,00-0004541
80,Mike Furrey,WR,CLE,BAL,9.0,00-0019281
81,Michael Crabtree,WR,SF,CHI,8.8,00-0026986
82,Mike Thomas,WR,JAX,NYJ,8.6,00-0033114
83,Greg Jennings,WR,GB,DAL,8.5,00-0024267
84,JohnnieLee Higgins,WR,OAK,KC,8.3,
85,Kenny Britt,WR,TEN,BUF,7.5,00-0027006
86,Antonio Gates,TE,LAC,PHI,14.8,00-0021547
87,Greg Olsen,TE,CHI,SF,14.5,00-0025418
88,Will Heller,TE,DET,MIN,13.3,00-0021756
89,Tony Gonzalez,TE,ATL,CAR,12.7,00-0006101
90,Dustin Keller,TE,NYJ,JAX,12.5,00-0026170
91,Kory Sperry,TE,MIA,TB,12.1,00-0026757
92,Mike Sellers,TE,WAS,DEN,10.5,00-0014655
93,Dallas Clark,TE,IND,NE,10.5,00-0022165
94,John Carlson,TE,SEA,ARI,10.1,00-0026178
95,Jason Witten,TE,DAL,GB,9.7,00-0022127
96,David Thomas,TE,NO,LAR,9.5,00-0024301
97,Justin Peelle,TE,ATL,CAR,9.2,00-0021227
98,Fred Davis,TE,WAS,DEN,9.0,00-0026188
99,Todd Heap,TE,BAL,CLE,8.3,00-0020516
100,Daniel Fells,TE,LA,NO,8.1,00-0023752
101,Jeff Dugan,TE,MIN,DET,7.8,00-0022746
102,Marcedes Lewis,TE,JAX,NYJ,7.8,00-0024243
103,Visanthe Shiancoe,TE,MIN,DET,7.3,00-0022054
104,Todd Yoder,TE,WAS,DEN,7.2,00-0019127
105,Spencer Havner,TE,GB,DAL,7.2,00-0023832
106,Jeremy Shockey,TE,NO,LAR,7.2,00-0021148
107,Tony Scheffler,TE,DEN,WAS,6.9,00-0024276
108,Heath Miller,TE,PIT,CIN,6.6,00-0023465
109,Deon Butler,TE,SEA,ARI,5.6,00-0027063
110,Randy McMichael,TE,LA,NO,5.0,00-0021236
111,Joey Haynos,TE,MIA,TB,4.7,00-0026026
112,Benjamin Watson,TE,NE,IND,4.6,00-0022943
113,Vernon Davis,TE,SF,CHI,4.6,00-0024221
114,JP Foschi,TE,CIN,PIT,4.4,
