Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Connor Barth,K,10,TB,MIA,3,3,100,54,2,2,0.00,2009
2,Dan Carpenter,K,10,MIA,TB,4,4,100,49,1,1,0.00,2009
3,Rob Bironas,K,10,TEN,BUF,2,3,67,51,5,5,0.00,2009
4,Shayne Graham,K,10,CIN,PIT,4,5,80,43,0,0,0.00,2009
5,Jeff Reed,K,10,PIT,CIN,4,4,100,35,0,0,0.00,2009
6,David Akers,K,10,PHI,LAC,3,3,100,25,2,2,0.00,2009
7,Jay Feely,K,10,NYJ,JAX,3,3,100,40,1,1,0.00,2009
8,Ryan Succop,K,10,KC,OAK,3,4,75,50,1,1,0.00,2009
9,Stephen Gostkowski,K,10,NE,IND,2,2,100,36,4,4,0.00,2009
10,Ryan Longwell,K,10,MIN,DET,2,2,100,35,3,3,0.00,2009
11,Shaun Suisham,K,10,WAS,DEN,2,2,100,35,3,3,0.00,2009
12,Thomas Howard,K,10,OAK,KC,0,0,0,0,0,0,0.00,2009
13,Olindo Mare,K,10,SEA,ARI,2,2,100,32,2,2,0.00,2009
14,Jason Elam,K,10,ATL,CAR,2,3,67,35,1,1,0.00,2009
15,Neil Rackers,K,10,ARI,SEA,1,1,100,27,4,4,0.00,2009
16,Nate Kaeding,K,10,LAC,PHI,1,1,100,29,4,4,0.00,2009
17,Robbie Gould,K,10,CHI,SF,2,2,100,50,0,0,0.00,2009
18,Josh Scobee,K,10,JAX,NYJ,1,2,50,21,3,3,0.00,2009
19,Josh Brown,K,10,LAR,NO,1,1,100,32,2,2,0.00,2009
20,Rian Lindell,K,10,BUF,TEN,1,1,100,25,2,2,0.00,2009
21,Matt Prater,K,10,DEN,WAS,1,1,100,24,2,2,0.00,2009
22,Mason Crosby,K,10,GB,DAL,1,2,50,48,2,2,0.00,2009
23,Matt Stover,K,10,IND,NE,0,0,0,0,5,5,0.00,2009
24,Joe Nedney,K,10,SF,CHI,1,2,50,21,1,1,0.00,2009
25,John Kasay,K,10,CAR,ATL,0,1,0,0,4,4,0.00,2009
26,Jason Hanson,K,10,DET,MIN,1,2,50,38,1,1,0.00,2009
27,John Carney,K,10,NO,LAR,0,0,0,0,4,4,0.00,2009
28,Sebastian Janikowski,K,10,OAK,KC,1,2,50,50,1,1,0.00,2009
29,Steven Hauschka,K,10,BAL,CLE,1,2,50,44,1,1,0.00,2009
30,Nick Folk,K,10,DAL,GB,0,1,0,0,1,1,0.00,2009
31,Rhys Lloyd,K,10,CAR,ATL,0,0,0,0,0,0,0.00,2009
32,David Buehler,K,10,DAL,GB,0,0,0,0,0,0,0.00,2009
33,Phil Dawson,K,10,CLE,BAL,0,0,0,0,0,0,0.00,2009
