Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Randy Moss,WR,10,NE,IND,16,9,56,179,2,63,11,20,0,0,0,0,0,41.90,2009
2,Reggie Wayne,WR,10,IND,NE,12,10,83,126,2,25,11,13,0,0,0,0,0,37.60,2009
3,Brandon Marshall,WR,10,DEN,WAS,10,5,50,134,2,75,13,27,1,9,0,0,0,34.30,2009
4,Sidney Rice,WR,10,MIN,DET,9,7,78,201,0,56,22,29,0,0,0,0,0,30.10,2009
5,TJ Houshmandzadeh,WR,10,SEA,ARI,17,9,53,165,0,53,10,18,0,0,0,0,0,28.50,2009
6,Jason Avant,WR,10,PHI,LAC,9,8,89,156,0,58,17,20,0,0,0,0,0,26.60,2009
7,Roy Williams,WR,10,DAL,GB,7,5,71,105,1,41,15,21,0,0,0,1,1,23.50,2009
8,Donnie Avery,WR,10,LAR,NO,6,4,67,67,2,29,11,17,0,0,0,0,0,22.70,2009
9,Anquan Boldin,WR,10,ARI,SEA,10,8,80,105,0,37,11,13,0,0,0,0,0,21.50,2009
10,Lee Evans,WR,10,BUF,TEN,5,4,80,50,2,27,10,13,0,0,0,0,0,21.00,2009
11,Larry Fitzgerald,WR,10,ARI,SEA,9,7,78,73,1,25,8,10,0,0,0,0,0,20.30,2009
12,Steve Smith,WR,10,CAR,ATL,4,4,100,34,2,19,9,9,0,0,0,0,0,19.40,2009
13,Jeremy Maclin,WR,10,PHI,LAC,8,6,75,76,1,28,10,13,1,-6,0,0,0,19.00,2009
14,Jerricho Cotchery,WR,10,NYJ,JAX,11,6,55,68,1,32,6,11,0,0,0,0,0,18.80,2009
15,Wes Welker,WR,10,NE,IND,11,9,82,94,0,15,9,10,0,0,0,1,0,18.40,2009
16,Steve Breaston,WR,10,ARI,SEA,6,4,67,79,1,28,13,20,0,0,0,0,0,17.90,2009
17,DeSean Jackson,WR,10,PHI,LAC,16,8,50,91,0,22,6,11,0,0,0,0,0,17.10,2009
18,Roddy White,WR,10,ATL,CAR,11,7,64,98,0,34,9,14,0,0,0,0,0,16.80,2009
19,Calvin Johnson,WR,10,DET,MIN,13,8,62,84,0,19,7,11,0,0,0,1,0,16.40,2009
20,Brandon Gibson,WR,10,LAR,NO,9,7,78,93,0,23,10,13,0,0,0,0,0,16.30,2009
21,Santonio Holmes,WR,10,PIT,CIN,14,7,50,88,0,21,6,13,0,0,0,0,0,15.80,2009
22,Muhsin Muhammad,WR,10,CAR,ATL,8,6,75,91,0,22,11,15,0,0,0,0,0,15.10,2009
23,Dwayne Bowe,WR,10,KC,OAK,11,6,55,91,0,41,8,15,0,0,0,1,0,15.10,2009
24,Maurice Stovall,WR,10,TB,MIA,5,4,80,47,1,33,9,12,0,0,0,0,0,14.70,2009
25,Legedu Naanee,WR,10,LAC,PHI,3,3,100,42,1,20,14,14,1,10,0,0,0,14.20,2009
26,Pierre Garcon,WR,10,IND,NE,11,3,27,50,1,29,5,17,0,0,0,0,0,14.00,2009
27,Mike Sims-Walker,WR,10,JAX,NYJ,7,3,43,49,1,26,7,16,0,0,0,0,0,13.90,2009
28,Robert Meachem,WR,10,NO,LAR,1,1,100,27,1,27,27,27,1,41,0,0,0,13.80,2009
29,Devin Hester,WR,10,CHI,SF,14,7,50,48,0,10,3,7,0,0,0,0,0,11.80,2009
30,Laveranues Coles,WR,10,CIN,PIT,9,5,56,67,0,25,7,13,0,0,0,0,0,11.70,2009
31,Terrell Owens,WR,10,BUF,TEN,7,3,43,85,0,46,12,28,0,0,0,0,0,11.50,2009
32,Nate Washington,WR,10,TEN,BUF,2,2,100,33,1,19,17,17,1,1,0,0,0,11.40,2009
33,Davone Bess,WR,10,MIA,TB,7,4,57,72,0,25,10,18,0,0,0,1,0,11.20,2009
34,Devery Henderson,WR,10,NO,LAR,6,4,67,72,0,26,12,18,0,0,0,0,0,11.20,2009
35,Derrick Mason,WR,10,BAL,CLE,4,3,75,78,0,41,20,26,0,0,0,0,0,10.80,2009
36,Dennis Northcutt,WR,10,DET,MIN,8,6,75,48,0,11,6,8,0,0,0,0,0,10.80,2009
37,Austin Collie,WR,10,IND,NE,8,6,75,45,0,17,6,8,0,0,0,0,0,10.50,2009
