Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Robbie Gould,K,4,CHI,DET,2,2,100,52,6,6,0.00,2009
2,Josh Scobee,K,4,JAX,TEN,3,4,75,50,4,4,0.00,2009
3,Adam Vinatieri,K,4,IND,SEA,2,2,100,37,4,4,0.00,2009
4,Thomas Howard,K,4,OAK,HOU,0,0,0,0,0,0,0.00,2009
5,Kris Brown,K,4,HOU,OAK,2,3,67,34,3,3,0.00,2009
6,Lawrence Tynes,K,4,NYG,KC,2,3,67,40,3,3,0.00,2009
7,Stephen Gostkowski,K,4,NE,BAL,2,2,100,33,3,3,0.00,2009
8,Billy Cundiff,K,4,CLE,CIN,2,2,100,31,2,2,0.00,2009
9,Dan Carpenter,K,4,MIA,BUF,1,1,100,33,5,5,0.00,2009
10,Jeff Reed,K,4,PIT,LAC,1,1,100,46,5,5,0.00,2009
11,Mike Nugent,K,4,TB,WAS,2,4,50,37,1,1,0.00,2009
12,Jason Hanson,K,4,DET,CHI,1,1,100,35,3,3,0.00,2009
13,Sebastian Janikowski,K,4,OAK,HOU,2,2,100,46,0,0,0.00,2009
14,John Carney,K,4,NO,NYJ,1,1,100,34,3,3,0.00,2009
15,Shayne Graham,K,4,CIN,CLE,1,2,50,31,2,2,0.00,2009
16,Olindo Mare,K,4,SEA,IND,1,1,100,38,2,2,0.00,2009
17,Matt Prater,K,4,DEN,DAL,1,1,100,28,2,2,0.00,2009
18,Joe Nedney,K,4,SF,LAR,0,1,0,0,5,5,0.00,2009
19,Mason Crosby,K,4,GB,MIN,1,1,100,31,2,2,0.00,2009
20,Ryan Succop,K,4,KC,NYG,1,1,100,34,1,1,0.00,2009
21,Shaun Suisham,K,4,WAS,TB,1,1,100,42,1,1,0.00,2009
22,Rian Lindell,K,4,BUF,MIA,1,2,50,35,1,1,0.00,2009
23,Jay Feely,K,4,NYJ,NO,1,1,100,38,1,1,0.00,2009
24,Nick Folk,K,4,DAL,DEN,1,1,100,49,1,1,0.00,2009
25,Nate Kaeding,K,4,LAC,PIT,0,0,0,0,4,4,0.00,2009
26,Ryan Longwell,K,4,MIN,GB,0,0,0,0,4,4,0.00,2009
27,Rob Bironas,K,4,TEN,JAX,1,1,100,29,0,0,0.00,2009
28,Steven Hauschka,K,4,BAL,NE,0,0,0,0,3,3,0.00,2009
29,David Buehler,K,4,DAL,DEN,0,0,0,0,0,0,0.00,2009
30,Josh Brown,K,4,LAR,SF,0,1,0,0,0,0,0.00,2009
