Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,David Garrard,QB,4,JAX,TEN,27,37,73,323,9,3,0,126,8,38,5,0,30.72,2009
2,Aaron Rodgers,QB,4,GB,MIN,26,37,70,384,10,2,1,111,2,16,8,0,25.96,2009
3,Ben Roethlisberger,QB,4,PIT,LAC,26,33,79,333,10,2,0,129,4,3,1,0,24.62,2009
4,Peyton Manning,QB,4,IND,SEA,31,41,76,353,9,2,1,107,1,-1,-1,0,24.02,2009
5,Brett Favre,QB,4,MIN,GB,24,31,77,271,9,3,0,135,2,-2,-1,0,22.64,2009
6,Eli Manning,QB,4,NYG,KC,20,34,59,292,9,3,1,104,0,0,0,0,21.68,2009
7,Philip Rivers,QB,4,LAC,PIT,21,36,58,254,7,3,0,108,1,1,1,0,21.26,2009
8,Jay Cutler,QB,4,CHI,DET,18,28,64,141,5,2,0,100,3,8,3,1,20.44,2009
9,Tom Brady,QB,4,NE,BAL,21,32,66,258,8,1,0,101,5,11,2,1,20.42,2009
10,Kerry Collins,QB,4,TEN,JAX,29,48,60,284,6,1,2,67,1,10,10,1,20.36,2009
11,Derek Anderson,QB,4,CLE,CIN,26,48,54,269,6,1,1,69,2,2,1,1,19.96,2009
12,Seneca Wallace,QB,4,SEA,IND,33,45,73,257,6,1,0,94,4,8,2,1,19.08,2009
13,Carson Palmer,QB,4,CIN,CLE,23,44,52,230,5,2,1,73,3,20,7,0,18.20,2009
14,Joe Flacco,QB,4,BAL,NE,27,47,57,264,6,2,1,79,1,2,2,0,17.76,2009
15,Kyle Orton,QB,4,DEN,DAL,20,29,69,243,8,2,0,117,3,0,0,0,17.72,2009
16,Matthew Stafford,QB,4,DET,CHI,24,36,67,296,8,1,1,90,2,20,10,0,15.84,2009
17,Matt Cassel,QB,4,KC,NYG,15,32,47,127,4,2,0,79,4,25,6,0,15.58,2009
18,Shaun Hill,QB,4,SF,LAR,14,24,58,152,6,2,0,105,2,-2,-1,0,13.88,2009
19,Jason Campbell,QB,4,WAS,TB,12,22,55,170,8,2,3,70,7,20,3,0,12.80,2009
20,Matt Schaub,QB,4,HOU,OAK,11,22,50,224,10,1,1,82,5,-1,0,0,11.86,2009
21,Josh Johnson,QB,4,TB,WAS,13,22,59,106,5,1,1,68,7,41,6,0,11.34,2009
22,Chad Henne,QB,4,MIA,BUF,14,22,64,115,5,1,0,92,2,14,7,0,10.00,2009
23,Trent Edwards,QB,4,BUF,MIA,14,26,54,192,7,1,3,51,0,0,0,0,8.68,2009
24,Tony Romo,QB,4,DAL,DEN,25,42,60,255,6,0,1,67,0,0,0,0,8.20,2009
25,Drew Brees,QB,4,NO,NYJ,20,32,63,190,6,0,0,79,3,5,2,0,8.10,2009
26,JaMarcus Russell,QB,4,OAK,HOU,12,33,36,128,4,0,0,49,0,0,0,0,4.12,2009
27,Mark Sanchez,QB,4,NYJ,NO,14,27,52,138,5,0,3,27,4,24,6,0,3.92,2009
28,Kyle Boller,QB,4,LAR,SF,13,24,54,108,5,0,1,49,2,5,3,0,2.82,2009
29,Daunte Culpepper,QB,4,DET,CHI,6,11,55,54,5,0,0,68,0,0,0,0,2.16,2009
30,David Carr,QB,4,NYG,KC,0,2,0,0,0,0,0,40,0,0,0,0,0.00,2009
31,Mark Brunell,QB,4,NO,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
32,Matt Flynn,QB,4,GB,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
33,Pat White,QB,4,MIA,BUF,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2009
