Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Rashard Mendenhall,RB,4,PIT,LAC,29,165,6,2,2,2,26,0,0,0,36.10,2009
2,Ronnie Brown,RB,4,MIA,BUF,20,115,6,2,0,0,0,0,0,0,26.50,2009
3,Matt Forte,RB,4,CHI,DET,12,121,10,1,3,2,19,0,0,0,25.00,2009
4,Pierre Thomas,RB,4,NO,NYJ,19,86,5,1,4,4,46,0,1,0,23.20,2009
5,Ray Rice,RB,4,BAL,NE,11,103,9,0,7,5,49,0,0,0,23.20,2009
6,Joseph Addai,RB,4,IND,SEA,12,46,4,1,7,7,50,0,0,0,22.60,2009
7,Jerome Harrison,RB,4,CLE,CIN,29,121,4,0,7,5,31,0,1,1,22.20,2009
8,Steve Slaton,RB,4,HOU,OAK,21,65,3,1,2,2,24,1,1,1,21.90,2009
9,Kevin Smith,RB,4,DET,CHI,19,30,2,2,4,4,21,0,0,0,21.10,2009
10,Ricky Williams,RB,4,MIA,BUF,16,85,5,1,1,1,11,0,1,0,16.60,2009
11,Sammy Morris,RB,4,NE,BAL,6,21,4,1,5,5,35,0,0,0,16.60,2009
12,Mewelde Moore,RB,4,PIT,LAC,2,2,1,0,3,3,31,1,0,0,16.54,2009
13,Marion Barber,RB,4,DAL,DEN,11,41,4,1,2,2,27,0,0,0,14.80,2009
14,Knowshon Moreno,RB,4,DEN,DAL,14,65,5,0,2,2,11,1,1,1,14.60,2009
15,Glen Coffee,RB,4,SF,LAR,24,74,3,0,7,4,32,0,0,0,14.60,2009
16,Correll Buckhalter,RB,4,DEN,DAL,6,37,6,0,5,5,55,0,0,0,14.20,2009
17,Ryan Grant,RB,4,GB,MIN,11,51,5,0,4,4,50,0,0,0,14.10,2009
18,Cadillac Williams,RB,4,TB,WAS,16,77,5,0,5,4,22,0,0,0,13.90,2009
19,Chris Johnson,RB,4,TEN,JAX,16,83,5,0,4,3,11,0,1,1,13.40,2009
20,Maurice Jones-Drew,RB,4,JAX,TEN,6,14,2,1,3,3,26,0,0,0,13.00,2009
21,Tashard Choice,RB,4,DAL,DEN,14,33,2,0,6,5,47,0,0,0,13.00,2009
22,Donald Brown,RB,4,IND,SEA,9,33,4,1,1,1,13,0,1,0,11.60,2009
23,Adrian Peterson,RB,4,MIN,GB,25,55,2,1,1,1,0,0,1,1,11.50,2009
24,Steven Jackson,RB,4,LAR,SF,23,79,3,0,4,3,6,0,0,0,11.50,2009
25,Thomas Jones,RB,4,NYJ,NO,13,48,4,1,0,0,0,0,0,0,10.80,2009
26,Garrett Wolfe,RB,4,CHI,DET,5,22,4,1,1,1,12,0,0,0,10.40,2009
27,Larry Johnson,RB,4,KC,NYG,18,72,4,0,5,3,1,0,1,0,10.30,2009
28,Clinton Portis,RB,4,WAS,TB,25,98,4,0,0,0,0,0,0,0,9.80,2009
29,Brandon Jacobs,RB,4,NYG,KC,21,92,4,0,1,1,-4,0,0,0,9.80,2009
30,Fred Jackson,RB,4,BUF,MIA,9,42,5,0,5,3,26,0,0,0,9.80,2009
31,Marshawn Lynch,RB,4,BUF,MIA,8,4,1,0,6,5,43,0,0,0,9.70,2009
32,Cedric Benson,RB,4,CIN,CLE,18,74,4,0,3,1,12,0,1,0,9.60,2009
33,Willis McGahee,RB,4,BAL,NE,5,11,2,0,3,1,13,1,0,0,9.40,2009
34,Brian Leonard,RB,4,CIN,CLE,1,4,4,0,7,6,28,0,0,0,9.20,2009
35,Owen Schmitt,FB,4,SEA,IND,0,0,0,0,2,2,3,1,0,0,8.30,2009
36,Leon Washington,RB,4,NYJ,NO,4,17,4,0,5,4,24,0,0,0,8.10,2009
37,Chester Taylor,RB,4,MIN,GB,2,8,4,0,5,3,35,0,0,0,7.30,2009
38,Jerome Felton,FB,4,DET,CHI,2,12,6,0,3,3,23,0,0,0,6.50,2009
39,Julius Jones,RB,4,SEA,IND,11,25,2,0,3,3,10,0,0,0,6.50,2009
40,Ahmad Bradshaw,RB,4,NYG,KC,12,64,5,0,0,0,0,0,0,0,6.40,2009
41,Reggie Bush,RB,4,NO,NYJ,6,37,6,0,4,3,7,0,1,1,6.40,2009
42,Ryan Moats,RB,4,HOU,OAK,15,56,4,0,0,0,0,0,0,0,5.60,2009
43,Rashad Jennings,RB,4,JAX,TEN,9,53,6,0,0,0,0,0,0,0,5.30,2009
44,Ladell Betts,RB,4,WAS,TB,1,-1,-1,0,3,3,21,0,0,0,5.00,2009
45,Justin Fargas,RB,4,OAK,HOU,10,24,2,0,1,1,14,0,0,0,4.80,2009
46,Fred Taylor,RB,4,NE,BAL,7,25,4,0,1,1,13,0,0,0,4.80,2009
47,Bernard Scott,RB,4,CIN,CLE,6,41,7,0,0,0,0,0,0,0,4.10,2009
48,Kevin Faulk,RB,4,NE,BAL,5,22,4,0,1,1,6,0,1,0,3.80,2009
49,Justin Forsett,RB,4,SEA,IND,0,0,0,0,4,3,8,0,0,0,3.80,2009
50,Earnest Graham,RB,4,TB,WAS,5,8,2,0,3,2,9,0,0,0,3.70,2009
