,Player,Position,Team,Opponent,Points,PlayerID
0,Ben Roethlisberger,QB,PIT,LAC,24.62,00-0022924
1,Peyton Manning,QB,IND,SEA,24.02,00-0010346
2,Brett Favre,QB,MIN,GB,22.64,00-0005106
3,Eli Manning,QB,NYG,KC,21.68,00-0022803
4,Philip Rivers,QB,LAC,PIT,21.26,00-0022942
5,Jay Cutler,QB,CHI,DET,20.44,00-0024226
6,Tom Brady,QB,NE,BAL,20.42,00-0019596
7,Kerry Collins,QB,TEN,JAX,20.36,00-0003292
8,Derek Anderson,QB,CLE,CIN,19.96,00-0023645
9,Seneca Wallace,QB,SEA,IND,19.08,00-0022055
10,Carson Palmer,QB,CIN,CLE,18.2,00-0021429
11,Joe Flacco,QB,BAL,NE,17.76,00-0026158
12,Kyle Orton,QB,DEN,DAL,17.72,00-0023541
13,Matthew Stafford,QB,DET,CHI,15.84,00-0026498
14,Matt Cassel,QB,KC,NYG,15.58,00-0023662
15,Shaun Hill,QB,SF,LAR,13.88,00-0020679
16,Jason Campbell,QB,WAS,TB,12.8,00-0023460
17,Matt Schaub,QB,HOU,OAK,11.86,00-0022787
18,Josh Johnson,QB,TB,WAS,11.34,
19,Chad Henne,QB,MIA,BUF,10.0,00-0026197
20,Trent Edwards,QB,BUF,MIA,8.68,00-0025479
21,Tony Romo,QB,DAL,DEN,8.2,00-0021678
22,Drew Brees,QB,NO,NYJ,8.1,00-0020531
23,JaMarcus Russell,QB,OAK,HOU,4.12,00-0025388
24,Mark Sanchez,QB,NYJ,NO,3.92,00-0026898
25,Kyle Boller,QB,LA,SF,2.82,00-0022164
26,Daunte Culpepper,QB,DET,CHI,2.16,00-0003739
27,Matt Flynn,QB,GB,MIN,0.0,00-0026349
28,Mark Brunell,QB,NO,NYJ,0.0,00-0002110
29,David Carr,QB,NYG,KC,0.0,00-0020608
30,Pat White,QB,MIA,BUF,-0.1,00-0027020
31,Mohamed Massaquoi,WR,CLE,CIN,25.8,00-0027026
32,Calvin Johnson,WR,DET,CHI,25.5,00-0025389
33,Hines Ward,WR,PIT,LAC,22.3,00-0017162
34,Derrick Mason,WR,BAL,NE,21.8,00-0010500
35,TJ Houshmandzadeh,WR,SEA,IND,21.3,
36,Kenny Britt,WR,TEN,JAX,20.5,00-0027006
37,Nate Washington,WR,TEN,JAX,19.6,00-0023367
38,Bernard Berrian,WR,MIN,GB,19.5,00-0022807
39,Reggie Wayne,WR,IND,SEA,19.4,00-0020498
40,Brandon Marshall,WR,DEN,DAL,19.1,00-0029620
41,Austin Collie,WR,IND,SEA,18.5,00-0027092
42,Sidney Rice,WR,MIN,GB,18.0,00-0025431
43,Chad Johnson,WR,CIN,CLE,17.4,00-0020397
44,Santana Moss,WR,WAS,TB,15.4,00-0020494
45,Antonio Bryant,WR,TB,WAS,14.4,00-0021191
46,Johnny Knox,WR,CHI,DET,14.1,00-0026913
47,Randy Moss,WR,NE,BAL,14.0,00-0011754
48,Chris Chambers,WR,LAC,PIT,13.9,00-0020446
49,Jordy Nelson,WR,GB,MIN,13.7,00-0026176
50,Hakeem Nicks,WR,NYG,KC,12.4,00-0027005
51,Jerricho Cotchery,WR,NYJ,NO,12.1,00-0022811
52,Josh Morgan,WR,SF,LAR,11.9,00-0026314
53,Deion Branch,WR,SEA,IND,10.9,00-0021192
54,Wes Welker,WR,NE,BAL,10.8,00-0022427
55,Pierre Garcon,WR,IND,SEA,10.1,00-0026345
56,Santonio Holmes,WR,PIT,LAC,9.9,00-0024240
57,Brian Hartline,WR,MIA,BUF,9.6,00-0027077
58,Vincent Jackson,WR,LAC,PIT,9.6,00-0023496
59,Donald Driver,WR,GB,MIN,9.5,00-0004541
60,Mark Clayton,WR,BAL,NE,9.5,00-0023457
61,Sam Hurd,WR,DAL,DEN,9.2,00-0023953
62,Terrell Owens,WR,BUF,MIA,9.0,00-0012478
63,Mike Thomas,WR,JAX,TEN,9.0,00-0033114
64,Bobby Wade,WR,KC,NYG,8.8,00-0022144
65,Andre Johnson,WR,HOU,OAK,8.6,00-0022044
66,Greg Camarillo,WR,MIA,BUF,8.2,00-0023408
67,Lee Evans,WR,BUF,MIA,8.0,00-0022910
68,Donnie Avery,WR,LA,SF,7.7,00-0026173
69,Mike Furrey,WR,CLE,CIN,7.7,00-0019281
70,Jacoby Jones,WR,HOU,OAK,7.6,00-0025460
71,Josh Reed,WR,BUF,MIA,7.3,00-0021166
72,Torry Holt,WR,JAX,TEN,7.2,00-0007681
73,Kelley Washington,WR,BAL,NE,7.1,00-0022171
74,Nate Burleson,WR,SEA,IND,7.1,00-0021999
75,Mike Wallace,WR,PIT,LAC,6.7,00-0026901
76,Roy Williams,WR,DAL,DEN,6.5,
77,Greg Jennings,WR,GB,MIN,6.1,00-0024267
78,Percy Harvin,WR,MIN,GB,5.9,00-0026998
79,Heath Miller,TE,PIT,LAC,27.0,00-0023465
80,Marcedes Lewis,TE,JAX,TEN,17.6,00-0024243
81,Chris Cooley,TE,WAS,TB,17.5,00-0022738
82,Sean Ryan,TE,KC,NYG,16.8,00-0022817
83,Dallas Clark,TE,IND,SEA,16.0,00-0022165
84,Will Heller,TE,DET,CHI,14.3,00-0021756
85,Steve Heiden,TE,CLE,CIN,14.3,00-0007213
86,Vernon Davis,TE,SF,LAR,13.3,00-0024221
87,Visanthe Shiancoe,TE,MIN,GB,10.8,00-0022054
88,Brandon Pettigrew,TE,DET,CHI,10.4,00-0026996
89,Kellen Davis,TE,CHI,DET,10.0,00-0026298
90,John Carlson,TE,SEA,IND,8.9,00-0026178
91,Todd Heap,TE,BAL,NE,8.6,00-0020516
92,Kevin Boss,TE,NYG,KC,8.1,00-0025540
93,Daniel Coats,TE,CIN,CLE,7.6,00-0024607
94,JP Foschi,TE,CIN,CLE,7.4,
